match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateLongBalls,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_wonContest,stat_keyPass,captain,stat_aerialLost,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_goals,stat_goalAssist
11453179,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600,G,30,30,False,28.0,14.0,13.0,14.0,17.0,11.0,9.0,4.0,5.0,1.0,1.0,90.0,37.0,7.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453179,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,21,21,False,24.0,21.0,1.0,13.0,14.0,10.0,2.0,,,,,67.0,41.0,6.0,5.0,0,Alhwsawi Sanousi Mohammed,,8.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11453179,home,Damac FC,Noor Al-Rashidi,noor-al-rashidi,N. Al-Rashidi,D,4,179.0,18,M,1065328,EUR,794966400,D,4,4,False,37.0,30.0,7.0,28.0,30.0,7.0,7.0,,,,,90.0,53.0,7.3,8.0,0,Noor Al-Rashidi,,2.0,,1.0,6.0,1.0,,5.0,2.0,5.0,4.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453179,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,35.0,24.0,10.0,18.0,23.0,12.0,8.0,,,,,90.0,50.0,6.4,14.0,2,,,6.0,1.0,2.0,2.0,,1.0,3.0,3.0,,,1.0,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11453179,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,37.0,25.0,8.0,10.0,15.0,23.0,4.0,,,,,90.0,68.0,6.9,19.0,0,Dhari Al-Enezi,,15.0,,2.0,5.0,1.0,2.0,2.0,1.0,3.0,,,4.0,,2.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,
11453179,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000,M,17,17,False,38.0,33.0,4.0,23.0,24.0,14.0,5.0,,,,,89.0,45.0,6.3,8.0,0,,,10.0,,4.0,1.0,,1.0,,,,,1.0,2.0,,,1.0,,,,,,2.0,,,True,,,,,,,,,,
11453179,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,8,8,False,50.0,44.0,3.0,31.0,34.0,16.0,5.0,,,,,89.0,59.0,6.7,6.0,1,,,13.0,,7.0,3.0,2.0,,1.0,2.0,1.0,1.0,4.0,2.0,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,
11453179,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,31,31,False,23.0,15.0,7.0,10.0,10.0,16.0,3.0,,,,,72.0,35.0,7.3,13.0,3,,,8.0,,1.0,,,,,,,,,3.0,,1.0,,,,,,3.0,1.0,,2.0,,,3.0,1.0,2.0,1.0,,,,,
11453179,home,Damac FC,Ahmad Zain,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800,F,49,49,False,19.0,15.0,4.0,10.0,11.0,10.0,3.0,,,,,63.0,34.0,6.7,12.0,0,,,5.0,,6.0,5.0,3.0,,,1.0,3.0,2.0,1.0,4.0,,4.0,2.0,,,,,2.0,2.0,,,,1.0,,,,,,,,,
11453179,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800,F,14,14,False,10.0,8.0,,1.0,2.0,8.0,1.0,,,,,63.0,14.0,6.8,4.0,0,,,7.0,,3.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,3.0,,,,,,,,,
