match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_wonContest,stat_interceptionWon,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,captain,stat_goals
11368740,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,30.0,28.0,3.0,1.0,28.0,28.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,36.0,7.1,2.0,8.639e-05,0,0.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368740,home,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169,7132,M,1002813,EUR,1023062400,D,20,20,False,48.0,38.0,1.0,,14.0,16.0,41.0,2.0,2.0,,,,,,90.0,77.0,7.4,23.0,0.113291,1,,,,yan.couto,1.0,25.0,9.0,1.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.016,2.0,,,,,,,,,,,,
11368740,home,Girona FC,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,25,25,False,97.0,86.0,11.0,6.0,45.0,46.0,52.0,2.0,8.0,,,,,,90.0,108.0,7.6,14.0,0.0361785,0,,,,ericgm3,,42.0,1.0,1.0,,4.0,,,,,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,
11368740,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,80.0,73.0,4.0,1.0,53.0,54.0,26.0,1.0,6.0,,,,,,70.0,84.0,7.0,8.0,0.0147184,0,,,,,,20.0,,,,3.0,,,1.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,
11368740,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,48.0,43.0,6.0,5.0,23.0,24.0,26.0,1.0,8.0,,,,,,90.0,69.0,8.3,7.0,0.685327,0,,,,MGutiérrez,1.0,22.0,2.0,2.0,4.0,6.0,,,4.0,2.0,,1.0,1.0,1.0,,2.0,,,3.0,2.0,,3.0,2.0,1.0,,,,,,,
11368740,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,51.0,42.0,6.0,4.0,24.0,26.0,25.0,1.0,7.0,,,,,,89.0,73.0,7.6,12.0,0.011739,4,,,,YangelHerrera8,,18.0,,,7.0,15.0,1.0,3.0,1.0,,,6.0,3.0,,6.0,3.0,,0.4931,,2.0,,1.0,,,1.0,2.0,2.0,1.0,1.0114,,
11368740,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,75.0,66.0,7.0,2.0,31.0,31.0,48.0,,10.0,,,,,,90.0,96.0,7.6,12.0,0.158808,1,,,,AlexGarcia97,,37.0,4.0,2.0,3.0,8.0,1.0,1.0,4.0,,1.0,3.0,1.0,,1.0,1.0,,0.0922,2.0,,,4.0,2.0,,,,,,,True,
11368740,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,29.0,27.0,1.0,1.0,9.0,10.0,21.0,,1.0,,,,,,89.0,39.0,7.7,6.0,0.268047,2,,,,viktortsygankov,,18.0,2.0,,4.0,3.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,0.2814,1.0,1.0,,,,1.0,,2.0,,,0.5468,,1.0
11368740,home,Girona FC,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,M,24,24,False,8.0,5.0,,,2.0,2.0,8.0,,2.0,,,,,,73.0,20.0,6.9,6.0,0.272549,1,,,,,,3.0,2.0,,2.0,2.0,,,,,1.0,2.0,,1.0,,2.0,,0.0849,,,,,,1.0,,,,,,,
11368740,home,Girona FC,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,M,16,16,False,18.0,14.0,2.0,2.0,6.0,6.0,14.0,1.0,6.0,,,,,,90.0,37.0,9.1,10.0,0.0736379,2,,,,Savinho,,8.0,2.0,,5.0,8.0,,,7.0,,,2.0,2.0,1.0,2.0,1.0,2.0,0.316,1.0,,,4.0,1.0,1.0,,2.0,,,0.9816,,2.0
