match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_outfielderBlock,player_firstName,player_lastName,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_dispossessed,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_accurateCross,captain,stat_saves,stat_punches,stat_errorLeadToAGoal,stat_hitWoodwork
12513693,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,91,91,False,29.0,20.0,12.0,4.0,0.0,19.0,24.0,1.0,5.0,1.0,7.0,1.0,1.0,90.0,35.0,6.4,9.0,0.00020196,0,-0.3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513693,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,61.0,48.0,11.0,7.0,0.0,27.0,29.0,21.0,37.0,1.0,3.0,,,90.0,89.0,7.3,20.0,0.0178481,2,,5.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0486,0.0147,1.0,,,,,,,,,,,,,,,,,
12513693,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,52.0,46.0,8.0,4.0,0.0,40.0,42.0,6.0,10.0,9.0,,,,90.0,66.0,7.0,7.0,0.00357462,0,,,4.0,4.0,5.0,5.0,,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
12513693,home,Sporting Braga,Robson Bambu,robson-bambu,R. Bambu,D,3,184,362,M,923186,EUR,879292800,D,3,3,False,62.0,53.0,9.0,4.0,0.0,44.0,47.0,9.0,15.0,5.0,5.0,,,90.0,75.0,7.0,9.0,0.00432033,1,,,,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,0.0214,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12513693,home,Sporting Braga,Francisco Chissumba,francisco-chissumba,F. Chissumba,D,55,180,264,M,1158067,EUR,1117324800,D,55,55,False,48.0,38.0,2.0,2.0,0.0,24.0,26.0,14.0,25.0,1.0,4.0,,,90.0,72.0,7.2,15.0,0.00586423,2,,3.0,2.0,1.0,4.0,7.0,2.0,1.0,1.0,1.0,,5.0,4.0,,0.0819,0.0465,,,,Francisco,Chissumba,,,1.0,,,,,,,,,,
12513693,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,47.0,39.0,6.0,3.0,0.0,20.0,21.0,19.0,26.0,2.0,8.0,,,90.0,61.0,7.4,9.0,0.0667363,0,,,1.0,1.0,3.0,6.0,2.0,2.0,,,2.0,3.0,2.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,
12513693,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,10,10,False,42.0,37.0,2.0,2.0,1.0,26.0,26.0,11.0,16.0,1.0,7.0,,,71.0,49.0,8.4,7.0,0.0805584,1,,,,,2.0,2.0,,,1.0,,,,,1.0,0.0488,0.7323,1.0,,,,,,2.0,2.0,,1.0,1.0,,,,,,,
12513693,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,M,77,77,False,35.0,27.0,1.0,1.0,0.0,13.0,16.0,14.0,25.0,,5.0,,,89.0,58.0,6.9,18.0,0.0113814,1,,6.0,,1.0,3.0,6.0,2.0,1.0,,1.0,,3.0,1.0,2.0,0.0334,,,1.0,1.0,Gabriel Martínez,,,1.0,,1.0,,,1.0,,,,,,
12513693,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,16,16,False,42.0,33.0,1.0,1.0,0.0,13.0,14.0,22.0,32.0,1.0,7.0,,,82.0,64.0,7.1,15.0,0.167104,3,,4.0,1.0,2.0,8.0,7.0,1.0,,,2.0,1.0,4.0,2.0,1.0,0.1768,,2.0,1.0,,,,1.0,1.0,3.0,2.0,,,,2.0,,,,,
12513693,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,26.0,22.0,1.0,1.0,1.0,11.0,11.0,17.0,23.0,1.0,2.0,,,90.0,51.0,8.7,9.0,0.174379,1,,8.0,1.0,,2.0,3.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,0.1248,0.8629,4.0,,,,,,1.0,1.0,,,1.0,,6.0,True,,,,
