match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,player_firstName,player_lastName,stat_totalOffside,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed
11523758,home,Nottingham Forest,Matt Turner,matt-turner,M. Turner,G,30,190,1516,M,833943,EUR,772416000,G,1,1,False,40.0,24.0,26.0,10.0,17.0,23.0,7.0,17.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,90.0,52.0,7.1,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,29,175,8882,M,822933,EUR,852076800,D,29,29,False,16.0,11.0,3.0,,8.0,9.0,3.0,7.0,1.0,3.0,,,,,,,71.0,24.0,6.5,8.0,0,gonzalo_montiel29,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Serge Aurier,serge-aurier,S. Aurier,D,,176,2921,M,105697,EUR,725155200,D,24,24,False,42.0,30.0,2.0,,22.0,28.0,8.0,15.0,1.0,12.0,,,,,,,90.0,69.0,6.9,16.0,0,Serge_aurier,4.0,5.0,9.0,4.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8276,M,758168,EUR,826243200,D,19,19,False,64.0,54.0,10.0,6.0,43.0,47.0,11.0,17.0,1.0,6.0,,,,,,,90.0,69.0,6.9,12.0,0,niakhate,5.0,,5.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1886,M,139310,EUR,665539200,D,30,30,False,50.0,34.0,11.0,1.0,28.0,30.0,6.0,21.0,1.0,8.0,,,,,,,90.0,65.0,6.4,20.0,0,,5.0,7.0,10.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,
11523758,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3207,M,927356,EUR,987120000,D,7,7,False,14.0,8.0,2.0,,5.0,7.0,3.0,9.0,1.0,1.0,,,,,,,71.0,24.0,6.7,10.0,0,,,1.0,1.0,,,1.0,,2.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
11523758,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,884,M,846252,EUR,880070400,M,22,22,False,18.0,15.0,,,14.0,14.0,1.0,6.0,2.0,3.0,,,,,,,90.0,41.0,6.9,11.0,4,,5.0,8.0,9.0,1.0,3.0,3.0,3.0,2.0,2.0,,,1.0,1.0,,,1.0,2.0,,,,True,2.0,2.0,,,,,,
11523758,home,Nottingham Forest,Andrey Santos,santos-andrey,A. Santos,M,17,180,28027,M,1105779,EUR,1083542400,M,12,12,False,26.0,21.0,,,17.0,19.0,4.0,7.0,3.0,4.0,,,,,,,89.0,38.0,6.7,7.0,0,andreysantos_5,,2.0,4.0,1.0,,2.0,1.0,,1.0,,1.0,,3.0,,,,,Andrey Santos,,,,,,,,,,,
11523758,home,Nottingham Forest,Cheikhou Kouyaté,cheikhou-kouyate,C. Kouyaté,M,,189,2513,M,45944,EUR,630201600,M,8,8,False,12.0,8.0,,,5.0,6.0,3.0,6.0,2.0,4.0,,,,,,,72.0,26.0,6.9,7.0,2,,2.0,5.0,7.0,2.0,2.0,1.0,3.0,,,,1.0,2.0,2.0,,,,1.0,,,,,2.0,,,,,,,
11523758,home,Nottingham Forest,Chris Wood,chris-wood,C. Wood,F,11,191,7444,M,50480,EUR,692064000,F,11,11,False,9.0,5.0,,,1.0,1.0,4.0,8.0,1.0,2.0,,,,,,,88.0,12.0,6.7,6.0,0,wodsy39,3.0,5.0,3.0,,,2.0,,,5.0,,,,,1.0,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Anthony Elanga,anthony-elanga,A. Elanga,M,20,178,10484,M,979232,EUR,1019865600,F,21,21,False,16.0,8.0,,,3.0,6.0,6.0,12.0,,3.0,,,,,,,90.0,29.0,6.9,12.0,1,anthonyelanga,1.0,2.0,4.0,2.0,,3.0,,2.0,2.0,,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,
11523758,home,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,335,M,358218,EUR,808790400,D,15,15,True,7.0,7.0,1.0,1.0,4.0,4.0,3.0,5.0,,2.0,,,,,,,19.0,11.0,6.5,2.0,0,,,1.0,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6989,M,865912,EUR,948931200,M,10,10,True,9.0,6.0,1.0,1.0,2.0,3.0,5.0,10.0,,1.0,,,,,,,19.0,19.0,6.8,9.0,0,Morgangibbs27,1.0,3.0,3.0,,,2.0,1.0,4.0,1.0,,,,2.0,,,,1.0,,,,,,,1.0,,,,,
11523758,home,Nottingham Forest,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10644,M,1085180,EUR,990576000,F,20,20,True,3.0,3.0,,,,,4.0,5.0,,,,,,,,,18.0,9.0,6.6,3.0,0,brenjohnson_,,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,
11523758,home,Nottingham Forest,Taiwo Awoniyi,taiwo-awoniyi,T. Awoniyi,F,9,183,3455,M,359664,EUR,871344000,F,9,9,True,3.0,1.0,,,,,1.0,3.0,,1.0,,,,,,,15.0,5.0,6.5,3.0,0,,,3.0,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Brandon Aguilera,brandon-aguilera,B. Aguilera,M,10,180,927,M,1020203,EUR,1056758400,M,41,41,True,8.0,3.0,4.0,,1.0,1.0,2.0,8.0,1.0,,,,,,,,12.0,11.0,6.6,6.0,0,,1.0,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Ethan Horvath,ethan-horvath,E. Horvath,G,24,194,400,M,343013,EUR,802656000,G,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Felipe,felipe,Felipe,D,,191,771,M,242211,EUR,611280000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4065,M,800417,EUR,844732800,D,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523758,home,Nottingham Forest,Ui-Jo Hwang,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523758,away,Burnley,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1927,M,888971,EUR,910396800,G,49,49,False,64.0,51.0,29.0,18.0,47.0,51.0,4.0,13.0,1.0,6.0,3.0,,,,,,90.0,74.0,7.4,14.0,0,,1.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
11523758,away,Burnley,Vitinho,vitinho,Vitinho,D,2,175,3615,M,914477,EUR,932688000,D,22,22,False,17.0,17.0,,,8.0,8.0,9.0,9.0,,1.0,,,,,,,35.0,21.0,6.5,1.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11523758,away,Burnley,Hjalmar Ekdal,hjalmar-ekdal,H. Ekdal,D,18,187,545,M,875360,EUR,908928000,D,18,18,False,47.0,41.0,3.0,1.0,24.0,26.0,17.0,22.0,2.0,2.0,,,,,,,59.0,53.0,6.6,8.0,0,,1.0,4.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11523758,away,Burnley,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,661,M,856719,EUR,920505600,D,2,2,False,81.0,75.0,14.0,10.0,56.0,60.0,19.0,21.0,4.0,7.0,,,,,,,90.0,92.0,7.4,6.0,0,,3.0,7.0,4.0,,1.0,,1.0,,6.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11523758,away,Burnley,Charlie Taylor,charlie-taylor,C. Taylor,D,29,183,244,M,166381,EUR,748224000,D,3,3,False,67.0,53.0,10.0,3.0,37.0,41.0,16.0,27.0,,6.0,,,,,,,90.0,89.0,7.0,20.0,0,,2.0,3.0,3.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,
11523758,away,Burnley,Nathan Redmond,nathan-redmond,N. Redmond,M,,173,416,M,115346,EUR,762912000,M,15,15,False,21.0,16.0,2.0,1.0,4.0,4.0,12.0,19.0,,1.0,,,,,,,78.0,32.0,6.7,10.0,2,,,7.0,3.0,1.0,,2.0,3.0,2.0,1.0,2.0,1.0,,2.0,,,,1.0,,,,,2.0,,,,,,,
11523758,away,Burnley,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179,822,M,358394,EUR,819331200,M,8,8,False,59.0,56.0,4.0,4.0,30.0,32.0,27.0,30.0,5.0,5.0,,,,,,,90.0,81.0,7.9,9.0,1,,3.0,4.0,6.0,,1.0,3.0,2.0,3.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,True,1.0,,1.0,1.0,1.0,,,
11523758,away,Burnley,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,30,180,734,M,1000142,EUR,1043107200,M,21,21,False,19.0,15.0,1.0,1.0,10.0,12.0,5.0,7.0,1.0,3.0,,,,,,,51.0,29.0,6.6,8.0,1,,1.0,4.0,4.0,,3.0,2.0,,,2.0,,,2.0,,,,,2.0,,,,,,1.0,,,,,,
11523758,away,Burnley,Jóhann Guðmundsson,johann-gudmundsson,J. Guðmundsson,M,,186,451,M,49805,EUR,656985600,F,7,7,False,34.0,26.0,4.0,2.0,7.0,8.0,19.0,33.0,1.0,1.0,,,,,,,90.0,50.0,6.9,19.0,1,,1.0,4.0,1.0,1.0,,1.0,1.0,7.0,,1.0,,,,2.0,,,1.0,,,,,,1.0,,,,,,
11523758,away,Burnley,Jay Rodriguez,jay-rodriguez,J. Rodriguez,F,16,185,307,M,26989,EUR,617673600,F,9,9,False,11.0,7.0,1.0,1.0,1.0,3.0,6.0,8.0,,2.0,,,,,,,78.0,19.0,6.7,6.0,1,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,
11523758,away,Burnley,Jacob Bruun Larsen,jacob-bruun-larsen,J. B. Larsen,M,7,183,704,M,809276,EUR,906163200,F,34,34,False,7.0,6.0,,,2.0,3.0,5.0,5.0,,,,,,,,,78.0,21.0,6.8,7.0,1,,1.0,4.0,3.0,,1.0,4.0,,1.0,2.0,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,,1.0,,1.0,,,,,
11523758,away,Burnley,Ameen Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,567,M,1979970,EUR,1015372800,D,28,28,True,25.0,20.0,3.0,2.0,15.0,19.0,5.0,6.0,,2.0,,,,,,,55.0,27.0,6.8,5.0,0,,3.0,1.0,3.0,,,,,,1.0,,,,,,1.0,,,Ameen,Al-Dakhil,,,,,,,,,,
11523758,away,Burnley,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,True,25.0,22.0,2.0,2.0,13.0,14.0,9.0,11.0,,4.0,,,,,,,39.0,31.0,7.0,4.0,0,,1.0,2.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,
11523758,away,Burnley,Josh Cullen,cullen-josh,J. Cullen,M,24,175,872,M,792122,EUR,828835200,M,24,24,True,23.0,21.0,2.0,1.0,10.0,11.0,11.0,12.0,1.0,3.0,,,,,,,31.0,30.0,6.6,3.0,0,,,4.0,3.0,,,1.0,1.0,,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,
