match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_wonTackle,stat_bigChanceMissed,captain,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11406909,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,24.0,18.0,8.0,2.0,16.0,17.0,2.0,7.0,1.0,10.0,2.0,1.0,1.0,90.0,36.0,6.9,6.0,0.00129428,0,-0.4651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406909,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,24.0,16.0,8.0,3.0,10.0,11.0,6.0,18.0,4.0,5.0,,,,90.0,59.0,7.6,19.0,0.0178038,3,,5.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4535,0.1008,,,,,,,,,,,,,,,,,,,
11406909,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,37.0,27.0,6.0,3.0,21.0,26.0,6.0,11.0,3.0,3.0,,,,90.0,47.0,6.7,10.0,0.00382171,0,,,1.0,6.0,2.0,1.0,,,,1.0,,,,4.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11406909,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,32.0,22.0,9.0,2.0,17.0,23.0,5.0,9.0,4.0,2.0,,,,90.0,46.0,6.6,12.0,0.00312326,0,,,,4.0,1.0,,,,,3.0,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11406909,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,21.0,13.0,6.0,1.0,7.0,8.0,7.0,18.0,1.0,3.0,,,,90.0,49.0,6.9,18.0,0.0831783,1,,5.0,,2.0,5.0,1.0,,,,,2.0,1.0,2.0,,,0.0815,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11406909,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,25.0,18.0,5.0,1.0,10.0,13.0,8.0,12.0,,9.0,,,,90.0,38.0,6.7,8.0,0.00794578,1,,,1.0,6.0,4.0,2.0,,,,2.0,,1.0,1.0,2.0,,0.0196,,1.0,2.0,,3.0,,,1.0,1.0,,,,,,,,,,,
11406909,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,False,22.0,12.0,6.0,2.0,4.0,6.0,12.0,24.0,3.0,2.0,,,,86.0,38.0,7.7,15.0,0.375999,3,,8.0,,1.0,1.0,,,1.0,,,1.0,,,,1.0,0.1726,,,,,,4.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,
11406909,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,20.0,17.0,2.0,1.0,10.0,10.0,7.0,10.0,,3.0,,,,90.0,35.0,6.9,8.0,0.00937233,2,,,,5.0,4.0,2.0,,,,1.0,2.0,3.0,,5.0,,0.0774,,,2.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,
11406909,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,15.0,11.0,3.0,2.0,1.0,2.0,10.0,13.0,,3.0,,,,79.0,27.0,7.0,7.0,0.0583456,1,,,1.0,3.0,5.0,,,,,,2.0,,2.0,,,0.3302,,1.0,,,,,2.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,
11406909,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,M,27,27,False,16.0,12.0,4.0,2.0,2.0,2.0,10.0,14.0,1.0,3.0,,,,70.0,35.0,6.6,14.0,0.0796622,1,,,,8.0,4.0,2.0,,,,,2.0,3.0,2.0,1.0,,0.022,,1.0,,,,,4.0,1.0,3.0,,,,2.0,,True,,,,,
