match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_totalContest,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,stat_goals,captain,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
12116985,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,False,37.0,31.0,,,7.0,8.0,29.0,,3.0,3.0,1.0,80.0,51.0,7.0,10.0,0.0498559,3,,,,24.0,,,5.0,1.0,2.0,2.0,1.0,,0.1902,3.0,,,1.0,2.0,1.0,,1.0,paulinho10,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,True,75.0,66.0,5.0,3.0,30.0,36.0,46.0,3.0,6.0,2.0,,80.0,102.0,7.0,19.0,0.15761,2,,,,36.0,7.0,2.0,7.0,,,2.0,,,0.0521,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,guiarana,,1.0,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,True,27.0,26.0,2.0,2.0,9.0,10.0,18.0,,3.0,,1.0,24.0,37.0,6.8,4.0,0.019304,0,,,,17.0,1.0,,3.0,,,2.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Alisson Santana,alisson,Alisson,M,45,183,2043,M,1471221,EUR,1127260800,M,45,45,True,13.0,11.0,2.0,1.0,1.0,1.0,14.0,,2.0,2.0,2.0,10.0,22.0,6.6,3.0,0.215232,3,,,,12.0,2.0,,1.0,1.0,,,,,0.2012,,,,1.0,,,,,,2.0,3.0,,,,,1.0,,,,,,,
12116985,home,Atlético Mineiro,Eduardo Vargas,eduardo-vargas,E. Vargas,F,11,175,3003,M,37006,EUR,627523200,F,11,11,True,5.0,4.0,,,1.0,2.0,6.0,2.0,3.0,1.0,1.0,10.0,12.0,7.1,3.0,0.114904,0,,,,4.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,
12116985,home,Atlético Mineiro,Cadu,cadu,Cadu,F,42,180,661,M,1199473,EUR,1085356800,F,42,42,True,9.0,9.0,1.0,1.0,,,9.0,,2.0,,,10.0,13.0,6.7,,0.00932379,1,,,,9.0,,1.0,1.0,,,,,,0.2542,1.0,,,,2.0,,2.0,1.0,,,,,,,,1.0,,,,,,,
12116985,home,Atlético Mineiro,Matheus Mendes,matheus-mendes,M. Mendes,G,31,193,413,M,1018555,EUR,921024000,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Mariano,mariano,Mariano,D,,177,308,M,40076,EUR,519868800,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Rômulo,romulo,Rômulo,D,49,182,592,M,1117102,EUR,1075507200,D,47,47,True,,,,,,,,,,,,,,,,,0,,Rômulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Pedrinho,pedrinho,Pedrinho,M,10,172,1486,M,874030,EUR,892425600,M,38,38,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Isaac,isaac,Isaac,F,41,181,550,M,1471239,EUR,1080259200,F,41,41,True,,,,,,,,,,,,,,,,,0,,Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,home,Atlético Mineiro,Alan Kardec,alan-kardec,Alan Kardec,F,,185,543,M,39656,EUR,600566400,F,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Alisson,alisson,Alisson,G,1,190,88,M,840166,EUR,802569600,G,25,25,False,14.0,10.0,8.0,4.0,7.0,8.0,6.0,1.0,1.0,10.0,1.0,90.0,29.0,7.5,5.0,0.00072765,0,0.2727,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,5.0,1.0,1.0,
12116985,away,Criciúma,Claudinho,claudinho,Claudinho,D,2,180,509,M,992791,EUR,969753600,D,27,27,False,46.0,38.0,6.0,3.0,17.0,20.0,29.0,1.0,5.0,2.0,,90.0,67.0,7.0,12.0,0.075178,0,,,,22.0,3.0,1.0,2.0,,,3.0,2.0,1.0,,2.0,3.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,
12116985,away,Criciúma,Rodrigo Fagundes,rodrigo-fagundes,R. Fagundes,D,3,187,155,M,886773,EUR,542419200,D,3,3,False,37.0,30.0,7.0,3.0,19.0,22.0,15.0,1.0,5.0,4.0,,90.0,53.0,7.2,7.0,0.0176262,0,,,,11.0,,,2.0,,,3.0,3.0,,,,7.0,1.0,2.0,1.0,,1.0,,,,,,True,,,,,,,,,,1.0
12116985,away,Criciúma,Walisson Maia,walisson-maia,W. Maia,D,14,187,68,M,552176,EUR,682732800,D,33,33,False,34.0,26.0,10.0,4.0,19.0,21.0,13.0,2.0,2.0,2.0,,88.0,47.0,6.8,9.0,0.00183307,2,,,,7.0,,1.0,2.0,,,,,1.0,0.0928,,5.0,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0
12116985,away,Criciúma,Miguel Trauco,miguel-trauco,M. Trauco,D,,175,1359,M,247665,EUR,714700800,D,14,14,False,39.0,33.0,11.0,8.0,19.0,21.0,19.0,1.0,2.0,3.0,,90.0,58.0,6.9,8.0,0.0628068,0,,,,14.0,1.0,,1.0,,,1.0,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Barreto,barreto,Barreto,M,5,182,107,M,599688,EUR,818553600,M,88,88,False,25.0,23.0,1.0,1.0,9.0,9.0,16.0,,3.0,6.0,,79.0,40.0,6.9,5.0,0.0246426,0,,,,14.0,,,5.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,1.0
12116985,away,Criciúma,Higor Meritão,higor-meritao,H. Meritão,M,22,186,200,M,973845,EUR,772329600,M,5,5,False,42.0,39.0,5.0,5.0,19.0,22.0,20.0,,4.0,6.0,1.0,90.0,61.0,7.0,9.0,0.0158075,0,,,,20.0,,,8.0,2.0,,3.0,2.0,3.0,,,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,3.0
12116985,away,Criciúma,Marcelo Hermes,marcelo-hermes,M. Hermes,D,22,177,288,M,783490,EUR,791596800,M,22,22,False,20.0,14.0,1.0,,6.0,7.0,14.0,1.0,3.0,3.0,1.0,90.0,33.0,6.5,8.0,0.00774285,0,,,,8.0,1.0,3.0,5.0,,,1.0,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Fellipe Mateus,fellipe-mateus,F. Mateus,M,7,178,153,M,865321,EUR,666316800,M,7,7,False,24.0,21.0,1.0,1.0,9.0,9.0,18.0,2.0,10.0,4.0,6.0,88.0,55.0,7.0,14.0,0.08101,1,,,,14.0,3.0,1.0,8.0,5.0,,,,5.0,0.0322,,1.0,1.0,,2.0,2.0,2.0,,,2.0,1.0,,,,,,,,,,,,
12116985,away,Criciúma,Marquinhos Gabriel,marquinhos-gabriel,Marquinhos Gabriel,M,10,174,310,M,90812,EUR,648518400,M,10,10,False,31.0,28.0,2.0,2.0,9.0,10.0,22.0,1.0,1.0,2.0,,66.0,46.0,6.1,13.0,0.17261,0,,,,19.0,1.0,,8.0,5.0,,,,1.0,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Yannick Bolasie,yannick-bolasie,Y. Bolasie,F,11,185,3708,M,46620,EUR,611971200,F,11,11,False,16.0,11.0,,,2.0,2.0,15.0,1.0,3.0,2.0,1.0,79.0,33.0,6.4,15.0,0.0108245,1,,,,9.0,1.0,5.0,10.0,2.0,,1.0,,3.0,0.1092,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,1.0
12116985,away,Criciúma,Arthur Caíke,arthur-caike,Arthur Caíke,F,,174,195,M,829832,EUR,708566400,F,35,35,True,3.0,2.0,,,2.0,2.0,1.0,,,,,24.0,7.0,6.2,5.0,1.893e-05,0,,,,,,1.0,5.0,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Baltasar Barcia,baltasar-barcia,B. Barcia,M,32,177,123,M,1116590,EUR,982540800,M,30,30,True,,,,,,,1.0,,2.0,,,11.0,6.0,7.0,3.0,,0,,Baltasar Barcia,,,1.0,2.0,3.0,,,1.0,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Matheusinho,matheusinho,Matheusinho,M,98,164,482,M,822523,EUR,887155200,M,17,17,True,1.0,1.0,,,,,1.0,,,1.0,,11.0,6.0,7.1,2.0,0.00016198,1,,,,1.0,,,2.0,1.0,,,,,0.1029,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
12116985,away,Criciúma,Wilker Ángel,wilker-angel,W. Ángel,D,4,190,807,M,147358,EUR,732412800,D,4,4,True,,,,,,,,2.0,2.0,,,12.0,6.0,6.8,,,0,,,,,,,1.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Eliédson,eliedson,Eliédson,M,15,187,43,M,1385610,EUR,1047859200,D,15,15,True,1.0,1.0,,,1.0,1.0,,,,1.0,,12.0,3.0,6.7,1.0,7.39e-06,0,,Eliédson,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
12116985,away,Criciúma,Matheus Teixeira,matheus-teixeira,M. Teixeira,G,1,187,99,M,939928,EUR,920851200,G,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Guilherme Silva,guilherme-silva,G. Silva,D,19,180,23,M,1186629,EUR,1029283200,D,66,66,True,,,,,,,,,,,,,,,,,0,,Guilherme,Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Erick Garcia,erick-garcia,E. Garcia,D,14,187,32,M,1808902,EUR,1117843200,D,41,41,True,,,,,,,,,,,,,,,,,0,,Erick Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Yerson Candelo,yerson-candelo,Y. Candelo,D,,172,146,M,158593,EUR,698889600,M,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Léo Gonçalves,leo-goncalves,Léo Gonçalves,M,,180,20,M,1108613,EUR,1019520000,M,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,Eduardo Melo,eduardo-melo,E. Melo,F,39,186,142,M,1018777,EUR,989712000,F,99,99,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116985,away,Criciúma,João Carlos,joao-carlos,João Carlos,F,21,168,81,M,1462654,EUR,1056153600,F,21,21,True,,,,,,,,,,,,,,,,,0,,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
