match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock
10406953,home,KAA Gent,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175,290,M,839898,EUR,863827200,M,14,14,True,19.0,16.0,1.0,1.0,6.0,7.0,,6.0,,,15.0,32.0,6.3,0,11.0,14.0,2.0,,3.0,,2.0,,,,,,1.0,,8.0,,,,1.0,,,,,,1.0,,,,,,,
10406953,home,KAA Gent,Laurent Depoitre,,,laurent-depoitre,L. Depoitre,F,29,191,125,M,171235,EUR,597456000,F,29,29,True,6.0,4.0,,,,,,1.0,,,15.0,6.0,6.5,0,4.0,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
10406953,home,KAA Gent,Ibrahim Salah,,,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,16,16,True,8.0,7.0,1.0,1.0,2.0,2.0,,2.0,,,14.0,11.0,6.6,1,5.0,6.0,,,1.0,,,1.0,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,
10406953,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,232,M,156663,EUR,760492800,G,33,33,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406953,home,KAA Gent,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406953,home,KAA Gent,Julien De Sart,,,julien-de-sart,J. De Sart,M,4,187,181,M,149795,EUR,788140800,M,13,13,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406953,away,Standard Liège,Arnaud Bodart,,,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,32.0,14.0,24.0,6.0,9.0,12.0,5.0,9.0,,,90.0,49.0,8.3,0,5.0,20.0,,1.0,,1.0,,,,,,,,,18.0,,,,,,,,,,,,,1.0,3.0,5.0,2.0,
10406953,away,Standard Liège,Lucas Noubi,Lucas Noubi,,lucas-noubi,L. Noubi,D,4,184,322,M,1127337,EUR,1105747200,D,51,51,False,19.0,14.0,2.0,,11.0,15.0,12.0,2.0,,,90.0,38.0,7.4,0,3.0,4.0,,2.0,2.0,5.0,,,,1.0,1.0,,1.0,,6.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
10406953,away,Standard Liège,Merveille Bokadi,,,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,26.0,26.0,3.0,3.0,23.0,23.0,9.0,4.0,,,90.0,44.0,7.2,0,3.0,3.0,,,3.0,3.0,1.0,,,2.0,2.0,2.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
10406953,away,Standard Liège,Jacob Barrett Laursen,,,jacob-barrett-laursen,J. B. Laursen,D,7,179,64,M,149592,EUR,785030400,D,38,38,False,34.0,24.0,6.0,4.0,18.0,23.0,3.0,6.0,,,90.0,51.0,7.0,0,6.0,11.0,,,2.0,2.0,,,,3.0,1.0,,2.0,1.0,12.0,,,1.0,,,1.0,,,,,,,,,,,
10406953,away,Standard Liège,Filippo Melegoni,,,melegoni-filippo,F. Melegoni,M,8,186,102,M,795056,EUR,919296000,M,21,21,False,22.0,13.0,2.0,1.0,9.0,13.0,,4.0,,,90.0,43.0,7.4,0,5.0,11.0,2.0,,3.0,8.0,1.0,,,4.0,5.0,2.0,,2.0,12.0,,,,2.0,2.0,1.0,,,,1.0,,,,,,,
10406953,away,Standard Liège,Gojko Cimirot,,,gojko-cimirot,G. Cimirot,M,59,178,253,M,116604,EUR,724723200,M,8,8,False,31.0,28.0,3.0,3.0,17.0,18.0,1.0,4.0,,,84.0,43.0,7.1,0,11.0,13.0,,,1.0,4.0,,,,2.0,2.0,1.0,,,4.0,,,,1.0,,2.0,True,,,,,,,,,,1.0
10406953,away,Standard Liège,Steven Alzate,,,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,14,14,False,24.0,18.0,,,11.0,16.0,4.0,8.0,,,90.0,51.0,6.9,0,7.0,8.0,,3.0,5.0,8.0,4.0,,,1.0,3.0,1.0,1.0,,12.0,,,,2.0,1.0,1.0,,,,,,,,,,,1.0
10406953,away,Standard Liège,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,644,M,863133,EUR,893030400,M,11,11,False,26.0,14.0,3.0,1.0,8.0,15.0,2.0,6.0,,,90.0,61.0,6.6,0,6.0,14.0,3.0,1.0,7.0,8.0,3.0,,,2.0,3.0,1.0,3.0,1.0,27.0,1.0,,,5.0,2.0,2.0,,,,,,,,,,,
10406953,away,Standard Liège,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,F,22,22,False,20.0,13.0,2.0,,4.0,8.0,1.0,9.0,,,89.0,43.0,6.8,1,9.0,14.0,2.0,,4.0,4.0,1.0,1.0,,2.0,4.0,1.0,2.0,2.0,15.0,,,,1.0,,,,,,,,,,,,,
10406953,away,Standard Liège,Osher Davida,Osher,Davida,davida-osher,O. Davida,M,77,175,194,M,1004222,EUR,982454400,F,17,17,False,8.0,5.0,1.0,1.0,1.0,3.0,,3.0,,,67.0,20.0,6.3,0,4.0,5.0,,,8.0,2.0,2.0,,,1.0,,,1.0,2.0,8.0,,,2.0,4.0,2.0,,,,,,,,,,,,
10406953,away,Standard Liège,Stipe Perica,,,stipe-perica,S. Perica,F,,192,362,M,284845,EUR,805075200,F,28,28,False,16.0,4.0,2.0,,1.0,3.0,5.0,2.0,,,89.0,33.0,6.5,0,3.0,13.0,,,5.0,4.0,,,,,2.0,2.0,1.0,1.0,14.0,,3.0,,1.0,,2.0,,,,,,,,,,,
10406953,away,Standard Liège,Denis Drăguş,,,denis-dragus,D. Drăguş,F,70,184,2441,M,841199,EUR,931219200,F,7,7,True,7.0,3.0,,,3.0,4.0,,1.0,,,23.0,13.0,6.6,0,,3.0,,,,2.0,,,,,1.0,1.0,2.0,,6.0,,,,,,1.0,,,,,,,,,,,
10406953,away,Standard Liège,Léandre Kuavita,Léandre Kuavita,,leandre-kuavita,L. Kuavita,M,14,180,165,M,1198065,EUR,1085961600,M,48,48,True,1.0,,,,,,,,,,13.0,2.0,6.5,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10406953,away,Standard Liège,Cihan Çanak,Cihan Canak,,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,M,61,61,True,2.0,2.0,,,2.0,2.0,,2.0,,,1.0,3.0,,0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10406953,away,Standard Liège,Noah Ohio,Noah Ohio,,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,10,10,True,,,,,,,,,,,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406953,away,Standard Liège,Laurent Henkinet,,,laurent-henkinet,L. Henkinet,G,,189,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406953,away,Standard Liège,John Nekadio,John,Nekadio,john-nekadio,J. Nekadio,D,3,194,67,M,1046475,EUR,1010275200,D,29,29,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406953,away,Standard Liège,Rayan Berberi,Rayan Berberi,,berberi-rayan,R. Berberi,M,18,174,61,M,1149181,EUR,1079568000,M,46,46,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
