match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_fouls,captain,stat_unsuccessfulTouch,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
11157124,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,37.0,35.0,7.0,5.0,33.0,34.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,90.0,43.0,7.8,2.0,0.00045873,0,1.5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157124,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,93.0,74.0,14.0,5.0,25.0,27.0,51.0,71.0,15.0,,,,,90.0,121.0,8.2,25.0,0.191893,3,,5.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.1446,0.0194,1.0,,,,,,,,,,,,,,,
11157124,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,62.0,57.0,6.0,3.0,38.0,38.0,19.0,24.0,4.0,,,,,90.0,71.0,7.2,5.0,0.0100015,0,,,,1.0,5.0,,,,,,,,4.0,,1.0,,,,,,,,1.0,4.0,1.0,,,,,,,,,,
11157124,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,67.0,62.0,2.0,,46.0,46.0,16.0,21.0,3.0,,,,,90.0,78.0,7.5,5.0,0.0102097,0,,,,2.0,7.0,,,,,,,,6.0,1.0,,3.0,1.0,,,,,,1.0,4.0,,1.0,,,,,,,,,
11157124,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,False,33.0,27.0,4.0,2.0,16.0,16.0,11.0,22.0,2.0,,,,,66.0,49.0,6.7,11.0,0.00821211,0,,5.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,
11157124,home,Liverpool,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,False,71.0,63.0,5.0,5.0,19.0,20.0,46.0,56.0,8.0,,,,,90.0,91.0,7.2,13.0,0.0848491,3,,5.0,2.0,5.0,4.0,3.0,,,,3.0,,,2.0,,,1.0,1.0,0.1136,,1.0,,,1.0,1.0,2.0,1.0,True,1.0,,,,,,,
11157124,home,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,81.0,74.0,5.0,4.0,31.0,32.0,43.0,49.0,6.0,,,,,90.0,86.0,6.8,9.0,0.0269252,0,,,,4.0,2.0,1.0,,,,,,,,,,2.0,2.0,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,
11157124,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,45.0,42.0,2.0,2.0,16.0,17.0,27.0,29.0,3.0,,,,,84.0,60.0,6.8,8.0,0.0429729,1,,1.0,1.0,6.0,5.0,1.0,2.0,,,,,1.0,,1.0,,3.0,2.0,0.0193,,1.0,,,,,2.0,1.0,,1.0,2.0,1.0,,,,,
11157124,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,54.0,39.0,5.0,3.0,11.0,12.0,28.0,42.0,3.0,,,,,84.0,73.0,7.8,21.0,0.112531,3,,,,2.0,6.0,1.0,5.0,5.0,,2.0,1.0,,1.0,,,1.0,,1.1613,0.9206,2.0,,,,,,,,4.0,1.0,,1.0,1.0,,,
11157124,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,27,27,False,17.0,9.0,,,,1.0,9.0,17.0,2.0,,,,,83.0,28.0,6.9,14.0,0.0337501,1,,1.0,,7.0,2.0,,2.0,,,1.0,,,,,,,,0.101,,2.0,,,2.0,1.0,1.0,2.0,,2.0,1.0,,,,1.0,,
11157124,home,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,23,23,False,19.0,15.0,1.0,,1.0,2.0,14.0,17.0,2.0,,,,,66.0,41.0,6.8,11.0,0.0746859,2,,,,8.0,5.0,1.0,6.0,4.0,,1.0,,1.0,,,1.0,,,0.0642,,2.0,,,2.0,1.0,,1.0,,2.0,2.0,,,,,,
11157124,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,True,16.0,12.0,3.0,1.0,7.0,8.0,5.0,11.0,2.0,,,,,24.0,22.0,6.6,8.0,0.00408997,0,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,
11157124,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,,,,,24.0,13.0,7.1,3.0,0.0401842,2,,,,,3.0,,2.0,2.0,,1.0,1.0,,,,,,,0.229,0.1407,1.0,,,,,1.0,,,2.0,,1.0,,,,,
11157124,home,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,True,3.0,1.0,,,,1.0,1.0,2.0,2.0,,,,,12.0,4.0,6.6,2.0,8.217e-05,0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11157124,home,Liverpool,James Milner,james-milner,J. Milner,M,20,175,3367,M,,791,EUR,505180800,M,7,7,True,1.0,1.0,,,1.0,1.0,,,,,,,,11.0,1.0,6.5,,1.68e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157124,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,9.0,7.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,,,,,11.0,11.0,6.7,3.0,0.00787276,0,,,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,
11157124,home,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157124,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157124,home,Liverpool,Joël Matip,joel-matip,J. Matip,D,,195,3362,M,joelmatip,51501,EUR,681609600,D,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157124,home,Liverpool,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157124,away,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,17,17,False,33.0,23.0,12.0,5.0,23.0,27.0,,6.0,7.0,1.0,2.0,2.0,2.0,90.0,42.0,6.6,10.0,3.764e-05,0,0.0807,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
11157124,away,Fulham,Cédric Soares,cedric-soares,C. Soares,M,21,172,2806,M,,44760,EUR,683596800,D,12,12,False,46.0,37.0,9.0,3.0,22.0,28.0,16.0,22.0,7.0,,,,,90.0,75.0,7.0,16.0,0.0662583,1,,4.0,1.0,4.0,5.0,,1.0,1.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,0.0388,,1.0,,,2.0,,1.0,,,1.0,2.0,,,,,,
11157124,away,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,80.0,66.0,14.0,10.0,51.0,58.0,15.0,22.0,6.0,,,,,90.0,89.0,7.3,14.0,0.126255,0,,,,2.0,2.0,,,,,,,,8.0,,1.0,,,,,1.0,,,2.0,2.0,,,,,,1.0,,,,,
11157124,away,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,,825719,EUR,852768000,D,31,31,False,67.0,61.0,5.0,4.0,40.0,44.0,21.0,23.0,13.0,,,,,90.0,81.0,6.7,6.0,0.00702355,0,,,,4.0,3.0,1.0,,,,,,,7.0,,3.0,,,,,,,,1.0,2.0,1.0,2.0,,,,1.0,,,,,1.0
11157124,away,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,,803174,EUR,870998400,D,33,33,False,38.0,32.0,1.0,1.0,17.0,21.0,15.0,20.0,4.0,,,,,90.0,69.0,6.6,11.0,0.0115564,0,,3.0,,5.0,6.0,4.0,3.0,3.0,,,,,8.0,,1.0,2.0,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,
11157124,away,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,,371222,EUR,839894400,M,28,28,False,21.0,15.0,2.0,,7.0,10.0,8.0,11.0,2.0,,,,,71.0,30.0,6.4,8.0,0.00600066,0,,,,5.0,2.0,1.0,1.0,,,,,,1.0,,3.0,2.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,
