match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_dribbleValueNormalized,stat_wasFouled,stat_wonContest,captain,stat_outfielderBlock,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
14065124,home,SV Werder Bremen,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194,1073,M,1083390,EUR,1082073600,G,30,30,False,32.0,26.0,9.0,3.0,0.0,24.0,26.0,2.0,6.0,1.0,13.0,3.0,1.0,2.0,1.0,1.0,90.0,48.0,6.9,6.0,0.0013556,0.0133,0,0.1676,0.03,0.33,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065124,home,SV Werder Bremen,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,3,3,False,53.0,37.0,6.0,2.0,1.0,18.0,24.0,19.0,29.0,5.0,6.0,,,,,,89.0,91.0,7.1,24.0,0.146596,,3,,0.27,0.16,,5.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0487,1.0,-0.17,0.08,,,,,,,,,,,,
14065124,home,SV Werder Bremen,Amos Pieper,,,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,81.0,70.0,9.0,2.0,0.0,57.0,62.0,13.0,19.0,13.0,4.0,,,,,,90.0,104.0,7.9,11.0,0.00452395,,1,,0.1,0.59,,,,1.0,5.0,1.0,10.0,,,1.0,,2.0,3.0,3.0,,,0.0193,,-0.06,0.14,2.0,,,,,,,,,,,
14065124,home,SV Werder Bremen,Karim Coulibaly,,,karim-coulibaly,K. Coulibaly,D,31,191,703,M,1797852,EUR,1179878400,D,31,31,False,77.0,68.0,10.0,4.0,0.0,56.0,59.0,12.0,18.0,6.0,2.0,,,,,,90.0,87.0,7.0,10.0,0.00706059,,0,,0.18,-0.08,,,,3.0,6.0,5.0,7.0,,1.0,,,2.0,,,1.0,2.0,,,,0.1,,1.0,,,,,,,,,,
14065124,home,SV Werder Bremen,Marco Friedl,,,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,47.0,43.0,4.0,4.0,0.0,22.0,24.0,21.0,23.0,6.0,4.0,,,,,,90.0,64.0,7.5,7.0,0.178432,,0,,0.38,0.26,,,,2.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,0.04,1.0,,True,,,,,,,,,
14065124,home,SV Werder Bremen,Jens Stage,,,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,39.0,31.0,1.0,,0.0,21.0,25.0,10.0,14.0,2.0,2.0,,,,,,90.0,58.0,7.1,12.0,0.00967348,,1,,-0.12,0.26,,2.0,,3.0,1.0,4.0,9.0,,2.0,1.0,,,5.0,3.0,1.0,,0.15,,-0.12,0.06,2.0,1.0,,1.0,,,,,,,,
14065124,home,SV Werder Bremen,Senne Lynen,,,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,51.0,43.0,1.0,,0.0,25.0,28.0,18.0,23.0,5.0,6.0,,,,,,90.0,66.0,7.0,11.0,0.0210183,,0,,0.21,0.0,,,,1.0,1.0,3.0,3.0,,,,,3.0,2.0,,3.0,,,,,0.16,,,,,2.0,,,,,,,
14065124,home,SV Werder Bremen,Marco Grüll,,,marco-grull,M. Grüll,F,17,182,648,M,815612,EUR,899683200,M,17,17,False,17.0,11.0,1.0,1.0,0.0,6.0,10.0,5.0,7.0,2.0,1.0,,,,,,89.0,43.0,7.9,14.0,0.0425683,,5,,0.24,-0.03,,3.0,1.0,1.0,,5.0,4.0,2.0,,,3.0,1.0,3.0,1.0,3.0,2.0,0.2091,1.0,0.49,0.36,1.0,,,,,2.0,1.0,0.3796,,,,
14065124,home,SV Werder Bremen,Romano Schmid,,,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,39.0,28.0,4.0,1.0,0.0,11.0,12.0,17.0,27.0,,3.0,,,,,,89.0,62.0,7.2,22.0,0.232669,,0,,0.02,0.52,,6.0,1.0,1.0,3.0,5.0,6.0,2.0,2.0,,,,,,2.0,,,2.0,,0.17,3.0,,,1.0,,,,,,,,
14065124,home,SV Werder Bremen,Samuel Mbangula,Samuel,Mbangula,samuel-mbangula,S. Mbangula,M,7,180,4363,M,1100836,EUR,1074211200,M,7,7,False,41.0,35.0,3.0,2.0,0.0,14.0,15.0,21.0,26.0,,5.0,,,,,,85.0,54.0,7.0,10.0,0.0262404,,0,,0.07,0.16,,,,1.0,,3.0,5.0,1.0,4.0,,,,,,2.0,,,2.0,,0.1,2.0,3.0,,,,,,,Samu,,,
