match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11409199,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,15.0,12.0,6.0,3.0,10.0,10.0,2.0,5.0,6.0,2.0,1.0,90.0,24.0,7.1,3.0,0.0,0.0,0.00034046,0,0.1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,85.0,81.0,4.0,3.0,34.0,37.0,47.0,48.0,6.0,,,90.0,94.0,7.5,6.0,0.0,0.0,0.0362169,0,,Ousmane,Diomande,ousdiomande,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,76.0,68.0,4.0,1.0,29.0,31.0,39.0,45.0,7.0,,,90.0,84.0,7.4,8.0,0.1864,0.0,0.0170642,1,,Sebastián,Coates,,1.0,5.0,1.0,7.0,,5.0,,1.0,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,86.0,72.0,11.0,3.0,31.0,37.0,42.0,51.0,8.0,,,90.0,97.0,7.1,16.0,0.0,0.0,0.103782,0,,Gonçalo,Inácio,goncaloinacio_25,,1.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,
11409199,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,50.0,41.0,3.0,1.0,13.0,15.0,28.0,40.0,3.0,,,66.0,65.0,6.8,17.0,0.0,0.0,0.0194327,0,,,,,1.0,1.0,5.0,2.0,,,,1.0,1.0,,2.0,,,,,5.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
11409199,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,49.0,39.0,1.0,,11.0,11.0,28.0,38.0,3.0,,,84.0,55.0,7.0,11.0,0.0,0.0,0.0764616,0,,Morten,Hjulmand,,2.0,1.0,6.0,4.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,
11409199,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,42.0,35.0,2.0,1.0,9.0,10.0,26.0,34.0,4.0,,,90.0,56.0,6.9,9.0,0.3988,0.0,0.0243619,2,,Hidemasa,Morita,,3.0,,6.0,5.0,,1.0,,2.0,1.0,1.0,3.0,,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,
11409199,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,36.0,32.0,2.0,2.0,4.0,5.0,31.0,37.0,5.0,,,60.0,55.0,7.4,7.0,0.0081,0.0,0.333017,1,,Nuno,Santos,,,,1.0,2.0,,,,,,,,,2.0,2.0,1.0,6.0,3.0,1.0,2.0,,,,,1.0,,,,,,,
11409199,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,8,8,False,42.0,28.0,5.0,3.0,5.0,6.0,24.0,46.0,6.0,,,90.0,65.0,7.1,26.0,0.3935,0.4699,0.0331872,2,,,,pedroogoncalves28,2.0,,10.0,6.0,2.0,,,4.0,4.0,1.0,,,2.0,1.0,,10.0,1.0,5.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,
11409199,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,27.0,20.0,,,2.0,2.0,18.0,25.0,2.0,,,90.0,58.0,7.8,18.0,0.2597,0.104,0.198531,4,,,,VGyökeres,3.0,3.0,11.0,12.0,1.0,2.0,,2.0,2.0,3.0,2.0,,9.0,4.0,1.0,,,,1.0,4.0,,,1.0,,2.0,,,,,,
11409199,home,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,False,26.0,18.0,2.0,1.0,5.0,8.0,13.0,19.0,4.0,,,84.0,40.0,7.7,11.0,1.0152,1.8025,0.0895634,3,,,,,,1.0,5.0,5.0,1.0,,,3.0,3.0,1.0,3.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,,1.0,,,,
11409199,home,Sporting CP,Geny Catamo,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,F,21,21,True,8.0,4.0,2.0,,2.0,2.0,3.0,8.0,1.0,,,30.0,33.0,7.4,10.0,0.0,0.0,0.183418,0,,,,,,,1.0,9.0,,1.0,,2.0,,3.0,,,5.0,4.0,,2.0,1.0,,1.0,2.0,1.0,,,1.0,,,,1.0,,,
11409199,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,True,7.0,7.0,,,6.0,6.0,1.0,2.0,1.0,,,24.0,11.0,6.4,1.0,0.0,0.0,0.0079235,0,,,,,3.0,,6.0,,,1.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,True,5.0,5.0,,,2.0,2.0,3.0,3.0,2.0,,,15.0,8.0,6.8,1.0,0.0518,0.3424,0.00185127,1,,Daniel,Bragança,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,
11409199,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,True,2.0,2.0,,,,,2.0,2.0,,,,15.0,3.0,6.6,,0.0,0.0,0.00030802,0,,Francisco,Trincão,trincao,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Luís Neto,luis-neto,L. Neto,D,,185,201,M,59731,EUR,580608000,D,13,13,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Rodrigo Ribeiro,ribeiro-rodrigo,R. Ribeiro,F,21,185,1511,M,1215904,EUR,1114646400,F,91,91,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,home,Sporting CP,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175,2494,M,1215906,EUR,1111190400,F,90,90,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,away,Famalicão,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,23.0,14.0,15.0,7.0,9.0,11.0,5.0,12.0,8.0,1.0,5.0,90.0,38.0,7.6,9.0,0.0,0.0,0.00102268,0,1.7188,Luiz Lúcio Reis Júnior,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0
11409199,away,Famalicão,Martín Aguirregabiria,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,False,44.0,36.0,5.0,2.0,23.0,25.0,13.0,22.0,5.0,,,90.0,72.0,7.0,13.0,0.0,0.0,0.0174144,0,,,,,,1.0,3.0,4.0,1.0,6.0,,2.0,2.0,,,,2.0,1.0,,3.0,,1.0,,,,,,4.0,,,,,,,
11409199,away,Famalicão,Riccieli,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,37.0,31.0,5.0,3.0,26.0,28.0,5.0,9.0,3.0,,,90.0,54.0,6.7,6.0,0.0,0.0,0.00095426,0,,,,,3.0,2.0,8.0,6.0,,6.0,1.0,3.0,2.0,,2.0,True,1.0,1.0,,,,3.0,,,,,,,,,,,,,
11409199,away,Famalicão,Otávio,otavio,Otávio,D,6,188,1431,M,1069159,EUR,1019347200,D,13,13,False,37.0,28.0,12.0,6.0,18.0,21.0,10.0,16.0,7.0,,,90.0,60.0,7.2,10.0,0.0131,0.0,0.00286133,1,,,,,3.0,1.0,5.0,5.0,,9.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,
11409199,away,Famalicão,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,27.0,24.0,3.0,1.0,14.0,14.0,10.0,16.0,5.0,,,90.0,45.0,6.5,10.0,0.0,0.0,0.0533147,0,,,,,1.0,,8.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,,,,,3.0,,3.0,1.0,,,,,3.0,,,,,,,
11409199,away,Famalicão,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,42.0,34.0,8.0,7.0,23.0,27.0,12.0,17.0,13.0,,,90.0,69.0,7.4,16.0,0.0436,0.1605,0.0419478,2,,,,,,1.0,7.0,10.0,5.0,3.0,,,,4.0,1.0,,5.0,5.0,,2.0,1.0,1.0,2.0,,,,1.0,,1.0,,,,,,
11409199,away,Famalicão,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,12,178,266,M,981217,EUR,954374400,M,12,12,False,18.0,16.0,1.0,1.0,11.0,12.0,5.0,6.0,4.0,,,60.0,29.0,6.7,4.0,0.0,0.0,0.00155864,0,,,,,,,1.0,2.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
11409199,away,Famalicão,Alexandru Dobre,mihai-alexandru-dobre,A. Dobre,F,29,185,768,M,897623,EUR,904435200,M,23,23,False,14.0,10.0,1.0,,4.0,8.0,6.0,7.0,3.0,,,59.0,20.0,6.6,7.0,0.0,0.0,0.00286885,0,,,,,1.0,,4.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,
11409199,away,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,17.0,13.0,1.0,1.0,10.0,10.0,3.0,8.0,1.0,,,59.0,31.0,7.3,6.0,0.188,0.0,0.00358779,2,,,,,,1.0,,6.0,,3.0,,1.0,1.0,2.0,,,2.0,2.0,,1.0,,,1.0,1.0,,,2.0,,,,,,,,
11409199,away,Famalicão,Óscar Aranda,oscar-aranda,Ó. Aranda,F,11,178,568,M,984626,EUR,1020038400,M,11,11,False,10.0,7.0,3.0,1.0,3.0,4.0,4.0,6.0,3.0,,,73.0,26.0,6.5,9.0,0.0,0.0,0.00695882,0,,,,,1.0,1.0,6.0,8.0,,,1.0,,,4.0,1.0,,7.0,3.0,,,,,,2.0,,,,,,,,,,,
