match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_keyPass,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11409199,away,Famalicão,Jhonder Cádiz,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,False,10.0,5.0,,,4.0,7.0,1.0,3.0,,,,80.0,19.0,6.7,6.0,0.0915,0.0,0.00017499,1,,,,,2.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,
11409199,away,Famalicão,Otso Liimatta,liimatta-otso,O. Liimatta,M,8,169,288,M,1123032,EUR,1089417600,M,18,18,True,7.0,5.0,1.0,,1.0,2.0,4.0,6.0,4.0,,,31.0,15.0,6.7,6.0,0.0,0.0,0.0345608,0,,,,,,,1.0,3.0,1.0,,,,,2.0,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,
11409199,away,Famalicão,Afonso Rodrigues,rodrigues-afonso,A. Rodrigues,M,19,178,40,M,1495552,EUR,1029715200,F,17,17,True,11.0,6.0,,,1.0,2.0,5.0,10.0,,,,31.0,14.0,6.8,6.0,0.0,0.0,0.0208074,0,,Afonso Rodrigues,,,,4.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,
11409199,away,Famalicão,Mirko Topić,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,True,17.0,15.0,1.0,,7.0,7.0,8.0,10.0,6.0,,,30.0,21.0,6.3,4.0,0.0,0.0,0.0109366,0,,,,,,1.0,5.0,1.0,1.0,1.0,,,,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,
11409199,away,Famalicão,José Luis Rodríguez,jose-luis-rodriguez,J. L. Rodríguez,M,11,180,747,M,842253,EUR,898214400,F,7,7,True,5.0,3.0,,,,2.0,3.0,5.0,2.0,,,17.0,13.0,6.5,6.0,0.0154,0.0,0.00226826,1,,,,,1.0,1.0,4.0,2.0,1.0,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,
11409199,away,Famalicão,Henrique Araújo,henrique-araujo,H. Araújo,F,39,183,1642,M,998870,EUR,1011398400,F,9,9,True,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,,,10.0,7.0,6.4,2.0,0.0,0.0,0.00378721,0,,,,,2.0,,4.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
11409199,away,Famalicão,Ivan Zlobin,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,away,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,away,Famalicão,Nathan,nathan,Nathan,D,22,183,482,M,1016912,EUR,999648000,D,22,22,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409199,away,Famalicão,Tom Lacoux,tom-lacoux,T. Lacoux,M,18,175,66,M,1047931,EUR,1011916800,M,6,6,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
