match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,player_sofascoreId,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
12117217,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,19.0,14.0,10.0,5.0,0.0,11.0,12.0,3.0,7.0,4.0,1.0,3.0,90.0,24.0,7.3,5.0,0.00042086,0,0.4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117217,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,38.0,34.0,3.0,1.0,0.0,23.0,24.0,11.0,14.0,5.0,,,90.0,46.0,6.8,6.0,0.00531438,0,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117217,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42324,M,33541,EUR,464659200,D,3,3,False,45.0,42.0,4.0,2.0,0.0,32.0,34.0,10.0,11.0,4.0,,,90.0,59.0,7.4,4.0,0.00422998,0,,,2.0,,6.0,2.0,1.0,ThiagoSilva,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117217,home,Fluminense,Thiago Santos,,,thiago-santos,T. Santos,D,29,181,954,M,378590,EUR,620956800,D,29,29,False,37.0,31.0,8.0,3.0,0.0,20.0,22.0,11.0,15.0,1.0,,,90.0,51.0,7.2,6.0,0.00758783,1,,3.0,7.0,,7.0,1.0,,,,1.0,,4.0,1.0,3.0,1.0,1.0,2.0,0.0289,0.0519,,,,,,,,,,,,,,
12117217,home,Fluminense,Marcelo,,,marcelo,Marcelo,D,,174,26297,M,17787,EUR,579398400,D,12,12,False,41.0,33.0,1.0,,0.0,17.0,19.0,16.0,25.0,1.0,,,64.0,55.0,7.1,11.0,0.0232137,1,,1.0,5.0,1.0,2.0,,4.0,Marcelo12,,,,,,,,,,0.0131,,3.0,1.0,1.0,1.0,3.0,,,,,,,,,
12117217,home,Fluminense,Nonato,,,nonato,Nonato,M,16,174,1213,M,922566,EUR,888883200,M,16,16,False,53.0,49.0,,,0.0,33.0,33.0,16.0,20.0,8.0,,,90.0,62.0,7.1,4.0,0.0120579,0,,4.0,6.0,4.0,2.0,,4.0,,,1.0,,1.0,,1.0,,,,,,,,,,3.0,1.0,,,,,,,,
12117217,home,Fluminense,Facundo Bernal,,,bernal-facundo,F. Bernal,M,5,187,1705,M,1177404,EUR,1061424000,M,5,5,False,37.0,32.0,6.0,1.0,0.0,16.0,16.0,16.0,21.0,2.0,,,85.0,48.0,6.6,7.0,0.00853712,0,,4.0,5.0,,2.0,1.0,1.0,,,,,2.0,,2.0,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,
12117217,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,36.0,31.0,2.0,2.0,0.0,8.0,10.0,25.0,29.0,5.0,,,90.0,62.0,7.9,12.0,0.110752,3,,8.0,12.0,,1.0,,2.0,jhonariasa,,,3.0,2.0,2.0,2.0,1.0,,4.0,0.1252,0.6218,3.0,8.0,6.0,2.0,1.0,3.0,1.0,2.0,,,,,,
12117217,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,57.0,53.0,1.0,1.0,1.0,22.0,24.0,31.0,34.0,5.0,,,85.0,65.0,7.1,6.0,0.0611831,0,,5.0,1.0,1.0,,,1.0,,,,,,2.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,
12117217,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181,3425,M,981374,EUR,882748800,M,90,90,False,9.0,6.0,,,0.0,3.0,3.0,3.0,8.0,2.0,,,79.0,33.0,6.8,11.0,0.00096891,1,,9.0,10.0,2.0,,1.0,3.0,,,,2.0,5.0,1.0,,,,2.0,0.0489,,2.0,5.0,2.0,,3.0,,1.0,,1.0,,,,,
