match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_challengeLost,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_goodHighClaim,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAGoal,player_sofascoreId
14573055,home,NK Celje,Zan Luk Leban,,,leban-zan-luk,Z. L. Leban,G,1,188.0,133,M,978326,EUR,1039910400,G,1,1,False,30.0,24.0,9.0,3.0,0.0,23.0,24.0,1.0,6.0,12.0,4.0,4.0,1.0,1.0,90.0,38.0,7.5,6.0,0.00015743,0.3365,0,0.2767,0.02,0.03,0.14,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Juanjo Nieto,,,juanjo-nieto,J. Nieto,D,2,175.0,74,M,868329,EUR,781142400,D,2,2,False,66.0,61.0,2.0,2.0,0.0,22.0,24.0,40.0,43.0,6.0,,,,,90.0,86.0,7.4,7.0,0.0354246,,1,,0.22,0.27,-0.1,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0382,0.1103,3.0,0.01,,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Łukasz Bejger,Łukasz Bejger,,lukasz-bejger,Ł. Bejger,D,44,190.0,370,M,966651,EUR,1010707200,D,44,44,False,61.0,56.0,7.0,3.0,0.0,39.0,43.0,18.0,19.0,9.0,,,,,90.0,69.0,6.9,5.0,0.227657,,0,,0.51,0.28,-0.12,,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Artemijus Tutyškinas,,,artemijus-tutyskinas,A. Tutyškinas,D,6,190.0,214,M,1124209,EUR,1060300800,D,6,6,False,53.0,49.0,6.0,5.0,0.0,37.0,39.0,12.0,14.0,5.0,,,,,90.0,72.0,6.7,6.0,0.00614565,,2,,0.06,0.13,-0.12,,,,6.0,4.0,1.0,,,5.0,6.0,2.0,1.0,1.0,,3.0,0.1136,,1.0,-0.36,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14573055,home,NK Celje,Nikita Iosifov,,,iosifov-nikita,N. Iosifov,M,20,175.0,445,M,1046461,EUR,986947200,M,20,20,False,23.0,17.0,,,0.0,1.0,1.0,16.0,26.0,1.0,,,,,90.0,51.0,7.3,16.0,0.0937449,,7,,-0.17,0.82,0.13,,4.0,,6.0,5.0,6.0,2.0,3.0,1.0,,2.0,2.0,,1.0,1.0,0.359,0.5842,1.0,0.05,,,,,4.0,1.0,,,,,,,,,,,
14573055,home,NK Celje,Darko Hrka,,,darko-hrka,D. Hrka,M,4,187.0,37,M,910378,EUR,943056000,M,4,4,False,43.0,38.0,1.0,1.0,0.0,23.0,24.0,15.0,19.0,3.0,,,,,74.0,53.0,6.9,6.0,0.0193301,,0,,-0.05,0.06,-0.02,,,,5.0,6.0,1.0,1.0,,2.0,,3.0,2.0,1.0,2.0,1.0,,,,,2.0,,,,,,2.0,,,,,,,,,,
14573055,home,NK Celje,Žan Karničnik,,,zan-karnicnik,Ž. Karničnik,D,23,178.0,419,M,896421,EUR,779846400,M,23,23,False,86.0,82.0,8.0,7.0,0.0,46.0,46.0,36.0,41.0,7.0,,,,,90.0,96.0,7.1,8.0,0.0373043,,0,,0.16,0.31,-0.05,,1.0,,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,True,,,,,,,,,
14573055,home,NK Celje,Danijel Šturm,,,danijel-sturm,D. Šturm,M,7,181.0,201,M,825070,EUR,915408000,M,10,10,False,18.0,14.0,1.0,1.0,0.0,1.0,1.0,13.0,17.0,2.0,,,,,84.0,31.0,6.5,9.0,0.175036,,1,,-0.22,0.28,-0.05,,,,5.0,4.0,1.0,,,,,2.0,1.0,2.0,2.0,2.0,0.0851,,3.0,-0.55,,,,1.0,,2.0,,,1.0,,,,,,,,
14573055,home,NK Celje,Vitaliy Lisakovich,,,lisakovich-vitali,V. Lisakovich,F,,179.0,213,M,839301,EUR,886896000,F,71,71,False,28.0,21.0,1.0,1.0,0.0,4.0,4.0,19.0,29.0,,,,,,79.0,41.0,6.6,14.0,0.0789841,,1,,0.19,0.48,-0.02,,5.0,2.0,4.0,1.0,1.0,,,,,1.0,,2.0,,2.0,0.0872,,1.0,-0.4,,,,,1.0,1.0,,,,,,,,,,,
14573055,home,NK Celje,Mario Kvesić,,,mario-kvesic,M. Kvesić,M,8,175.0,141,M,137095,EUR,695174400,F,8,8,False,35.0,29.0,4.0,3.0,0.0,15.0,15.0,16.0,29.0,2.0,,,,,79.0,50.0,6.4,14.0,0.103615,,2,,0.22,0.27,-0.06,,9.0,2.0,4.0,2.0,,,,,,1.0,,1.0,1.0,2.0,0.1152,,2.0,-0.52,1.0,,,1.0,1.0,,1.0,,,,,,,,,,
14573055,home,NK Celje,Franko Kovačević,,,franko-kovacevic,F. Kovačević,F,19,186.0,2187,M,886339,EUR,934070400,F,9,9,False,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,84.0,10.0,9.6,1.0,0.021704,,6,,0.02,0.13,0.14,,,,1.0,1.0,,,5.0,1.0,,,,,,,2.1783,3.7328,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,3.0,,,,,,
14573055,home,NK Celje,Papa Daniel,Papa Daniel,,papa-daniel,P. Daniel,M,13,186.0,414,M,1928472,EUR,1009843200,M,13,13,True,15.0,14.0,,,0.0,7.0,7.0,7.0,8.0,1.0,,,,,16.0,20.0,6.8,1.0,0.0117006,,0,,0.16,0.06,0.21,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Milot Avdyli,,,milot-avdyli,M. Avdyli,M,11,183.0,93,M,1119307,EUR,1027814400,M,11,11,True,8.0,6.0,,,1.0,3.0,4.0,3.0,5.0,3.0,,,,,11.0,12.0,6.7,4.0,0.00536691,,1,,0.04,0.05,0.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,0.1133,,1.0,-0.22,,,1.0,,1.0,,,,,,,,,,,,
14573055,home,NK Celje,Andrej Kotnik,,,andrej-kotnik,A. Kotnik,F,17,189.0,72,M,799677,EUR,807494400,M,17,17,True,8.0,6.0,1.0,,0.0,4.0,4.0,2.0,4.0,1.0,,,,,11.0,13.0,6.5,4.0,0.0163093,,0,,-0.1,0.17,0.15,,,,2.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,
14573055,home,NK Celje,Rudi Požeg Vancaš,,,rudi-pozeg-vancas,R. P. Vancaš,M,94,174.0,80,M,139248,EUR,763689600,M,94,94,True,5.0,3.0,1.0,,0.0,3.0,3.0,,2.0,1.0,,,,,6.0,8.0,,4.0,7.644e-05,,0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Matej Poplatnik,,,matej-poplatnik,M. Poplatnik,F,99,178.0,95,M,244611,EUR,711158400,F,99,99,True,,,,,0.0,,,,,,,,,,6.0,1.0,,,,,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Luka Kolar,,,luka-kolar,L. Kolar,G,12,192.0,33,M,1128821,EUR,1126224000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573055,home,NK Celje,Gašper Vodeb,,,gasper-vodeb,G. Vodeb,D,5,192.0,24,M,1130937,EUR,1056931200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
