match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAGoal,stat_errorLeadToAShot,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget
12436513,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,39.0,32.0,15.0,10.0,0.0,28.0,33.0,4.0,6.0,1.0,1.0,3.0,6.0,6.0,8.0,2.0,1.0,1.0,90.0,56.0,7.8,8.0,0.0005165,0,-0.9131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436513,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,9.0,7.0,1.0,,0.0,3.0,4.0,4.0,5.0,,,1.0,1.0,,,,,,45.0,15.0,5.9,3.0,0.00777805,0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436513,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,829022,EUR,881798400,D,15,15,False,57.0,48.0,5.0,3.0,0.0,36.0,39.0,12.0,18.0,3.0,6.0,7.0,4.0,,,,,,90.0,75.0,6.4,10.0,0.0103055,0,,,,,4.0,,,4.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12436513,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,26,26,False,38.0,35.0,5.0,3.0,0.0,29.0,31.0,6.0,7.0,,1.0,5.0,8.0,,,,,,90.0,53.0,6.2,4.0,0.00129536,0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12436513,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,D,29,29,False,44.0,33.0,3.0,1.0,0.0,23.0,28.0,10.0,16.0,,3.0,2.0,7.0,,,,,,90.0,60.0,6.1,12.0,0.0202848,1,,,,,1.0,,,,,2.0,1.0,1.0,1.0,awbissaka,2.0,1.0,1.0,1.0,1.0,0.1531,2.0,,,,,,,,,,,,
12436513,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,60.0,52.0,4.0,2.0,0.0,24.0,24.0,28.0,37.0,,6.0,,5.0,,,,,,90.0,76.0,6.8,13.0,0.0464741,1,,,,3.0,8.0,1.0,1.0,1.0,,2.0,4.0,3.0,2.0,Paqueta,,,,1.0,1.0,0.0609,1.0,1.0,3.0,,,,,,,,,,
12436513,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,17.0,15.0,2.0,2.0,0.0,12.0,14.0,3.0,3.0,,1.0,1.0,2.0,,,,,,45.0,21.0,6.2,4.0,0.002994,0,,,,1.0,5.0,1.0,1.0,2.0,,,1.0,1.0,,EdsonAlvarez19,,,,,,,,,1.0,,,,,,,,,,
12436513,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,M,14,14,False,23.0,20.0,3.0,2.0,0.0,10.0,11.0,12.0,14.0,,3.0,,5.0,,,,,,81.0,43.0,6.5,12.0,0.0539074,2,,,,1.0,9.0,1.0,1.0,,,,2.0,1.0,,Kudus,4.0,1.0,,2.0,3.0,0.0818,2.0,2.0,4.0,2.0,1.0,1.0,,,,,,,
12436513,home,West Ham United,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,832427,EUR,852163200,M,4,4,False,32.0,28.0,3.0,1.0,0.0,15.0,17.0,13.0,16.0,,3.0,1.0,2.0,,,,,,73.0,43.0,5.7,8.0,0.0181414,0,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,Carlos10Soler,2.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,
12436513,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,M,33,33,False,38.0,30.0,1.0,1.0,0.0,15.0,15.0,15.0,27.0,1.0,7.0,2.0,1.0,,,,,,90.0,66.0,6.5,17.0,0.0106991,0,,,,,4.0,2.0,,1.0,,,5.0,3.0,,,2.0,1.0,,,,,,4.0,2.0,,,,,,,,,,
12436513,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,F,20,20,False,13.0,11.0,,,0.0,7.0,9.0,4.0,5.0,,2.0,,3.0,,,,,,60.0,22.0,6.4,6.0,0.158459,1,,,,,4.0,,1.0,,,,,,2.0,jarrodbowen,1.0,,,,,0.019,,1.0,2.0,,,,,,True,1.0,,,
12436513,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,True,34.0,34.0,1.0,1.0,0.0,29.0,29.0,5.0,5.0,,1.0,1.0,2.0,,,,,,45.0,39.0,6.5,1.0,0.00310989,0,,,,,,1.0,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
