match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalOffside,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_crossNotClaimed,stat_goodHighClaim
11369976,home,RWDM Brussels,Makhtar Gueye,,,makhtar-gueye,M. Gueye,F,29,186.0,439,M,941164,EUR,881193600,F,9,9,False,,30.0,18.0,1.0,,3.0,4.0,15.0,26.0,2.0,,,67.0,42.0,6.4,18.0,0.0540186,1,,,2.0,7.0,6.0,,3.0,1.0,,,,,2.0,1.0,1.0,1.0,,,5.0,,0.5579,,,1.0,0.5816,,,,1.0,,,
11369976,home,RWDM Brussels,Malcolm Ebiowei,,,ebiowei-malcolm,M. Ebiowei,M,,185.0,300,M,1176104,EUR,1062633600,F,10,10,True,,6.0,5.0,1.0,1.0,,,5.0,8.0,,,,23.0,17.0,6.7,8.0,0.015863,0,,2.0,,4.0,3.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,
11369976,home,RWDM Brussels,Frederic Soelle Soelle,Frederic Soelle Soelle,,frederic-soelle-soelle,F. S. Soelle,F,19,190.0,128,M,1195742,EUR,1135382400,F,22,22,True,,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,23.0,6.0,6.2,2.0,0.0071173,0,,,3.0,7.0,,1.0,,1.0,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,
11369976,home,RWDM Brussels,Pathé Mboup,Pathé Mboup,,pathe-mboup,P. Mboup,M,99,175.0,1969,M,1410231,EUR,1066521600,F,47,47,True,,5.0,3.0,1.0,,,1.0,3.0,5.0,3.0,,,9.0,8.0,6.3,4.0,0.00180371,0,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
11369976,home,RWDM Brussels,Ilay Camara,Ilay Camara,,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,D,17,17,True,,2.0,2.0,,,2.0,2.0,,,,,,9.0,6.0,7.2,1.0,0.00021538,1,,,,,,,,,,,,,1.0,,,,,,,,0.0771,,,1.0,0.3787,,,1.0,,,,
11369976,home,RWDM Brussels,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198.0,51,M,149794,EUR,758246400,G,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,home,RWDM Brussels,Moussa Sissako,,,sissako-moussa,M. Sissako,D,5,184.0,223,M,904998,EUR,973814400,D,44,44,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,home,RWDM Brussels,Djovkar Doudaev,Djokovar Doudaev,,djovkar-doudaev,D. Doudaev,D,4,,42,M,1516613,EUR,1068422400,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,home,RWDM Brussels,Abner,,,abner,Abner,D,30,177.0,87,M,330061,EUR,833414400,D,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,home,RWDM Brussels,Sada Diallo,,,sada-diallo,S. Diallo,F,28,,50,M,1127323,EUR,994636800,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,away,Standard Liège,Arnaud Bodart,,,bodart-arnaud,A. Bodart,G,16,184.0,413,M,878898,EUR,889574400,G,16,16,False,True,16.0,7.0,12.0,3.0,4.0,5.0,3.0,11.0,7.0,2.0,2.0,90.0,27.0,6.2,10.0,0.00035829,0,-0.5724,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
11369976,away,Standard Liège,Marlon Fossey,,,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,D,13,13,False,,30.0,20.0,3.0,1.0,7.0,14.0,14.0,23.0,4.0,,,84.0,61.0,6.5,22.0,0.117436,0,,7.0,1.0,6.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,
11369976,away,Standard Liège,Lucas Noubi,Lucas Noubi,,lucas-noubi,L. Noubi,D,4,184.0,322,M,1127337,EUR,1105747200,D,51,51,False,,51.0,39.0,9.0,4.0,26.0,31.0,13.0,20.0,1.0,,,90.0,66.0,6.5,13.0,0.00355496,1,,,3.0,5.0,7.0,,,1.0,5.0,,2.0,1.0,,3.0,1.0,,,,2.0,1.0,0.0504,,,,,,,,,,,
11369976,away,Standard Liège,Konstantinos Laifis,,,konstantinos-laifis,K. Laifis,D,34,186.0,339,M,97061,EUR,737769600,D,34,34,False,,54.0,43.0,9.0,5.0,32.0,42.0,11.0,12.0,4.0,,,90.0,63.0,6.8,12.0,0.00698074,0,,,,,6.0,,,,5.0,1.0,,,1.0,1.0,,,1.0,,5.0,,,,,,,,,,,,,
11369976,away,Standard Liège,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175.0,137,M,366760,EUR,843523200,D,15,15,False,,49.0,40.0,3.0,,26.0,32.0,14.0,19.0,3.0,,,84.0,74.0,6.5,15.0,0.00780943,0,,2.0,,3.0,5.0,,,2.0,3.0,,3.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
11369976,away,Standard Liège,Steven Alzate,,,steven-alzate,S. Alzate,M,7,177.0,698,M,871822,EUR,905212800,M,17,17,False,,9.0,8.0,1.0,,4.0,5.0,4.0,4.0,1.0,,,21.0,10.0,6.4,1.0,0.019705,1,,,1.0,1.0,,,,,,,,,,,,,,,,,0.1128,,,,,1.0,,,,,,
11369976,away,Standard Liège,Hakim Sahabo,Hakim Sahabo,,sahabo-hakim,H. Sahabo,M,6,183.0,470,M,1434757,EUR,1118880000,M,33,33,False,,55.0,45.0,6.0,2.0,29.0,35.0,16.0,20.0,6.0,,,90.0,68.0,6.6,14.0,0.0285978,0,,,,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,
11369976,away,Standard Liège,Isaac Price,,,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,,29.0,21.0,3.0,2.0,10.0,11.0,11.0,20.0,6.0,,,61.0,49.0,7.0,19.0,0.11531,1,,2.0,,6.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,,,1.0,,,1.0,,0.0789,,,,,1.0,1.0,,,1.0,,
11369976,away,Standard Liège,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,M,22,22,False,,42.0,32.0,5.0,4.0,18.0,19.0,16.0,26.0,3.0,,,90.0,60.0,7.1,13.0,0.070966,2,,3.0,2.0,4.0,6.0,1.0,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,0.1974,2.0,1.0,,,1.0,,,,,,
11369976,away,Standard Liège,Moussa Djenepo,,,moussa-djenepo,M. Djenepo,F,12,177.0,2122,M,869910,EUR,897868800,M,19,19,False,,16.0,14.0,1.0,1.0,10.0,10.0,5.0,8.0,7.0,,,61.0,33.0,6.9,7.0,0.0470079,0,,2.0,1.0,3.0,6.0,,,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,
11369976,away,Standard Liège,Wilfried Kanga,,,wilfried-kanga,W. Kanga,F,7,189.0,938,M,838640,EUR,888019200,F,14,14,False,,9.0,6.0,1.0,,3.0,6.0,3.0,3.0,1.0,,,90.0,24.0,7.7,6.0,0.0141477,5,,,1.0,4.0,4.0,,1.0,,1.0,,,,2.0,3.0,2.0,1.0,,2.0,1.0,1.0,0.6617,,,3.0,1.0311,1.0,,1.0,,,,
11369976,away,Standard Liège,Hayao Kawabe,,,hayao-kawabe,H. Kawabe,M,6,178.0,250,M,321001,EUR,810518400,M,6,6,True,,28.0,15.0,3.0,,4.0,6.0,11.0,22.0,4.0,,,69.0,40.0,6.6,21.0,0.320446,0,,,1.0,5.0,3.0,,1.0,3.0,,,1.0,,3.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,
11369976,away,Standard Liège,Jonathan Panzo,,,jonathan-panzo,J. Panzo,D,37,186.0,229,M,867438,EUR,971568000,D,5,5,True,,8.0,8.0,,,8.0,8.0,,,2.0,,,29.0,9.0,6.2,,0.00016781,0,,,1.0,3.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,
11369976,away,Standard Liège,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,F,18,18,True,,9.0,2.0,1.0,,,,3.0,12.0,1.0,,,29.0,17.0,6.6,12.0,0.0150926,0,,3.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,
11369976,away,Standard Liège,Gilles Dewaele,,,gilles-dewaele,G. Dewaele,D,20,180.0,52,M,285943,EUR,824169600,D,2,2,True,,4.0,2.0,,,1.0,2.0,1.0,2.0,,,,12.0,8.0,7.4,2.0,0.00033376,1,,,,,3.0,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,0.0386,,,,,,1.0,,,1.0,,
11369976,away,Standard Liège,Kelvin Yeboah,,,kelvin-yeboah,K. Yeboah,F,9,185.0,986,M,940262,EUR,957571200,F,9,9,True,,2.0,1.0,,,,,1.0,2.0,,,,12.0,7.0,7.6,1.0,0.00049752,2,,,,1.0,2.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,0.6327,,,1.0,0.4938,1.0,,1.0,,,,
11369976,away,Standard Liège,Matthieu Epolo,Matthieu Epolo,,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,away,Standard Liège,Merveille Bokadi,,,merveille-bokadi,M. Bokadi,D,21,186.0,291,M,867193,EUR,832636800,D,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369976,away,Standard Liège,Stipe Perica,,,stipe-perica,S. Perica,F,,192.0,362,M,284845,EUR,805075200,F,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
