match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,stat_hitWoodwork,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_errorLeadToAShot
12437024,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,42.0,30.0,13.0,4.0,0.0,27.0,33.0,3.0,9.0,1.0,7.0,2.0,1.0,2.0,1.0,90.0,52.0,6.8,12.0,0.0003324,0,-0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437024,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,D,29,29,False,56.0,50.0,2.0,2.0,0.0,27.0,30.0,23.0,26.0,1.0,5.0,,,,,90.0,73.0,7.0,10.0,0.0853318,1,,,,awbissaka,3.0,8.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0236,0.0224,1.0,,,,,,,,,,,,,,,,
12437024,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,57.0,54.0,4.0,2.0,0.0,47.0,48.0,7.0,9.0,5.0,8.0,,,,,90.0,72.0,7.1,5.0,0.00150363,0,,,,,2.0,3.0,5.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12437024,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,26,26,False,73.0,67.0,10.0,5.0,0.0,56.0,57.0,11.0,16.0,4.0,6.0,,,,,90.0,83.0,6.9,7.0,0.00277679,0,,,,,2.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,
12437024,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,43.0,36.0,4.0,1.0,0.0,22.0,24.0,15.0,22.0,2.0,4.0,,,,,83.0,70.0,7.2,14.0,0.106408,0,,,,,,3.0,7.0,2.0,,,2.0,7.0,4.0,2.0,,,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,
12437024,home,West Ham United,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,24,24,False,38.0,35.0,4.0,3.0,0.0,22.0,23.0,13.0,15.0,1.0,2.0,,,,,70.0,45.0,6.7,3.0,0.0093708,0,,,,guiido_rodriguez,,4.0,4.0,,,,,2.0,1.0,,,1.0,,,,,2.0,,4.0,,,,1.0,,,,,,,,,
12437024,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,24.0,23.0,,,1.0,7.0,7.0,17.0,21.0,,6.0,,,,,90.0,37.0,8.7,7.0,1.03627,5,,,,jarrodbowen,1.0,5.0,,1.0,,3.0,,,,2.0,,2.0,,0.2861,0.5957,5.0,,,1.0,4.0,1.0,2.0,,True,1.0,2.0,1.0,,,,,
12437024,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,45.0,36.0,5.0,4.0,0.0,21.0,25.0,15.0,20.0,4.0,2.0,,,,,90.0,59.0,7.0,9.0,0.009035,3,,,,,2.0,5.0,7.0,,,1.0,,1.0,,,3.0,1.0,1.0,0.3764,,1.0,3.0,,2.0,,,,1.0,,1.0,1.0,,1.0,,,,
12437024,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,43.0,33.0,6.0,4.0,0.0,15.0,18.0,18.0,25.0,,4.0,,,,,83.0,56.0,8.0,14.0,0.245662,3,,,,Paqueta,3.0,6.0,2.0,,,2.0,1.0,2.0,1.0,2.0,,,,0.9861,1.0239,3.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,,,,
12437024,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,M,14,14,False,30.0,28.0,2.0,2.0,0.0,16.0,16.0,12.0,14.0,,5.0,,,,,86.0,55.0,7.0,13.0,0.0607653,5,,,,Kudus,1.0,8.0,3.0,4.0,1.0,4.0,,1.0,1.0,5.0,,1.0,1.0,1.5335,1.3839,1.0,1.0,3.0,1.0,,,,,,2.0,,1.0,1.0,1.0,,,
