match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_outfielderBlock,stat_wonContest,captain,stat_hitWoodwork,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist
10411564,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,23.0,16.0,18.0,11.0,9.0,10.0,7.0,13.0,1.0,2.0,2.0,10.0,1.0,2.0,4.0,2.0,90.0,36.0,7.3,8.0,0.0,0.0,0.00104906,26.346013342803,4.0,8.82,7.665,0,0.1555,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,27.0,19.0,6.0,2.0,9.0,14.0,10.0,14.0,1.0,3.0,2.0,7.0,,,,,90.0,50.0,6.5,14.0,0.0202,0.0,0.0169938,60.062076402001,9.0,26.565,8.715,1,,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411564,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,38.0,26.0,6.0,3.0,19.0,26.0,7.0,12.0,2.0,5.0,8.0,7.0,,,,,90.0,51.0,6.8,14.0,0.0,0.0,0.0128328,174.77034687119,18.0,89.775,24.045,0,,,2.0,5.0,,,,,,3.0,3.0,2.0,,3.0,59.505635446948,3.0,,,,,,,,,,,
10411564,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,38.0,32.0,6.0,3.0,24.0,25.0,8.0,13.0,2.0,3.0,7.0,4.0,,,,,90.0,51.0,7.0,6.0,0.0,0.0,0.137113,94.090349958863,13.0,42.21,15.015,0,,,2.0,2.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
10411564,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,34.0,22.0,8.0,1.0,7.0,11.0,15.0,26.0,2.0,4.0,4.0,5.0,,,,,90.0,56.0,6.5,21.0,0.0,0.0,0.00984872,97.178232841116,14.0,75.81,18.795,0,,3.0,,2.0,1.0,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,
10411564,home,Lecce,Alexis Blin,,,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,False,12.0,11.0,,,7.0,8.0,4.0,5.0,1.0,3.0,2.0,,1.0,,,,60.0,22.0,6.5,4.0,0.0,0.0,0.00311933,35.749600505,5.0,15.855,15.54,0,,1.0,,2.0,1.0,,2.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,
10411564,home,Lecce,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,32.0,22.0,1.0,1.0,14.0,18.0,8.0,14.0,3.0,6.0,1.0,5.0,1.0,,,,90.0,43.0,7.0,12.0,0.0654,0.0,0.00909616,32.43936309807,7.0,-3.045,2.1,2,,,,5.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,,True,1.0,,,,,,,
10411564,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,28,28,False,21.0,12.0,1.0,,5.0,5.0,7.0,18.0,2.0,4.0,1.0,1.0,1.0,,,,60.0,28.0,6.6,11.0,0.0,0.0,0.00416641,41.36960091529,5.0,18.795,15.12,0,,2.0,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
10411564,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,16.0,11.0,1.0,,5.0,6.0,6.0,11.0,2.0,5.0,1.0,2.0,2.0,,,,87.0,29.0,6.2,12.0,0.0,0.0,0.00276846,51.340927640049,7.0,26.775,13.02,0,,1.0,3.0,7.0,1.0,1.0,1.0,,,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,
10411564,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,M,27,27,False,25.0,17.0,3.0,1.0,5.0,5.0,13.0,23.0,1.0,9.0,3.0,6.0,4.0,,,,82.0,48.0,6.7,15.0,0.0,0.0,0.0186377,225.74655576439,18.0,152.775,37.485,0,,3.0,,7.0,2.0,1.0,2.0,,1.0,3.0,1.0,2.0,,4.0,121.52769683164,4.0,,1.0,,,1.0,,,,,,
10411564,home,Lecce,Assan Ceesay,,,assan-ceesay,A. Ceesay,F,,188,448,M,842158,EUR,763862400,F,77,77,False,11.0,6.0,,,2.0,4.0,4.0,7.0,2.0,5.0,1.0,1.0,1.0,,,,82.0,24.0,6.5,8.0,0.0588,0.0,0.0559607,22.782178208688,4.0,14.49,6.09,1,,,3.0,6.0,1.0,,,,,2.0,2.0,3.0,,2.0,,,,,,,,1.0,2.0,,,,
10411564,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,22,22,True,8.0,6.0,,,1.0,1.0,6.0,11.0,,1.0,,1.0,,,,,30.0,17.0,6.6,7.0,0.0,0.0,0.0726405,43.388853473253,7.0,13.02,7.98,0,,4.0,,2.0,,2.0,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,,lameckbanda.10,,,
10411564,home,Lecce,Kristoffer Askildsen,,,askildsen-kristoffer,K. Askildsen,M,19,190,141,M,954855,EUR,978998400,M,7,7,True,11.0,5.0,2.0,,,,5.0,11.0,2.0,3.0,,2.0,1.0,,,,30.0,15.0,6.6,6.0,0.1049,0.0,0.00265727,11.278613126073,3.0,-2.31,0.0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Federico Di Francesco,,,federico-di-francesco,F. D. Francesco,M,94,171,208,M,320979,EUR,771552000,F,11,11,True,3.0,2.0,,,,,2.0,4.0,,1.0,1.0,2.0,,,,,8.0,8.0,6.6,2.0,0.0,0.0,0.00077158,6.695236814333,1.0,6.51,6.51,0,,1.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
10411564,home,Lecce,Lorenzo Colombo,,,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,9,9,True,1.0,,,,,,,1.0,,,,,,,,,8.0,2.0,6.4,2.0,0.0,0.0,0.0,,,,,0,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Pablo Rodríguez,,,pablo-rodriguez,P. Rodríguez,M,99,178,304,M,1014682,EUR,996883200,F,99,99,True,1.0,,,,,,,2.0,,,,,,,,,9.0,4.0,6.5,3.0,0.0,0.0,0.00022443,,,,,0,,1.0,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
10411564,home,Lecce,Marco Bleve,,,marco-bleve,M. Bleve,G,1,184,60,M,307036,EUR,813974400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Alessandro Tuia,,,alessandro-tuia,A. Tuia,D,13,183,77,M,41468,EUR,644803200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Kastriot Dermaku,,,kastriot-dermaku,K. Dermaku,D,,195,98,M,152082,EUR,695433600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Mert Çetin,,,mert-cetin,M. Çetin,D,4,189,159,M,858148,EUR,852076800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Samuel Umtiti,,,samuel-umtiti,S. Umtiti,D,,182,3972,M,96547,EUR,753235200,D,93,93,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,samumtiti,,,
10411564,home,Lecce,Giuseppe Pezzella,,,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,D,97,97,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Þórir Jóhann Helgason,,,thorir-johann-helgason,J. T. Helgason,M,14,187,318,M,886628,EUR,970099200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Kristijan Bistrović,,,kristijan-bistrovic,K. Bistrović,M,23,182,367,M,796658,EUR,892080000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Marcin Listkowski,,,listkowski-marcin,M. Listkowski,F,10,178,284,M,796673,EUR,887068800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,home,Lecce,Joel Voelkerling Persson,,,joel-voelkerling-persson,J. V. Persson,F,34,194,90,M,1087744,EUR,1042588800,F,31,31,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411564,away,Juventus,Wojciech Szczęsny,,,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,50490,EUR,640396800,G,1,1,False,17.0,11.0,7.0,1.0,11.0,12.0,,5.0,,,,4.0,,,,,90.0,21.0,6.8,6.0,0.0,0.0,5.14e-05,14.370883291841,3.0,-0.83999999999999,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,wojciech.szczesny1,,,
10411564,away,Juventus,Juan Cuadrado,,,juan-cuadrado,J. Cuadrado,M,11,179,11319,M,47743,EUR,580608000,D,11,11,False,42.0,37.0,5.0,4.0,18.0,20.0,23.0,31.0,1.0,8.0,3.0,5.0,3.0,,,,90.0,80.0,7.7,14.0,0.0755,0.0,0.227811,105.21208750987,12.0,39.165,16.8,2,,9.0,,6.0,1.0,,4.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,34.138994699706,2.0,,2.0,True,,4.0,1.0,,cuadrado,,,
10411564,away,Juventus,Federico Gatti,Federico Gatti,,federico-gatti,F. Gatti,D,4,190,4940,M,1128063,EUR,898646400,D,15,15,False,81.0,71.0,11.0,5.0,39.0,40.0,32.0,41.0,6.0,9.0,10.0,5.0,2.0,,,,90.0,101.0,7.7,11.0,0.0769,0.2227,0.0294261,262.62347767286,30.0,162.015,29.295,2,,,2.0,4.0,,1.0,,1.0,1.0,1.0,,,,1.0,54.461318650953,2.0,1.0,,,,,,,FedericoGatti,1.0,,
10411564,away,Juventus,Danilo,,,danilo,Danilo,D,13,184,15175,M,124992,EUR,679536000,D,6,6,False,82.0,69.0,16.0,7.0,44.0,49.0,25.0,33.0,1.0,4.0,3.0,5.0,1.0,,,,90.0,89.0,7.2,13.0,0.0742,0.0,0.0113145,316.64860868283,34.0,168.105,23.73,1,,,,,,,,,,2.0,1.0,,,,24.150673779421,1.0,,,,,,1.0,,Danilo,,,
10411564,away,Juventus,Alex Sandro,,,alex-sandro,A. Sandro,D,26,181,13242,M,84854,EUR,664848000,D,12,12,False,81.0,62.0,9.0,6.0,27.0,32.0,35.0,50.0,3.0,9.0,4.0,7.0,1.0,,,,90.0,109.0,7.5,23.0,0.0,0.0,0.0741835,187.41126042464,22.0,106.995,22.995,0,,1.0,3.0,5.0,,1.0,3.0,,1.0,2.0,2.0,,,1.0,24.288318694385,1.0,,3.0,,,,,,alxsndro12,,,
10411564,away,Juventus,Matías Soulé,,,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,M,30,30,False,28.0,27.0,2.0,2.0,8.0,8.0,19.0,21.0,,2.0,,1.0,1.0,,,,84.0,41.0,6.4,7.0,0.0,0.0,0.0398774,138.26018265955,13.0,53.025,25.2,0,,1.0,4.0,8.0,,2.0,2.0,,,,,2.0,2.0,1.0,47.57958953104,2.0,,1.0,,,,,,matiassoule11,,,
10411564,away,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,881931,EUR,904262400,M,8,8,False,26.0,23.0,2.0,1.0,11.0,11.0,12.0,15.0,,3.0,,2.0,1.0,,,,45.0,32.0,6.7,4.0,0.0,0.0,0.00758142,10.416929181571,2.0,9.765,4.935,0,,,1.0,3.0,,,,,,2.0,1.0,1.0,,2.0,,,,,,,,,,west.mckennie,,,
10411564,away,Juventus,Adrien Rabiot,,,adrien-rabiot,A. Rabiot,M,12,191,11335,M,250737,EUR,796867200,M,25,25,False,52.0,47.0,4.0,4.0,17.0,20.0,30.0,32.0,1.0,1.0,2.0,3.0,,,,,90.0,70.0,7.0,10.0,0.0438,0.0906,0.099755,134.66101457439,13.0,70.455,16.065,2,,,2.0,7.0,1.0,3.0,,,3.0,,,2.0,,1.0,,,,,,,,,,adrienrabiot_25,2.0,,
