match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,player_firstName,player_lastName,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_punches,stat_bigChanceMissed
11391272,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,True,18.0,12.0,12.0,6.0,11.0,12.0,1.0,6.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,90.0,25.0,5.8,6.0,0.00013703,0,-2.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391272,home,Stade Rennais,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,17,17,False,,31.0,29.0,3.0,1.0,9.0,9.0,21.0,27.0,,2.0,2.0,,,,,,90.0,55.0,5.8,12.0,0.0405122,1,,5.0,1.0,3.0,10.0,2.0,4.0,2.0,1.0,6.0,2.0,3.0,0.0149,1.0,,,,,,,,,,,,,,,,,,,,
11391272,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,,29.0,25.0,,,12.0,16.0,13.0,13.0,1.0,2.0,1.0,,,,,,90.0,37.0,5.7,5.0,0.00978777,0,,,,3.0,7.0,1.0,,,,2.0,,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11391272,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,,33.0,27.0,8.0,4.0,12.0,13.0,15.0,20.0,4.0,6.0,2.0,,,,,,90.0,49.0,7.0,7.0,0.00814427,2,,,,3.0,3.0,,,,1.0,7.0,1.0,,0.0587,,,1.0,,2.0,2.0,,1.0,1.0,0.4079,,,,,,,,,,,
11391272,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,False,,18.0,14.0,1.0,,5.0,8.0,9.0,11.0,,5.0,4.0,2.0,,,,,59.0,40.0,6.7,9.0,0.0250438,0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,
11391272,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,,47.0,37.0,9.0,6.0,12.0,14.0,26.0,47.0,1.0,6.0,5.0,,,,,,90.0,77.0,7.9,24.0,0.107806,3,,14.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,0.3457,3.0,,1.0,,4.0,2.0,,,,,2.0,1.0,1.0,2.0,,,,,,,
11391272,home,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,False,,41.0,37.0,6.0,4.0,9.0,10.0,28.0,31.0,1.0,2.0,4.0,,,,,,74.0,51.0,6.9,5.0,0.0765139,0,,,,3.0,5.0,1.0,,,,4.0,,1.0,,4.0,,,,1.0,,,,,,1.0,,,,,,,,,,
11391272,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,,26.0,23.0,1.0,1.0,7.0,8.0,16.0,18.0,,4.0,1.0,2.0,,,,,59.0,34.0,6.5,5.0,0.015314,0,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
11391272,home,Stade Rennais,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,33,33,False,,30.0,27.0,4.0,4.0,5.0,5.0,23.0,27.0,,9.0,6.0,3.0,,,,,90.0,53.0,7.2,12.0,0.0747601,1,,2.0,1.0,1.0,9.0,5.0,6.0,4.0,,,,1.0,0.0174,1.0,,,,2.0,1.0,,1.0,,0.2281,,,,,Désiré Doué,,DD14,,,,
11391272,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,,24.0,21.0,,,5.0,5.0,16.0,20.0,1.0,7.0,2.0,4.0,,,,,90.0,41.0,8.6,8.0,0.124859,4,,1.0,,3.0,6.0,1.0,4.0,2.0,2.0,,1.0,,1.1042,2.0,,,,,,,2.0,2.0,1.6069,,,,,,,,1.0,,,
11391272,home,Stade Rennais,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2087,M,846445,EUR,857433600,F,7,7,False,,17.0,14.0,,,6.0,6.0,8.0,11.0,1.0,4.0,1.0,2.0,,,,,86.0,37.0,7.7,9.0,0.0093996,4,,,,1.0,5.0,2.0,,,,1.0,3.0,2.0,0.9223,,,1.0,,1.0,,,3.0,1.0,0.3761,,,,1.0,,,,,,,
