match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_totalContest,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_errorLeadToAShot,stat_wonContest,stat_shotOffTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
11368608,home,Las Palmas,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192,931,M,964983,EUR,869788800,G,13,13,False,54.0,34.0,29.0,10.0,26.0,29.0,8.0,25.0,6.0,1.0,1.0,1.0,90.0,59.0,7.0,20.0,0.0,0.0,0.00163871,0,0.1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368608,home,Las Palmas,Julián Araujo,julian-araujo,J. Araujo,D,22,175,4723,M,978150,EUR,997660800,D,28,28,False,39.0,29.0,3.0,1.0,23.0,28.0,6.0,12.0,3.0,,,,90.0,60.0,7.1,14.0,0.0,0.0,0.005251,0,,julian_araujo,1.0,3.0,4.0,6.0,8.0,2.0,2.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11368608,home,Las Palmas,Alex Suárez,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,False,53.0,46.0,12.0,8.0,36.0,37.0,10.0,16.0,6.0,,,,90.0,72.0,8.1,7.0,0.0763,0.0,0.0041869,1,,,,2.0,3.0,2.0,14.0,,3.0,7.0,3.0,,,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
11368608,home,Las Palmas,Mika Mármol,mika-marmol,M. Mármol,D,3,181,783,M,979146,EUR,993945600,D,15,15,False,56.0,49.0,4.0,1.0,40.0,46.0,9.0,10.0,3.0,,,,90.0,72.0,6.8,12.0,0.7012,0.0,0.00571245,0,,,,1.0,2.0,4.0,6.0,,2.0,1.0,1.0,,1.0,,,,3.0,,,2.0,,,,,,,,,,,,,,,,
11368608,home,Las Palmas,Sergi Cardona,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,3,3,False,29.0,25.0,,,11.0,14.0,14.0,16.0,7.0,,,,65.0,43.0,6.5,7.0,0.0,0.0,0.00868986,0,,,1.0,,,4.0,,3.0,2.0,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,
11368608,home,Las Palmas,Enzo Loiodice,loiodice-enzo,E. Loiodice,M,12,176,327,M,933426,EUR,975283200,M,12,12,False,31.0,24.0,,,14.0,18.0,10.0,13.0,8.0,,,,90.0,50.0,7.2,12.0,0.0759,0.5549,0.0300506,2,,,,5.0,2.0,7.0,9.0,,2.0,3.0,1.0,3.0,,,,,4.0,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,
11368608,home,Las Palmas,Kirian Rodríguez,kirian-rodriguez,K. Rodríguez,M,20,180,441,M,964985,EUR,825984000,M,20,20,False,57.0,48.0,4.0,,25.0,28.0,23.0,29.0,8.0,,,,79.0,68.0,7.1,11.0,0.0176,0.0,0.0328867,1,,,,1.0,1.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,
11368608,home,Las Palmas,Jonathan Viera,jonathan-viera,J. Viera,M,21,171,424,M,129451,EUR,624931200,M,21,21,False,53.0,50.0,,,19.0,20.0,33.0,37.0,7.0,,,,79.0,67.0,7.4,10.0,0.083,0.0315,0.376218,2,,,4.0,1.0,,4.0,2.0,1.0,,,,3.0,,1.0,,,2.0,,,,4.0,2.0,1.0,,,,,True,2.0,1.0,,,,,,
11368608,home,Las Palmas,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175,3412,M,350170,EUR,809913600,F,17,17,False,17.0,14.0,,,8.0,10.0,6.0,7.0,1.0,,,,90.0,36.0,6.4,9.0,0.4188,0.0,0.0116326,2,,,,1.0,1.0,3.0,3.0,,,,,5.0,1.0,1.0,1.0,,3.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,
11368608,home,Las Palmas,Sory Kaba,sory-kaba,S. Kaba,F,39,191,1042,M,869131,EUR,806889600,F,16,16,False,11.0,7.0,,,1.0,1.0,6.0,10.0,1.0,,,,68.0,25.0,6.6,11.0,0.0,0.0,0.0224375,0,,,,2.0,6.0,7.0,9.0,2.0,,,,4.0,,,1.0,,4.0,,,2.0,,1.0,,,,,,,,,,,,,,
