match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_aerialWon,stat_challengeLost,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_saves,stat_clearanceOffLine,stat_bigChanceCreated,stat_totalOffside,stat_goals
12513691,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,20.0,20.0,3.0,3.0,0.0,20.0,20.0,11.0,1.0,1.0,1.0,90.0,29.0,6.7,8.799e-05,0,-0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513691,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,35.0,24.0,4.0,1.0,0.0,10.0,12.0,3.0,,,,75.0,67.0,6.6,0.390674,2,,Zé,Carlos,15.0,25.0,2.0,1.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,0.0217,,,,,,,,,,,,,,
12513691,home,Gil Vicente,Josué Sá,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,98.0,83.0,10.0,4.0,0.0,52.0,55.0,2.0,,,,90.0,104.0,6.6,0.0140427,0,,,,31.0,43.0,,,4.0,7.0,3.0,,,,4.0,1.0,,,1.0,,3.0,16.0,,3.0,1.0,,,,,,,,,,,,
12513691,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,88.0,81.0,4.0,2.0,0.0,60.0,64.0,4.0,,,,90.0,95.0,6.5,0.00653913,0,,,,21.0,24.0,,,1.0,3.0,3.0,1.0,,,3.0,,,,1.0,1.0,1.0,9.0,,2.0,,True,,,,,,,,,,,
12513691,home,Gil Vicente,Sandro Cruz,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,57,57,False,62.0,51.0,4.0,2.0,0.0,16.0,19.0,4.0,,,,90.0,85.0,7.1,0.0209049,2,,,,35.0,45.0,2.0,,,3.0,5.0,,2.0,1.0,2.0,1.0,,,,2.0,1.0,16.0,0.2733,2.0,1.0,,1.0,1.0,,,,,,,,,
12513691,home,Gil Vicente,Mohamed Bamba,mohamed-bamba,M. Bamba,M,8,188,181,M,1537180,EUR,1097193600,M,8,8,False,73.0,62.0,7.0,3.0,0.0,34.0,41.0,5.0,,,,90.0,88.0,6.7,0.0165857,1,,Mohamed,Bamba,28.0,33.0,1.0,,2.0,6.0,10.0,,3.0,1.0,3.0,,2.0,1.0,1.0,3.0,2.0,16.0,0.0164,5.0,,,,,1.0,,,,,,,,
12513691,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,16.0,11.0,,,0.0,3.0,3.0,3.0,,,,45.0,20.0,6.5,0.048553,0,,,,8.0,14.0,1.0,,,2.0,,1.0,,,,,,,1.0,,1.0,8.0,,,,,,,1.0,,,,,,,,
12513691,home,Gil Vicente,João Teixeira,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,18,18,False,25.0,22.0,,,0.0,7.0,7.0,2.0,,,,65.0,39.0,6.5,0.0508146,3,,,,16.0,22.0,4.0,1.0,3.0,8.0,3.0,,2.0,1.0,,,2.0,1.0,1.0,,1.0,9.0,0.1635,1.0,2.0,,,,1.0,2.0,,,,,,,
12513691,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,19,19,False,29.0,25.0,1.0,1.0,0.0,8.0,8.0,3.0,,,,75.0,40.0,6.9,0.0236231,1,,,,17.0,21.0,,,2.0,5.0,4.0,1.0,1.0,,1.0,,,,1.0,2.0,,7.0,0.0982,2.0,1.0,,,1.0,,,1.0,0.2968,,,,,
12513691,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,71,71,False,41.0,34.0,2.0,2.0,0.0,6.0,9.0,1.0,,,,90.0,65.0,7.0,0.109727,0,,,,30.0,43.0,11.0,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,3.0,,,21.0,,,,,1.0,,3.0,,,,,,,,
