match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,stat_challengeLost,stat_errorLeadToAGoal,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12514023,home,Boavista,Tomé Sousa,Tomé Sousa,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,False,26.0,11.0,25.0,10.0,0.0,4.0,7.0,7.0,19.0,1.0,4.0,3.0,4.0,1.0,1.0,90.0,31.0,6.9,15.0,0.00094273,0,-1.1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Pedro Gomes,Pedro Gomes,pedro-gomes,P. Gomes,D,,185,91,M,1393993,EUR,1054684800,D,15,15,False,21.0,16.0,3.0,2.0,0.0,12.0,14.0,4.0,7.0,2.0,4.0,,,,,81.0,38.0,6.8,7.0,0.00295498,0,,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Filipe Ferreira,Filipe,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,36.0,29.0,12.0,6.0,0.0,21.0,23.0,8.0,13.0,3.0,6.0,,,,,90.0,44.0,6.6,7.0,0.161825,0,,2.0,2.0,,,1.0,1.0,2.0,2.0,,,,,Ferreira,2.0,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Bruno Onyemaechi,,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,D,70,70,False,38.0,30.0,7.0,4.0,0.0,22.0,24.0,8.0,14.0,2.0,2.0,,,,,90.0,49.0,6.5,10.0,0.0341707,0,,1.0,4.0,,,1.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Joel Silva,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,D,16,16,False,26.0,20.0,3.0,2.0,0.0,12.0,15.0,8.0,15.0,3.0,8.0,,,,,90.0,48.0,6.3,13.0,0.0104811,0,,8.0,5.0,1.0,1.0,,2.0,2.0,2.0,,1.0,2.0,,,4.0,,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12514023,home,Boavista,Ibrahima Camará,,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,2,2,False,24.0,17.0,3.0,,0.0,10.0,10.0,7.0,14.0,3.0,4.0,,,,,76.0,33.0,6.5,8.0,0.0194265,1,,3.0,4.0,1.0,1.0,,,2.0,,,,2.0,,,1.0,,,,1.0,,1.0,1.0,0.0211,,,,,,,,,,,
12514023,home,Boavista,João Barros,João Barros,joao-barros,J. Barros,F,77,184,46,M,1896795,EUR,1136851200,M,71,71,False,7.0,5.0,1.0,,0.0,5.0,7.0,,,1.0,2.0,,,,,57.0,15.0,6.2,4.0,6.255e-05,0,,8.0,2.0,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,3.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
12514023,home,Boavista,Ilija Vukotić,Ilija,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,False,18.0,9.0,2.0,,0.0,7.0,9.0,2.0,9.0,1.0,3.0,,,,,81.0,30.0,6.8,12.0,0.0132648,1,,3.0,4.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,Vukotić,1.0,,,,1.0,2.0,,,0.0418,1.0,0.1558,,,,,,,,,
12514023,home,Boavista,Sebastián Pérez,,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,31.0,29.0,1.0,1.0,0.0,13.0,13.0,16.0,18.0,,1.0,,,,,90.0,42.0,6.8,3.0,0.0544742,1,,3.0,3.0,,,,1.0,1.0,,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,0.0534,1.0,0.0839,True,,,,,,,,
12514023,home,Boavista,Salvador Agra,,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,M,7,7,False,27.0,21.0,2.0,1.0,0.0,10.0,12.0,12.0,22.0,,3.0,,,,,90.0,52.0,6.9,20.0,0.0962963,1,,5.0,6.0,,,,,3.0,2.0,,3.0,,2.0,,1.0,,7.0,1.0,,3.0,5.0,1.0,0.0542,,,,1.0,,,,,,,
12514023,home,Boavista,Róbert Boženík,,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,14.0,10.0,1.0,,0.0,6.0,6.0,4.0,8.0,,,,,,,90.0,24.0,6.4,11.0,0.0137177,1,,6.0,3.0,1.0,,,,1.0,,,,1.0,,,,,,5.0,2.0,,6.0,,0.0387,,,,,1.0,1.0,,,,,
12514023,home,Boavista,Gonçalo Miguel,Gonçalo Miguel,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,D,35,35,True,12.0,11.0,1.0,1.0,0.0,4.0,4.0,7.0,9.0,2.0,1.0,,,,,33.0,19.0,6.5,3.0,0.00386316,0,,2.0,1.0,,,,2.0,1.0,,,,,,Cardoso de Almeida,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,
12514023,home,Boavista,Marco Ribeiro,Marco Ribeiro,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,M,88,88,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,,,,14.0,8.0,6.5,1.0,0.00807134,0,,2.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Tomás Silva,Tomás Silva,tomas-silva,T. Silva,D,75,175,24,M,1906695,EUR,1148515200,D,75,75,True,,,,,0.0,,,,,,,,,,,9.0,1.0,6.1,1.0,,0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12514023,home,Boavista,Augusto Dabo,,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,,,,,,9.0,11.0,6.3,2.0,0.00382248,1,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.1211,1.0,0.1189,,,,,,,,,
12514023,home,Boavista,César Dutra,,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Alexandre Marques,Alexandre Marques,alexandre-marques,A. Marques,D,73,186,30,M,1896794,EUR,1130025600,D,73,73,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Leo Ferreira,Leo Ferreira,leo-ferreira,L. Ferreira,D,85,182,6,M,1943434,EUR,1185667200,D,85,85,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Manuel Namora,,manuel-namora,M. Namora,F,,180,28,M,892423,EUR,887241600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514023,home,Boavista,Tiago Machado,Tiago,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Machado,,,,,,,,,,,,,,,,,,,,
12514023,away,Benfica,Anatoliy Trubin,,anatoliy-trubin,A. Trubin,G,1,200,9533,M,966616,EUR,996624000,G,1,1,False,28.0,26.0,5.0,4.0,0.0,25.0,26.0,1.0,2.0,1.0,5.0,1.0,3.0,,,90.0,36.0,7.2,3.0,0.00012545,0,0.3586,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,anatoliytrubin81,1.0,,,
12514023,away,Benfica,Tomás Araújo,,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,44,44,False,48.0,41.0,2.0,1.0,0.0,25.0,28.0,17.0,23.0,,4.0,,,,,88.0,77.0,6.8,14.0,0.04535,1,,8.0,7.0,3.0,1.0,,1.0,3.0,,,1.0,3.0,,,,,3.0,1.0,2.0,2.0,1.0,,0.1435,1.0,0.1804,,1.0,,1.0,,,,,
12514023,away,Benfica,António Silva,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,4,4,False,79.0,74.0,10.0,6.0,1.0,53.0,56.0,21.0,23.0,5.0,3.0,,,,,90.0,88.0,7.7,5.0,0.0157066,0,,3.0,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,antoniosilva.66,,1.0,,
12514023,away,Benfica,Nicolás Otamendi,,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,99.0,95.0,10.0,8.0,0.0,70.0,72.0,25.0,27.0,2.0,8.0,,,,,90.0,104.0,7.7,4.0,0.00579621,1,,1.0,5.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,3.0,,,,0.2961,1.0,0.4426,True,,,,Notamendi30,,,1.0,
