match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_lastManTackle
12436876,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,F,24,24,False,34.0,25.0,1.0,,0.0,9.0,12.0,17.0,24.0,6.0,1.0,4.0,4.0,,,,,,,89.0,62.0,7.7,18.0,0.0953373,2,,2.0,1.0,,3.0,9.0,,1.0,4.0,,,0.1122,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,4.0,1.0,0.3556,,,,1.0,,,,
12436876,home,Brentford,Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,1031258,EUR,1078099200,M,18,18,True,5.0,3.0,1.0,,0.0,1.0,1.0,2.0,4.0,3.0,,2.0,1.0,,,,,,,11.0,14.0,6.7,4.0,0.00137569,0,,,,1.0,2.0,3.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
12436876,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,7,7,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,5.0,,1.0,1.0,,,,,,,15.0,10.0,6.5,5.0,0.00106362,1,,,,1.0,2.0,3.0,,1.0,,,3.0,0.2733,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
12436876,home,Brentford,Yunus Konak,yunus-konak,Y. Konak,M,5,181,1118,M,1518589,EUR,1136851200,M,26,26,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,3.0,,2.0,0.00141784,0,,,,,,,,,,,,,,,1.0,,,,,,Yunus Konak,,,,,,,,,,,,
12436876,home,Brentford,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,991604,EUR,1030665600,M,14,14,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,6.803e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,_fabio.10,,,,,
12436876,home,Brentford,Hákon Rafn Valdimarsson,hakon-rafn-valdimarsson,H. R. Valdimarsson,G,12,195,496,M,1005959,EUR,1002931200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436876,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Mads,Roerslev,,,,,,,,,,,
12436876,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436876,home,Brentford,Edmond-Paris Maghoma,maghoma-edmond-paris,E. Maghoma,M,25,178,274,M,907500,EUR,989280000,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436876,home,Brentford,Jayden Meghoma,meghoma-jayden,J. Meghoma,M,30,176,425,M,1410201,EUR,1151452800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Jayden Meghoma,,,,,,,,,,,,
12436876,away,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,232422,EUR,781142400,G,13,13,False,27.0,18.0,16.0,7.0,0.0,11.0,13.0,7.0,14.0,,,2.0,7.0,,1.0,3.0,2.0,,,90.0,36.0,6.9,9.0,0.0044212,0,-1.1644,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,KepaA,,,,,
12436876,away,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,44566,EUR,672883200,D,15,15,False,28.0,19.0,5.0,2.0,0.0,7.0,11.0,12.0,18.0,5.0,,4.0,1.0,,,,,,,84.0,46.0,5.9,14.0,0.00805961,0,,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,2.0,,,True,,,,,,,
12436876,away,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,1023567,EUR,1030838400,D,27,27,False,44.0,34.0,8.0,1.0,0.0,14.0,17.0,20.0,27.0,3.0,,7.0,7.0,,,,,,,90.0,55.0,6.6,11.0,0.0114356,0,,,,2.0,4.0,5.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,IlliaZabarnyi,,,,,
12436876,away,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,830659,EUR,863222400,D,5,5,False,39.0,27.0,11.0,4.0,0.0,7.0,8.0,21.0,33.0,3.0,,2.0,3.0,,,,,,,67.0,51.0,6.2,15.0,0.0211336,1,,2.0,1.0,1.0,1.0,3.0,1.0,,2.0,,2.0,0.6887,,2.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,
12436876,away,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,1097425,EUR,1068163200,D,3,3,False,35.0,28.0,6.0,,0.0,9.0,13.0,20.0,23.0,5.0,,4.0,5.0,,,,,,,90.0,57.0,6.5,13.0,0.0959023,0,,1.0,1.0,5.0,1.0,3.0,,,2.0,,,,,2.0,3.0,,1.0,,,1.0,Milos,Kerkez,,,,,,miloskerkez,,,,,
12436876,away,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,548188,EUR,854928000,M,4,4,False,42.0,36.0,2.0,2.0,1.0,12.0,15.0,24.0,31.0,8.0,,3.0,5.0,,,,,,,90.0,62.0,7.3,11.0,0.370555,3,,4.0,,4.0,1.0,5.0,1.0,2.0,3.0,,4.0,0.1254,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,
12436876,away,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2918,M,800419,EUR,918950400,M,12,12,False,37.0,30.0,3.0,,0.0,7.0,7.0,23.0,30.0,,,,3.0,,,,,,,67.0,52.0,7.1,7.0,0.0209185,1,,,,,1.0,5.0,,1.0,4.0,,,0.0258,1.0,2.0,,,1.0,,,3.0,,,,,,,,,,,,,
12436876,away,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,934354,EUR,947203200,M,24,24,False,32.0,23.0,1.0,,0.0,4.0,6.0,19.0,30.0,8.0,1.0,,6.0,,,,,,,90.0,54.0,6.9,18.0,0.0348003,5,,4.0,,4.0,3.0,7.0,,4.0,1.0,,2.0,0.2807,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,0.0915,,,antoinesemenyo42,,,,,
12436876,away,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,322391,EUR,793411200,M,10,10,False,28.0,23.0,2.0,1.0,0.0,7.0,9.0,17.0,21.0,6.0,1.0,3.0,7.0,,,,,,,76.0,47.0,7.0,12.0,0.5349,1,,2.0,1.0,,1.0,5.0,,1.0,1.0,,3.0,0.1024,1.0,1.0,3.0,1.0,2.0,3.0,2.0,,,,1.0,,,,1.0,,,,,,
12436876,away,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,851596,EUR,925862400,M,19,19,False,22.0,17.0,3.0,1.0,0.0,2.0,2.0,16.0,24.0,6.0,1.0,,4.0,,,,,,,76.0,40.0,7.2,12.0,0.12841,1,,4.0,1.0,3.0,,2.0,,,1.0,,,0.1277,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.5904,,,justinkluivert,1.0,,,,
12436876,away,Bournemouth,Evanilson,evanilson,Evanilson,F,9,181,7635,M,998490,EUR,939168000,F,9,9,False,14.0,8.0,2.0,1.0,0.0,,1.0,8.0,13.0,9.0,,3.0,1.0,,,,,,,90.0,28.0,7.7,9.0,0.0102631,1,,,,6.0,4.0,8.0,,,,,2.0,0.9697,,,2.0,2.0,2.0,2.0,2.0,,,,1.0,1.0,0.9952,,,evanilsonlima99,1.0,,1.0,,
12436876,away,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,1176744,EUR,1113436800,D,2,2,True,19.0,13.0,5.0,1.0,0.0,7.0,7.0,6.0,12.0,2.0,,2.0,1.0,,,,,,,23.0,26.0,7.1,6.0,0.00510612,1,,,,2.0,2.0,2.0,,1.0,,,,0.2235,1.0,,,,1.0,,,,,,,,,,,deanhuijsen,,,,1.0,
12436876,away,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,895576,EUR,922060800,M,16,16,True,10.0,9.0,1.0,1.0,0.0,1.0,1.0,10.0,12.0,5.0,1.0,,1.0,,,,,,,23.0,21.0,6.9,4.0,0.361967,0,,3.0,2.0,2.0,,3.0,,,1.0,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,1.0
12436876,away,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,855731,EUR,868320000,M,7,7,True,5.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,6.0,2.0,,,1.0,,,,,,,14.0,7.0,6.5,4.0,0.00980689,0,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12436876,away,Bournemouth,Enes Ünal,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,26,26,True,2.0,,1.0,,0.0,,,,2.0,3.0,,1.0,,,,,,,,14.0,5.0,6.6,2.0,,1,,,,3.0,,,1.0,,,,,0.0628,,,,,,,,,,,,,,,,EnesUnal16,,,,,
12436876,away,Bournemouth,Julián Araujo,julian-araujo,J. Araujo,D,22,175,4723,M,978150,EUR,997660800,D,22,22,True,2.0,2.0,,,0.0,2.0,2.0,,,2.0,,1.0,2.0,,,,,,,14.0,3.0,6.5,,4.1e-06,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,julian_araujo,,,,,
12436876,away,Bournemouth,Mark Travers,mark-travers,M. Travers,G,12,191,619,M,856720,EUR,926985600,G,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436876,away,Bournemouth,Max Aarons,max-aarons,M. Aarons,D,3,178,1261,M,943645,EUR,946944000,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436876,away,Bournemouth,James Hill,james-hill,J. Hill,D,23,184,554,M,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436876,away,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
