match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_fouls,stat_dispossessed,stat_challengeLost,stat_totalCross,stat_shotOffTarget,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist
10389924,home,Troyes,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,578,M,798375,EUR,857001600,G,1,1,False,29.0,19.0,17.0,9.0,11.0,13.0,8.0,16.0,1.0,8.0,2.0,1.0,2.0,1.0,90.0,39.0,6.4,10.0,0.0,0.0,0.00563938,0,-0.4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Thierno Baldé,thierno-balde,T. Baldé,D,18,182,214,M,997189,EUR,1023667200,D,18,18,False,29.0,25.0,,,13.0,15.0,12.0,14.0,2.0,6.0,,,,,90.0,49.0,6.9,8.0,0.0,0.0,0.0683636,0,,,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,17,17,False,34.0,28.0,6.0,2.0,21.0,21.0,7.0,13.0,2.0,4.0,,,,,90.0,40.0,6.4,6.0,0.0595,0.0434,0.00538088,1,,,,2.0,2.0,3.0,,,,,,,,1.0,,True,2.0,1.0,1.0,,,,,,,,,,,,,,
10389924,home,Troyes,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190,558,M,540112,EUR,861840000,D,4,4,False,33.0,28.0,3.0,1.0,17.0,19.0,11.0,14.0,2.0,5.0,,,,,90.0,43.0,6.4,6.0,0.0,0.0,0.0161361,0,,,,,3.0,,,,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
10389924,home,Troyes,Abdu Conté,abdu-conte,A. Conté,D,5,183,135,M,851276,EUR,890697600,D,12,12,False,31.0,23.0,4.0,,14.0,17.0,9.0,14.0,2.0,6.0,,,,,90.0,54.0,6.4,10.0,0.0,0.0,0.00557493,0,,,,,1.0,2.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
10389924,home,Troyes,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,6,6,False,20.0,19.0,,,14.0,15.0,5.0,5.0,1.0,3.0,,,,,68.0,26.0,6.3,3.0,0.0,0.0,0.00808052,0,,,,,3.0,,,,1.0,1.0,,,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,
10389924,home,Troyes,Xavier Chavalerin,xavier-chavalerin,X. Chavalerin,M,7,178,42,M,157029,EUR,668304000,M,24,24,False,41.0,36.0,5.0,3.0,23.0,24.0,13.0,18.0,,6.0,,,,,90.0,53.0,6.6,8.0,0.0379,0.0,0.00833044,1,,,,,4.0,4.0,1.0,,,2.0,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10389924,home,Troyes,Andreas Bruus,andreas-bruus,A. Bruus,D,5,183,81,M,826070,EUR,916444800,M,19,19,False,12.0,6.0,,,2.0,4.0,4.0,10.0,1.0,1.0,,,,,90.0,22.0,6.3,11.0,0.0,0.0,0.00789725,0,,,,1.0,2.0,1.0,1.0,,,1.0,,,2.0,,1.0,,,,1.0,,,2.0,,1.0,,,,,,,,,
10389924,home,Troyes,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,M,11,11,False,19.0,11.0,1.0,,8.0,8.0,6.0,17.0,,3.0,,,,,90.0,34.0,6.8,16.0,0.0383,0.0,0.0441352,1,,,,,1.0,1.0,2.0,1.0,1.0,,,,3.0,,1.0,,,,,,,6.0,1.0,,3.0,,,,,,,,
10389924,home,Troyes,Mama Baldé,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,M,7,7,False,13.0,10.0,,,6.0,6.0,4.0,7.0,,,,,,,90.0,31.0,6.2,10.0,0.1047,0.0,0.00605412,2,,,,,6.0,8.0,1.0,1.0,1.0,,1.0,,3.0,6.0,,,,,2.0,3.0,2.0,,,,,2.0,,,,,,,
10389924,home,Troyes,Renaud Ripart,renaud-ripart,R. Ripart,F,20,181,136,M,247445,EUR,732067200,F,20,20,False,21.0,14.0,1.0,,7.0,8.0,7.0,14.0,1.0,2.0,,,,,77.0,37.0,6.5,10.0,0.0,0.0,0.0170921,0,,,,2.0,11.0,7.0,2.0,1.0,,2.0,2.0,1.0,,2.0,1.0,,2.0,,2.0,,6.0,1.0,,,,,,,,,,,
10389924,home,Troyes,Florian Tardieu,florian-tardieu,F. Tardieu,M,10,184,201,M,234142,EUR,703900800,M,10,10,True,16.0,16.0,2.0,2.0,6.0,6.0,11.0,11.0,,1.0,,,,,22.0,18.0,6.8,,0.0,0.0,0.0421264,0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
10389924,home,Troyes,Yasser Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,927360,EUR,978307200,D,39,39,True,2.0,,,,,,,2.0,,3.0,,,,,13.0,6.0,6.5,4.0,0.0,0.0,0.0,0,,Yasser,Larouci,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,2.0,,,,,,,larouci.yasseroff,,,,,,
10389924,home,Troyes,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Tanguy Zoukrou,tanguy-zoukrou,T. Zoukrou,D,4,189,141,M,1133520,EUR,1052265600,D,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Tanguy Zoukrou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Adil Rami,adil-rami,A. Rami,D,3,190,278,,24057,EUR,504489600,D,23,23,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,728,M,978518,EUR,965347200,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Danel Dongmo,danel-dongmo,D. Dongmo,M,5,182,65,M,1389690,EUR,980812800,M,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Danel Dongmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Amar Fatah,amar-ahmed,A. Ahmed,F,17,180,321,M,1157829,EUR,1077148800,M,14,14,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,home,Troyes,Ike Ugbo,ugbo-ike,I. Ugbo,F,11,185,426,M,791987,EUR,906336000,F,9,9,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389924,away,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,39.0,36.0,6.0,3.0,35.0,35.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,90.0,45.0,7.4,3.0,0.0,0.0,0.00035505,0,0.0434,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,
10389924,away,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,79.0,73.0,2.0,1.0,38.0,40.0,37.0,45.0,,5.0,,,,,90.0,98.0,7.9,14.0,0.1704,0.1952,0.130427,2,,,,2.0,4.0,4.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,6.0,,,2.0,1.0,chancel22,,,1.0,,,
10389924,away,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,68.0,60.0,7.0,2.0,47.0,48.0,13.0,20.0,4.0,6.0,,,,,90.0,81.0,7.4,9.0,0.0,0.0,0.00704015,0,,,,,3.0,3.0,,,1.0,3.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,
10389924,away,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,79.0,72.0,11.0,9.0,50.0,52.0,22.0,27.0,2.0,12.0,,,,,90.0,85.0,7.0,8.0,0.0,0.0,0.0147152,0,,,,,2.0,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,leobalerdi5,,,,,,
10389924,away,Olympique de Marseille,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,1006189,EUR,989625600,M,29,29,False,37.0,35.0,1.0,1.0,9.0,9.0,27.0,31.0,,2.0,,,,,67.0,58.0,6.8,10.0,0.0,0.0,0.0476684,0,,,,,4.0,5.0,6.0,4.0,,1.0,,,3.0,1.0,1.0,,,,2.0,,,3.0,,,1.0,,issa_kabore_29,,,,,,
10389924,away,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,581314,EUR,786758400,M,21,21,False,82.0,78.0,7.0,5.0,38.0,38.0,41.0,46.0,,9.0,,,,,90.0,96.0,7.7,7.0,0.0935,0.2575,0.152339,2,,,,,5.0,5.0,1.0,1.0,,,4.0,3.0,,,1.0,True,,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,,1.0,,
10389924,away,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,79.0,73.0,11.0,9.0,41.0,42.0,33.0,40.0,1.0,7.0,,,,,90.0,87.0,7.8,9.0,0.8295,0.9413,0.705193,1,,,,,5.0,1.0,1.0,1.0,,1.0,,,,,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,,,1.0,,,,,1.0,1.0,,
10389924,away,Olympique de Marseille,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,M,23,23,False,34.0,28.0,1.0,,9.0,11.0,20.0,24.0,1.0,4.0,,,,,75.0,52.0,6.8,9.0,0.3337,0.1369,0.388546,3,,,,,1.0,1.0,,,,2.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,
10389924,away,Olympique de Marseille,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4735,M,758876,EUR,868838400,F,17,17,False,49.0,40.0,3.0,2.0,14.0,14.0,29.0,43.0,,6.0,,,,,90.0,77.0,7.9,17.0,0.5005,0.0,0.857661,5,,,,,4.0,9.0,3.0,3.0,,1.0,3.0,1.0,1.0,3.0,3.0,,,,2.0,1.0,1.0,8.0,1.0,1.0,3.0,4.0,cengizunder,,,,1.0,1.0,1.0
10389924,away,Olympique de Marseille,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,F,6,6,False,64.0,62.0,4.0,4.0,15.0,15.0,47.0,50.0,,3.0,,,,,90.0,70.0,7.2,5.0,0.0,0.0,0.183396,0,,,,1.0,3.0,3.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,MatteoGuendouzi,,,,1.0,,1.0
10389924,away,Olympique de Marseille,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,70,70,False,22.0,19.0,4.0,3.0,7.0,7.0,12.0,16.0,,1.0,,,,,75.0,29.0,6.6,9.0,0.0,0.0,0.200141,0,,,,,2.0,1.0,,,,,,,3.0,1.0,,,1.0,,,1.0,,1.0,,,,,AlexisS,,,,,,
10389924,away,Olympique de Marseille,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181,4666,M,195850,EUR,736473600,M,18,18,True,17.0,14.0,1.0,1.0,11.0,12.0,3.0,5.0,,,,,,,23.0,22.0,6.7,3.0,0.0,0.0,0.0059048,0,,,,,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,malinovskyi18,,,,,,
