match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,captain,stat_challengeLost,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_totalOffside
11391321,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,38.0,24.0,17.0,5.0,21.0,23.0,3.0,15.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,90.0,45.0,7.2,15.0,0.00044357,0,0.2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391321,home,Olympique de Marseille,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,18,18,False,49.0,44.0,3.0,1.0,27.0,29.0,17.0,22.0,6.0,2.0,1.0,,,,,90.0,91.0,7.5,12.0,0.0201449,0,,2.0,1.0,1.0,6.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,
11391321,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,49.0,43.0,6.0,1.0,32.0,33.0,11.0,16.0,7.0,3.0,1.0,,,,,90.0,71.0,7.6,7.0,0.0614205,0,,,,2.0,4.0,,1.0,1.0,9.0,1.0,1.0,3.0,2.0,1.0,2.0,chancel22,True,2.0,1.0,,,,,,,,,,,,,
11391321,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,54.0,46.0,12.0,6.0,36.0,42.0,10.0,12.0,5.0,6.0,,,,,,90.0,65.0,7.6,8.0,0.014421,0,,,2.0,1.0,3.0,,,,2.0,1.0,3.0,4.0,3.0,,1.0,leobalerdi5,,,1.0,,,,,,,,,,,,,
11391321,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185,742,M,558320,EUR,821318400,D,6,6,False,20.0,18.0,2.0,2.0,13.0,13.0,5.0,7.0,,4.0,,,,,,58.0,32.0,6.7,3.0,0.00299571,1,,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,1.0,0.0825,,,,,,,,,,,
11391321,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,M,11,11,False,37.0,35.0,,,11.0,11.0,25.0,29.0,7.0,4.0,5.0,,,,,90.0,58.0,7.2,13.0,0.195382,0,,3.0,,,7.0,1.0,7.0,2.0,,,,,,2.0,,amineharit,,1.0,1.0,,,1.0,1.0,,,,,,,,,
11391321,home,Olympique de Marseille,Pape Gueye,pape-gueye,P. Gueye,M,18,187,36528,M,879694,EUR,917136000,M,22,22,False,46.0,41.0,8.0,5.0,24.0,25.0,17.0,22.0,2.0,3.0,1.0,,,,,59.0,53.0,7.0,7.0,0.00813477,1,,1.0,,,3.0,,,,1.0,,1.0,1.0,1.0,1.0,2.0,p.gueye24,,1.0,,,0.0234,,,1.0,,,,,,,,
11391321,home,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,57.0,51.0,9.0,6.0,16.0,17.0,35.0,43.0,2.0,4.0,,,,,,90.0,69.0,7.1,10.0,0.0333109,3,,3.0,,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,1.0,2.0,0.1575,,,,1.0,0.3278,,,,,,
11391321,home,Olympique de Marseille,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26789,M,845286,EUR,888364800,F,23,23,False,21.0,17.0,1.0,,6.0,7.0,11.0,17.0,6.0,4.0,4.0,,,,,89.0,44.0,7.4,14.0,0.0242208,1,,3.0,2.0,2.0,7.0,2.0,2.0,,2.0,2.0,1.0,,,2.0,2.0,ismaila_sarr18,,,1.0,,0.0362,,,1.0,,,,,,,,
11391321,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,10,10,False,10.0,8.0,,,2.0,2.0,6.0,10.0,1.0,,1.0,,,,,82.0,22.0,7.6,6.0,0.0384749,4,,2.0,,,3.0,,1.0,,1.0,,,,,1.0,1.0,Auba,,1.0,,,1.0361,,,1.0,3.0,2.1032,2.0,2.0,,,,
