match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_blockedScoringAttempt,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_shotOffTarget,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed
11396194,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,41.0,33.0,14.0,7.0,31.0,34.0,2.0,7.0,8.0,4.0,1.0,4.0,90.0,46.0,7.4,8.0,0.00109849,0,0.8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396194,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,78.0,70.0,10.0,5.0,34.0,36.0,36.0,47.0,3.0,,,,90.0,92.0,6.6,15.0,0.0397763,0,,5.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396194,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,62.0,58.0,3.0,2.0,36.0,38.0,22.0,24.0,8.0,,,,90.0,70.0,6.4,4.0,0.0108789,1,,,1.0,2.0,3.0,,,1.0,3.0,1.0,1.0,True,1.0,1.0,1.0,1.0,2.0,0.0392,,,,,,,,,,,,,,,,
11396194,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,94.0,89.0,4.0,3.0,48.0,48.0,41.0,46.0,3.0,,,,76.0,103.0,7.1,5.0,0.0246644,0,,,,1.0,1.0,1.0,,4.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11396194,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,45.0,41.0,3.0,2.0,15.0,16.0,27.0,33.0,8.0,,,,90.0,63.0,6.8,10.0,0.181608,1,,4.0,2.0,7.0,2.0,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,0.07,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11396194,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,65.0,51.0,4.0,2.0,17.0,17.0,34.0,52.0,3.0,,,,84.0,80.0,6.9,26.0,0.137199,1,,4.0,,6.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,0.0274,,,2.0,5.0,,3.0,1.0,1.0,,,,,,,,
11396194,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,85.0,75.0,8.0,5.0,25.0,28.0,50.0,58.0,6.0,,,,90.0,93.0,7.3,11.0,0.218446,0,,1.0,3.0,3.0,4.0,,,,,3.0,3.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
11396194,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,46.0,42.0,3.0,1.0,15.0,16.0,28.0,34.0,4.0,,,,90.0,72.0,7.0,11.0,0.038252,2,,4.0,3.0,4.0,3.0,,,1.0,2.0,2.0,2.0,,,,,1.0,,0.1331,,1.0,1.0,1.0,,,,2.0,,,,,,,,
11396194,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,F,20,20,False,38.0,32.0,,,7.0,9.0,26.0,32.0,3.0,,,,90.0,55.0,6.6,18.0,0.301971,1,,3.0,3.0,10.0,2.0,2.0,3.0,,,,,,,,,1.0,1.0,0.0493,,1.0,3.0,2.0,,4.0,,1.0,,,1.0,,,,,
11396194,home,SV Werder Bremen,Nick Woltemade,nick-woltemade,N. Woltemade,F,27,198,55679,M,980623,EUR,1013644800,F,29,29,False,32.0,29.0,2.0,1.0,6.0,6.0,23.0,26.0,4.0,,,,76.0,47.0,8.6,10.0,0.0551885,4,,,,5.0,3.0,1.0,3.0,,,,,,2.0,,,,,0.6561,,,2.0,3.0,1.0,1.0,,1.0,,,1.0,3.0,2.0,0.6802,,
