match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_outfielderBlock,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
12645886,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,683,M,284349,EUR,833500800,G,22,22,False,42.0,35.0,15.0,8.0,0.0,30.0,33.0,5.0,9.0,1.0,7.0,1.0,1.0,90.0,47.0,6.6,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,612,M,927304,EUR,945820800,D,28,28,False,63.0,54.0,10.0,4.0,0.0,32.0,34.0,23.0,32.0,2.0,9.0,,,90.0,81.0,6.8,14.0,0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1504,M,286087,EUR,855619200,D,23,23,False,51.0,46.0,7.0,3.0,0.0,34.0,35.0,12.0,16.0,7.0,4.0,,1.0,90.0,63.0,6.9,6.0,0,,,3.0,7.0,,,,3.0,4.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,5,191,785,M,352736,EUR,841968000,D,6,6,False,62.0,57.0,6.0,5.0,1.0,39.0,39.0,18.0,23.0,4.0,9.0,,1.0,83.0,78.0,7.9,6.0,1,,,2.0,2.0,,,,2.0,,,,1.0,3.0,,1.0,1.0,5.0,,,,,,,,,,,,,,
12645886,home,Cagliari,Paulo Azzi,paulo-azzi,P. Azzi,M,7,188,188,M,383314,EUR,774230400,M,37,37,False,37.0,28.0,4.0,1.0,0.0,8.0,8.0,21.0,32.0,,6.0,,,90.0,52.0,6.9,13.0,1,3.0,1.0,3.0,4.0,,,,1.0,,,1.0,2.0,,1.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,
12645886,home,Cagliari,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3926,M,279563,EUR,832809600,M,18,18,False,45.0,37.0,4.0,3.0,1.0,14.0,15.0,27.0,36.0,3.0,5.0,,,90.0,58.0,7.7,11.0,2,6.0,4.0,,2.0,,,,,,,2.0,5.0,3.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,
12645886,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,279,M,328109,EUR,807235200,M,14,14,False,29.0,23.0,3.0,2.0,0.0,15.0,18.0,8.0,11.0,3.0,4.0,,,58.0,37.0,7.1,8.0,2,,,,1.0,,,,,1.0,1.0,1.0,,2.0,,,2.0,2.0,,,2.0,,,1.0,,,,,,,,
12645886,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,350,M,596736,EUR,778204800,M,3,3,False,38.0,28.0,8.0,3.0,0.0,12.0,16.0,21.0,35.0,4.0,6.0,,1.0,90.0,68.0,7.6,20.0,1,13.0,5.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,
12645886,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5502,M,1000150,EUR,1015632000,F,77,77,False,23.0,20.0,3.0,2.0,0.0,7.0,9.0,14.0,16.0,3.0,5.0,,2.0,83.0,36.0,7.3,7.0,3,2.0,1.0,1.0,3.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,2.0,1.0,,LuvumboZito,,,,,,,
12645886,home,Cagliari,Leonardo Pavoletti,leonardo-pavoletti,L. Pavoletti,F,30,188,577,M,132704,EUR,596505600,F,30,30,False,20.0,13.0,2.0,,0.0,7.0,7.0,6.0,13.0,5.0,1.0,,1.0,58.0,27.0,7.6,9.0,1,,,3.0,5.0,,1.0,1.0,,,,2.0,2.0,3.0,,,1.0,,,,1.0,,,,,True,,,,,,
12645886,home,Cagliari,Roberto Piccoli,roberto-piccoli,R. Piccoli,F,91,190,1583,M,958982,EUR,980553600,F,91,91,False,5.0,3.0,,,0.0,,,3.0,7.0,3.0,,,1.0,67.0,23.0,7.9,10.0,3,2.0,,,4.0,,,,,1.0,,2.0,,1.0,2.0,,,,,,4.0,,2.0,,,,1.0,2.0,,,,
12645886,home,Cagliari,Michel Adopo,michel-ndary-adopo,M. N. Adopo,M,8,187,556,M,928777,EUR,963964800,M,8,8,True,10.0,9.0,,,0.0,1.0,1.0,8.0,9.0,,3.0,,,32.0,22.0,6.5,8.0,0,,,1.0,5.0,,,,,,,1.0,,,3.0,,,2.0,,,3.0,,,,,,,,,,,
12645886,home,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178,4581,M,147368,EUR,634348800,F,9,9,True,5.0,4.0,,,0.0,,,4.0,5.0,2.0,1.0,,1.0,32.0,13.0,6.8,4.0,3,,,,,,,,,,,,1.0,1.0,,,1.0,,,,3.0,,2.0,,gianlucalapadula,,,,1.0,,,
12645886,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,703,M,1111640,EUR,1072569600,M,16,16,True,8.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,5.0,1.0,2.0,,,23.0,13.0,7.1,2.0,2,,,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,1.0,1.0,,,
12645886,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,680,M,964153,EUR,1030060800,D,33,33,True,9.0,7.0,2.0,,0.0,2.0,2.0,5.0,8.0,,2.0,,,13.0,12.0,6.6,3.0,0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Kingstone Mutandwa,mutandwa-kingstone,K. Mutandwa,F,7,180,472,M,1471569,EUR,1041724800,F,80,80,True,5.0,2.0,,,0.0,,,2.0,5.0,1.0,1.0,,,13.0,7.0,6.6,4.0,1,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
12645886,home,Cagliari,Alen Sherri,alen-sherri,A. Sherri,G,12,196,359,M,363380,EUR,882144000,G,71,71,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Velizar-Iliya Iliev,iliev-velizar-iliya,V. Iliev,G,31,194,140,M,1137731,EUR,1121817600,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Alessandro Di Pardo,alessandro-di-pardo,A. D. Pardo,M,29,182,160,M,928814,EUR,932256000,D,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180,321,M,569556,EUR,822009600,M,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Mattia Felici,felici-mattia,M. Felici,M,17,180,328,M,975811,EUR,987465600,F,97,97,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,539,M,920391,EUR,900720000,M,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,home,Cagliari,Gastón Pereiro,gaston-pereiro,G. Pereiro,F,,188,421,M,311396,EUR,802828800,F,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645886,away,Carrarese,Marco Bleve,marco-bleve,M. Bleve,G,1,184,59,M,307036,EUR,813974400,G,1,1,False,33.0,22.0,22.0,14.0,0.0,15.0,20.0,7.0,13.0,,10.0,,,90.0,46.0,7.5,11.0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,4.0,6.0
