match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_errorLeadToAShot,stat_dispossessed,captain,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_clearanceOffLine
13472681,home,Internacional,Ivan Quaresma,ivan-quaresma,Ivan,G,12,195.0,673,M,795029,EUR,855273600,G,12,12,False,6.0,5.0,1.0,0.0,5.0,6.0,5.0,2.0,90.0,12.0,6.9,1.0,5.381e-05,8.3343436454228,1.0,4.2034017231855,0.0,0,0.0795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472681,home,Internacional,Vitão,vitao,Vitão,D,44,185.0,3503,M,876625,EUR,949449600,D,4,4,False,61.0,51.0,7.0,0.0,23.0,27.0,6.0,,90.0,70.0,7.4,13.0,0.0157218,145.81157528766,20.0,60.258128042929,0.0,1,,4.0,28.0,34.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,0.025,0.2445,,,,,,,,,,,,,,,,,,,,,,,,,,
13472681,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180.0,995,M,128376,EUR,543024000,D,25,25,False,64.0,62.0,4.0,0.0,21.0,21.0,3.0,,90.0,76.0,7.7,2.0,0.0780472,144.44945494822,17.0,105.67906837262,2.0,0,,3.0,41.0,43.0,,1.0,1.0,3.0,,6.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,23.125389938524,45.228801535105,1.0,,,,,,,,,,,,,,,,,,,,
13472681,home,Internacional,Juninho,juninho,Juninho,D,18,186.0,513,M,799947,EUR,791596800,D,18,18,False,34.0,33.0,,0.0,9.0,9.0,1.0,,45.0,36.0,6.8,1.0,0.0121174,94.554573026785,9.0,63.727898797355,1.0,0,,,24.0,25.0,1.0,,3.0,1.0,,,1.0,1.0,,2.0,,,,,,31.801447258344,36.452731255696,1.0,,,,,,,,,,,,,,,,,,,,
13472681,home,Internacional,Vitinho,vitinho,Vitinho,M,28,181.0,1064,M,982405,EUR,922924800,M,28,28,False,37.0,32.0,,0.0,5.0,6.0,3.0,,85.0,61.0,7.5,12.0,0.81058,113.19077851508,14.0,70.261030869523,4.0,3,,,27.0,31.0,,4.0,5.0,8.0,,1.0,1.0,1.0,1.0,2.0,0.155,,,1.0,2.0,16.688285103989,61.365309418967,2.0,,,4.0,1.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
13472681,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175.0,903,M,995071,EUR,986342400,M,15,15,False,77.0,72.0,1.0,0.0,14.0,15.0,7.0,,90.0,99.0,7.1,8.0,0.0585116,371.17629982147,40.0,201.61971686977,4.0,1,,,58.0,62.0,2.0,5.0,5.0,7.0,,8.0,1.0,1.0,,1.0,0.0213,,,2.0,1.0,32.497997214722,108.55708923351,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,
13472681,home,Internacional,Thiago Maia,thiago-maia,T. Maia,M,29,179.0,1392,M,358550,EUR,859075200,M,29,29,False,87.0,72.0,5.0,0.0,20.0,25.0,4.0,,90.0,101.0,7.1,16.0,0.0821403,120.85006516766,19.0,60.115149674251,0.0,0,,1.0,52.0,62.0,2.0,5.0,2.0,6.0,,5.0,,,1.0,,,,,2.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
13472681,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169.0,2144,M,989200,EUR,969753600,M,26,26,False,64.0,61.0,3.0,0.0,14.0,16.0,5.0,,90.0,95.0,7.4,17.0,0.489418,268.11131704123,32.0,153.52173665489,2.0,1,,2.0,47.0,48.0,4.0,1.0,10.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,0.0161,0.1467,,1.0,,21.227117132423,45.795871945789,4.0,,,7.0,4.0,3.0,1.0,,,,,,1.0,,,,,,,,
13472681,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177.0,6630,M,124997,EUR,674092800,F,10,10,False,75.0,70.0,2.0,0.0,7.0,8.0,3.0,,90.0,93.0,8.0,13.0,0.664923,150.63356678886,23.0,55.600873991936,2.0,2,,2.0,63.0,67.0,3.0,1.0,5.0,4.0,,,1.0,1.0,2.0,2.0,0.0729,,1.0,,1.0,13.237806818364,30.609838047556,6.0,,,6.0,1.0,1.0,1.0,,,2.0,,,1.0,True,,,,,,,
13472681,home,Internacional,Bruno Tabata,bruno-tabata,B. Tabata,M,17,175.0,1114,M,845433,EUR,859680000,F,17,17,False,35.0,29.0,2.0,0.0,6.0,6.0,3.0,,65.0,54.0,7.2,9.0,0.0480471,136.63739003278,13.0,68.080179042341,3.0,6,,1.0,23.0,29.0,1.0,,4.0,4.0,3.0,,1.0,1.0,,1.0,0.9836,0.6102,1.0,,1.0,23.343627217169,55.886591478435,1.0,,,2.0,1.0,4.0,2.0,,1.0,2.0,,,,,1.0,,,,,,
