match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_errorLeadToAShot,stat_dispossessed,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim
14109639,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4079,M,39573,EUR,604713600,G,1,1,False,True,15.0,14.0,5.0,4.0,0.0,11.0,11.0,3.0,4.0,2.0,11.0,1.0,3.0,1.0,1.0,90.0,29.0,6.6,1.0,0.0007751,0.0609,0,-0.5093,0.06,0.01,-0.01,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109639,home,Beşiktaş JK,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,948,M,595396,EUR,780019200,D,25,25,False,,35.0,26.0,4.0,1.0,0.0,11.0,15.0,15.0,20.0,1.0,7.0,,,,,90.0,57.0,6.8,15.0,0.0470831,,0,,0.25,0.1,-0.13,,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109639,home,Beşiktaş JK,Tiago Djaló,tiago-djalo,T. Djaló,D,35,190,2984,M,892735,EUR,955238400,D,35,35,False,,43.0,39.0,5.0,1.0,0.0,26.0,29.0,13.0,14.0,4.0,4.0,,,,,90.0,57.0,7.0,5.0,0.00550103,,1,,0.13,0.04,0.69,,,3.0,1.0,6.0,4.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1636,-0.31,,,,,,,,,,,,,,,,
14109639,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,14,14,False,,53.0,48.0,1.0,1.0,0.0,24.0,25.0,24.0,28.0,5.0,7.0,,,,,90.0,67.0,6.4,7.0,0.015353,,1,,0.2,0.13,-0.25,,,2.0,3.0,8.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,,,,,1.0,,0.0178,-0.09,1.0,1.0,0.3301,,,,,,,,,,,,,
14109639,home,Beşiktaş JK,David Jurásek,david-jurasek,D. Jurásek,D,39,183,1517,M,1030711,EUR,965606400,D,39,39,False,,29.0,25.0,5.0,3.0,0.0,11.0,13.0,14.0,16.0,,5.0,,,,,90.0,55.0,6.2,14.0,0.0267713,,0,,-0.14,0.16,-0.34,,6.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
14109639,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1369,M,135695,EUR,757814400,M,8,8,False,,31.0,28.0,2.0,1.0,0.0,9.0,10.0,19.0,21.0,1.0,5.0,,,,,55.0,42.0,6.8,6.0,0.0258988,,0,,0.18,0.04,0.18,,,,,5.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,
14109639,home,Beşiktaş JK,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,,62.0,54.0,5.0,1.0,0.0,13.0,14.0,41.0,48.0,,3.0,,,,,90.0,85.0,8.2,14.0,0.546377,,3,,0.76,0.31,0.2,,5.0,2.0,1.0,4.0,7.0,,1.0,2.0,3.0,3.0,1.0,3.0,,1.0,,2.0,3.0,0.0977,-0.3,,,,,,,,orkunkokcu,2.0,3.0,,,,,,
14109639,home,Beşiktaş JK,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3495,M,280631,EUR,877046400,M,18,18,False,,47.0,37.0,6.0,3.0,1.0,11.0,12.0,26.0,35.0,1.0,4.0,,,,,90.0,70.0,6.5,21.0,0.263124,,4,,0.0,0.43,-0.05,,6.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,4.0,,0.2648,-0.56,,1.0,0.4423,,,,1.0,,2.0,2.0,,,,,,
14109639,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,16962,M,252577,EUR,737596800,M,27,27,False,,31.0,28.0,4.0,3.0,0.0,5.0,5.0,23.0,26.0,,2.0,,,,,73.0,40.0,7.2,5.0,0.121036,,2,,0.36,0.45,-0.05,,,,,2.0,,,,,,,,4.0,,,,,,0.184,0.12,,1.0,0.1253,,,,2.0,Rafa_Silva,,1.0,,,,,,
14109639,home,Beşiktaş JK,El Bilal Touré,el-bilal-toure,E. B. Touré,F,19,185,9481,M,982615,EUR,1002067200,M,19,19,False,,27.0,21.0,,,0.0,1.0,1.0,20.0,26.0,,1.0,,,,,90.0,44.0,7.4,14.0,0.222012,,4,,0.24,0.41,-0.11,,,3.0,3.0,7.0,7.0,1.0,6.0,,,,,2.0,1.0,,,4.0,,0.4771,0.42,4.0,2.0,0.35,,,,1.0,el_bilal_9,,1.0,1.0,1.0,,,,
