match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_dispossessed,player_sofascoreId,stat_totalContest,stat_wonContest,stat_accurateCross,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot,stat_errorLeadToAGoal
10388324,home,RB Leipzig,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48863,M,769333,EUR,879465600,F,18,18,False,22.0,17.0,4.0,2.0,8.0,8.0,9.0,15.0,1.0,4.0,,5.0,,,,90.0,38.0,7.8,11.0,2.0501,1.9929,0.0213907,4,,,,2.0,5.0,1.0,1.0,2.0,,1.0,,,,,3.0,,,,1.0,1.0,1.0,Nkunku,2.0,,,,1.0,2.0,,,,,,,,
10388324,home,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,True,24.0,19.0,5.0,3.0,10.0,10.0,9.0,14.0,,1.0,,1.0,,,,48.0,27.0,6.3,5.0,0.0,0.0,0.00700973,0,,,,2.0,5.0,,,,1.0,,,,3.0,,,,,,,,,JGvardiol,1.0,1.0,,,,,,,,,,,,
10388324,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,9.0,7.0,1.0,1.0,3.0,3.0,4.0,6.0,1.0,2.0,,4.0,,,,26.0,15.0,6.7,3.0,0.0,0.0,0.00101428,0,,,,,,,,,,1.0,,,,,,,1.0,,,,,amadou_haidara04,,,,,,,,,,,,,,
10388324,home,RB Leipzig,Timo Werner,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,F,11,11,True,5.0,3.0,,,1.0,2.0,2.0,6.0,,2.0,,,,,,26.0,16.0,6.4,9.0,0.4958,0.0,0.00666241,2,,,,,3.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,1.0,,3.0,,timowerner,3.0,1.0,,,1.0,,1.0,,,,,,,
10388324,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,True,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,8.0,4.0,6.6,,0.0,0.0,0.00109235,0,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10388324,home,RB Leipzig,Jonas Nickisch,jonas-nickisch,J. Nickisch,G,21,190,69,M,1142705,EUR,1085097600,G,34,34,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Jonas,Nickisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,home,RB Leipzig,Sanoussy Ba,sanoussy-ba,S. Ba,D,25,178,145,M,1142701,EUR,1073260800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Sanoussy,Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,home,RB Leipzig,Emil Forsberg,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,F,10,10,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,home,RB Leipzig,Hugo Novoa,hugo-novoa-ramos,H. N. Ramos,M,2,182,228,M,1001967,EUR,1043366400,F,38,38,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,27.0,26.0,10.0,9.0,25.0,25.0,1.0,2.0,,,,14.0,4.0,5.0,,90.0,45.0,7.1,1.0,0.0,0.0,0.00041351,0,0.7035,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
10388324,away,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,49.0,37.0,9.0,6.0,19.0,19.0,19.0,33.0,,4.0,,6.0,,,,90.0,72.0,6.7,17.0,0.0,0.0,0.0835878,0,,,,1.0,3.0,,,,,2.0,1.0,,,,1.0,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,79.0,67.0,16.0,9.0,52.0,53.0,15.0,27.0,3.0,4.0,7.0,5.0,,,,90.0,100.0,6.9,14.0,0.0,0.0,0.00833997,0,,,,1.0,1.0,,,,5.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,
10388324,away,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,63.0,58.0,7.0,6.0,46.0,48.0,12.0,15.0,,2.0,2.0,1.0,,,,90.0,78.0,6.7,6.0,0.0,0.0,0.00309494,0,,,,1.0,2.0,,,,4.0,1.0,,,1.0,2.0,,,2.0,1.0,,,,mickyvdven,,,,,,,,,,,,,2.0,
10388324,away,VfL Wolfsburg,Paulo Otávio,paulo-otavio,P. Otávio,D,6,173,323,M,552180,EUR,785548800,D,6,6,False,74.0,62.0,10.0,3.0,39.0,40.0,23.0,35.0,3.0,12.0,1.0,6.0,,,,90.0,101.0,6.6,15.0,0.0,0.0,0.0142835,0,,,,2.0,5.0,,,,1.0,2.0,2.0,,1.0,,2.0,,4.0,3.0,1.0,1.0,,,3.0,3.0,,,,,,,,,,,,1.0
10388324,away,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,M,29,29,False,20.0,15.0,2.0,1.0,8.0,8.0,7.0,12.0,,,1.0,2.0,,,,45.0,25.0,6.1,6.0,0.0,0.0,0.00582189,0,,,,1.0,9.0,,,,2.0,,5.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,36.0,30.0,10.0,7.0,12.0,12.0,19.0,28.0,,4.0,,6.0,,,,72.0,47.0,6.5,11.0,0.021,0.0,0.0866597,1,,,,,5.0,,,,,1.0,2.0,True,2.0,,4.0,,,,1.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,
10388324,away,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,10.0,6.0,1.0,,,1.0,6.0,11.0,,2.0,,2.0,,,,45.0,19.0,6.7,8.0,0.0,0.0,0.0482909,0,,,,,,,,,2.0,2.0,,,,,1.0,,,,,2.0,,jakub.kaminskii,1.0,1.0,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Max Kruse,max-kruse,M. Kruse,F,,181,272,M,26687,EUR,574732800,M,9,9,False,41.0,35.0,4.0,4.0,19.0,21.0,16.0,20.0,2.0,4.0,,2.0,,,,90.0,54.0,6.9,9.0,0.2124,0.0,0.058233,3,,,,,2.0,,2.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,
10388324,away,VfL Wolfsburg,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,M,17,17,False,12.0,10.0,,,5.0,5.0,5.0,9.0,,6.0,,1.0,,,,59.0,25.0,6.7,6.0,0.0,0.0,0.0423731,0,,,,1.0,2.0,,,,,1.0,,,,,5.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Lukas Nmecha,lukas-nmecha,L. Nmecha,F,14,185,2645,M,803185,EUR,913593600,F,10,10,False,10.0,4.0,,,1.0,1.0,3.0,9.0,1.0,3.0,,,,,,59.0,15.0,6.8,8.0,0.0605,0.0838,0.0112294,1,,,,2.0,4.0,,,1.0,,2.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,True,17.0,15.0,2.0,1.0,6.0,7.0,9.0,10.0,,2.0,,2.0,,,,45.0,23.0,6.6,2.0,0.0,0.0,0.0463208,0,,,,1.0,3.0,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,33,33,True,14.0,8.0,1.0,,3.0,5.0,5.0,9.0,2.0,7.0,,3.0,,,,45.0,28.0,7.0,10.0,0.2355,0.483,0.00507179,3,,,,1.0,4.0,,1.0,2.0,1.0,2.0,,,1.0,,3.0,,1.0,1.0,1.0,,,OMarmoush,3.0,1.0,,,,,1.0,,,,,,,
10388324,away,VfL Wolfsburg,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2234,M,357598,EUR,898560000,M,14,14,True,16.0,13.0,2.0,2.0,9.0,11.0,4.0,7.0,,1.0,,1.0,,,,31.0,26.0,6.6,8.0,0.0172,0.174,0.0385334,1,,,,1.0,3.0,,,1.0,1.0,2.0,,,1.0,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Luca Waldschmidt,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,F,7,7,True,12.0,8.0,1.0,,7.0,7.0,1.0,5.0,,,,2.0,,,,31.0,13.0,6.4,5.0,0.0,0.0,0.00041749,0,,,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,True,15.0,12.0,2.0,1.0,9.0,9.0,3.0,7.0,1.0,1.0,2.0,1.0,,,,18.0,22.0,6.6,5.0,0.0,0.0,0.00542823,0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188,631,M,880742,EUR,947808000,M,38,38,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388324,away,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
