match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_totalContest,stat_wonContest,stat_totalCross,stat_aerialLost,stat_bigChanceMissed,stat_accurateCross,stat_shotOffTarget,captain,stat_penaltyWon,stat_lastManTackle
10389885,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,26.0,21.0,10.0,5.0,18.0,20.0,3.0,6.0,8.0,5.0,1.0,7.0,90.0,38.0,6.8,5.0,0.0,0.0,0.00053417,0,-0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389885,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,64.0,52.0,6.0,4.0,39.0,42.0,13.0,22.0,5.0,,,,90.0,81.0,7.0,16.0,0.0515,0.0,0.516463,1,,axel_disasi,1.0,6.0,3.0,9.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389885,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,43.0,41.0,1.0,1.0,33.0,33.0,8.0,10.0,3.0,,,,44.0,50.0,6.0,2.0,0.0022,0.0868,0.00392536,1,,,,3.0,3.0,3.0,,,,1.0,1.0,3.0,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10389885,home,AS Monaco,Malang Sarr,,,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,23,23,False,39.0,36.0,3.0,3.0,26.0,28.0,10.0,11.0,1.0,,,,45.0,46.0,6.4,3.0,0.0,0.0,0.00663321,0,,,,,2.0,1.0,,,,3.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
10389885,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,M,2,2,False,23.0,16.0,5.0,1.0,11.0,13.0,5.0,10.0,5.0,,,,45.0,31.0,6.4,7.0,0.0,0.0,0.00506656,0,,,,1.0,2.0,4.0,,,,,,,1.0,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,
10389885,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,43.0,32.0,3.0,2.0,15.0,17.0,17.0,27.0,6.0,,,,90.0,62.0,6.8,20.0,0.5414,0.185,0.0233422,1,,YFofana19_,,1.0,8.0,6.0,3.0,,,,,2.0,3.0,1.0,3.0,2.0,,,1.0,1.0,1.0,,2.0,,1.0,2.0,,,,,,
10389885,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,52.0,46.0,3.0,2.0,22.0,22.0,24.0,30.0,7.0,,,,81.0,69.0,6.1,11.0,0.1707,0.5091,0.0718097,2,,camara_mohamed6,,,10.0,7.0,3.0,,,,,,1.0,1.0,,2.0,3.0,,2.0,2.0,,,6.0,4.0,,,1.0,,,,,
10389885,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,M,14,14,False,51.0,42.0,4.0,,25.0,26.0,17.0,26.0,4.0,,,,90.0,67.0,6.5,12.0,0.0,0.0,0.0141063,0,,ismaijakobs,,,3.0,2.0,,,,4.0,,,2.0,1.0,,,1.0,,,,,,,,1.0,2.0,,,,,,
10389885,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,F,18,18,False,8.0,5.0,,,2.0,2.0,4.0,9.0,1.0,,,,45.0,16.0,6.9,7.0,0.0,0.0,0.165711,0,,Minamino,1.0,,5.0,1.0,,1.0,,,,,,,2.0,,1.0,1.0,4.0,,,,1.0,1.0,3.0,,,1.0,,,,
10389885,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,False,25.0,16.0,,,4.0,4.0,12.0,21.0,,,,,90.0,44.0,6.4,16.0,0.2242,0.0,0.0987891,1,,breelembolo97,,,7.0,5.0,2.0,1.0,,1.0,,,1.0,,2.0,3.0,2.0,2.0,,,,,3.0,1.0,,1.0,1.0,,1.0,,,
10389885,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,17.0,15.0,,,3.0,3.0,12.0,15.0,3.0,,,,54.0,25.0,6.7,5.0,0.0,0.0,0.339436,0,,wisbenyedder,,,6.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,1.0,1.0,3.0,,,,True,,
10389885,home,AS Monaco,Benoît Badiashile,,,benoit-badiashile,B. Badiashile,D,5,194,10555,M,904827,EUR,985564800,D,5,5,True,29.0,25.0,5.0,4.0,19.0,22.0,6.0,7.0,3.0,,,,45.0,36.0,6.9,4.0,0.2028,0.3654,0.00216113,1,,badiashile,,2.0,4.0,3.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,4.0,,,,,,
10389885,home,AS Monaco,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,True,29.0,20.0,1.0,,12.0,13.0,8.0,17.0,3.0,,,,45.0,43.0,6.4,11.0,0.0,0.0,0.0149398,0,,,,,2.0,3.0,1.0,,,2.0,,1.0,2.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,
10389885,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,True,16.0,15.0,2.0,2.0,4.0,4.0,15.0,17.0,2.0,,,,45.0,25.0,7.4,3.0,0.0495,0.0511,0.191085,1,,alex_golovin17,,,,,,,,,,1.0,,,1.0,,,3.0,,1.0,,,,,5.0,,,4.0,,,,
10389885,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,F,27,27,True,11.0,8.0,1.0,,2.0,2.0,6.0,10.0,4.0,,,,36.0,18.0,6.5,8.0,0.0,0.0,0.0252987,0,,krepindiatta,,1.0,1.0,2.0,,,,,,,,,3.0,1.0,,,,,,,1.0,,1.0,,,,,,,
10389885,home,AS Monaco,Jean Lucas,,,jean-lucas,J. Lucas,M,6,181,3741,M,927975,EUR,898473600,M,11,11,True,10.0,9.0,,,2.0,2.0,7.0,8.0,1.0,,,,9.0,14.0,6.9,1.0,0.0,0.0,0.00388202,0,,,,,1.0,3.0,,,,,,,1.0,1.0,,,1.0,,,,,,2.0,2.0,,,,,,,,
10389885,home,AS Monaco,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,120,M,339809,EUR,817516800,G,30,30,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
