match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,captain,player_firstName,player_lastName,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_errorLeadToAShot,stat_errorLeadToAGoal,player_sofascoreId,stat_clearanceOffLine,stat_bigChanceCreated,stat_bigChanceMissed
10411760,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,35.0,19.0,28.0,12.0,8.0,13.0,11.0,22.0,1.0,7.0,1.0,3.0,4.0,1.0,90.0,44.0,7.4,16.0,0.0,0.0,0.00565934,0,0.3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,34.0,27.0,5.0,3.0,18.0,22.0,9.0,12.0,5.0,7.0,,,,,90.0,47.0,7.3,8.0,0.1145,0.0,0.0214547,1,,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,26.0,24.0,2.0,2.0,21.0,23.0,3.0,3.0,4.0,3.0,,,,,90.0,41.0,6.4,4.0,0.0,0.0,0.00066358,0,,2.0,2.0,7.0,5.0,1.0,,,1.0,3.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,D,61,61,False,38.0,25.0,5.0,2.0,22.0,30.0,3.0,11.0,2.0,4.0,,,,,90.0,52.0,6.6,17.0,0.0,0.0,0.00138925,0,,,2.0,2.0,2.0,1.0,,1.0,2.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,21.0,13.0,2.0,,11.0,13.0,3.0,9.0,3.0,3.0,,,,,67.0,48.0,6.3,13.0,0.0722,0.0,0.0106857,1,,2.0,1.0,8.0,5.0,2.0,,,,1.0,1.0,3.0,1.0,,3.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,M,24,24,False,35.0,29.0,7.0,2.0,19.0,20.0,10.0,16.0,,6.0,,,,,81.0,51.0,6.6,12.0,0.0,0.0,0.00449106,0,,2.0,,3.0,4.0,,,,2.0,2.0,1.0,2.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Miguel Veloso,miguel-veloso,M. Veloso,M,,180,198,M,6557,EUR,516153600,M,4,4,False,23.0,17.0,2.0,,10.0,13.0,7.0,13.0,,5.0,,,,,45.0,33.0,6.6,10.0,0.0258,0.0,0.00219492,1,,1.0,1.0,3.0,3.0,,,,,2.0,1.0,,1.0,,,1.0,3.0,,1.0,,True,,,,,,,,,,,,,
10411760,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,26.0,18.0,5.0,3.0,8.0,9.0,10.0,17.0,,5.0,,,,,90.0,40.0,6.7,10.0,0.0231,0.0,0.00691677,1,,,,4.0,5.0,1.0,,,1.0,3.0,1.0,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,M,3,3,False,14.0,12.0,,,7.0,7.0,5.0,7.0,1.0,4.0,,,,,45.0,24.0,6.4,6.0,0.0,0.0,0.00208129,0,,,2.0,3.0,2.0,,,,1.0,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,
10411760,home,Hellas Verona,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,15,181,317,M,587962,EUR,713404800,F,11,11,False,9.0,8.0,,,3.0,3.0,5.0,6.0,,2.0,,,,,90.0,21.0,6.6,6.0,0.0148,0.0,0.00504838,1,,5.0,1.0,6.0,3.0,1.0,,,,,,1.0,1.0,,,,,,1.0,5.0,,,,1.0,1.0,,,,,,,,,
10411760,home,Hellas Verona,Simone Verdi,simone-verdi,S. Verdi,M,99,174,614,M,98058,EUR,710899200,F,7,7,False,14.0,13.0,3.0,2.0,6.0,6.0,7.0,8.0,,2.0,,,,,61.0,25.0,6.7,4.0,0.0846,0.0,0.00762378,2,,2.0,1.0,4.0,5.0,3.0,,,,,,2.0,1.0,,,,,,,2.0,,,,2.0,,2.0,,,,,,,,
10411760,home,Hellas Verona,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,17,17,True,13.0,10.0,2.0,1.0,7.0,9.0,4.0,5.0,3.0,1.0,,,,,45.0,25.0,7.6,4.0,0.0582,0.2228,0.0108894,1,,1.0,3.0,5.0,4.0,,1.0,3.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
10411760,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,True,9.0,5.0,,,1.0,2.0,6.0,13.0,,,,,,,45.0,25.0,7.1,11.0,0.0,0.0,0.14091,0,,2.0,,5.0,3.0,3.0,,,,2.0,,,,3.0,,1.0,6.0,2.0,,,,,,1.0,,,,1.0,,,,,,
10411760,home,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199,819,M,76132,EUR,643334400,F,19,19,True,5.0,,,,,,,5.0,3.0,,,,,,29.0,11.0,6.7,5.0,0.0,0.0,0.0,0,,2.0,5.0,3.0,5.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
