match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_fouls,stat_errorLeadToAShot,captain,stat_wonContest,stat_outfielderBlock,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId,stat_clearanceOffLine,stat_lastManTackle,stat_goals
12764511,home,SK Sturm Graz,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,786,M,852394,EUR,948585600,G,1,1,False,28.0,19.0,19.0,10.0,0.0,14.0,17.0,5.0,11.0,5.0,3.0,3.0,90.0,33.0,6.8,9.0,0.00375255,0,0.4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764511,home,SK Sturm Graz,Jusuf Gazibegović,jusuf-gazibegovic,J. Gazibegović,D,22,174,1223,M,907530,EUR,952732800,D,22,22,False,29.0,26.0,6.0,5.0,0.0,11.0,11.0,16.0,22.0,1.0,,,90.0,56.0,7.5,9.0,0.0761325,3,,4.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0753,0.124,1.0,,,,,,,,,,,,,,,,,,,
12764511,home,SK Sturm Graz,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187,219,M,924690,EUR,977702400,D,47,47,False,34.0,32.0,1.0,,0.0,23.0,23.0,9.0,11.0,2.0,,,90.0,46.0,6.7,2.0,0.00409922,1,,,,4.0,4.0,2.0,,,2.0,2.0,2.0,1.0,,1.0,0.0149,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12764511,home,SK Sturm Graz,Niklas Geyrhofer,niklas-geyrhofer,N. Geyrhofer,D,35,188,64,M,1017135,EUR,950227200,D,35,35,False,20.0,20.0,,,0.0,15.0,15.0,5.0,5.0,4.0,,,59.0,25.0,6.0,1.0,0.00184894,0,,,,1.0,,1.0,,,3.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12764511,home,SK Sturm Graz,Dimitri Lavalėe,dimitri-lavalee,D. Lavalėe,D,24,187,148,M,857458,EUR,853113600,D,24,24,False,42.0,30.0,7.0,2.0,0.0,18.0,20.0,12.0,25.0,5.0,,,89.0,67.0,7.1,19.0,0.00642405,0,,3.0,,3.0,7.0,2.0,2.0,,2.0,2.0,4.0,2.0,2.0,1.0,,,,,,,,,1.0,,True,2.0,2.0,,,,,,,,,
12764511,home,SK Sturm Graz,Malick Yalcouyé,malick-yalcouye,M. Yalcouyé,M,8,171,1232,M,1568186,EUR,1132272000,M,8,8,False,50.0,44.0,3.0,1.0,0.0,16.0,18.0,28.0,33.0,9.0,,,90.0,66.0,6.8,13.0,0.147616,2,,1.0,,7.0,5.0,,2.0,,,1.0,2.0,1.0,3.0,2.0,0.0259,,1.0,Malick Yalcouyé,,1.0,,1.0,3.0,,,1.0,,2.0,1.0,,,,,,,
12764511,home,SK Sturm Graz,Tomi Horvat,tomi-horvat,T. Horvat,M,14,176,562,M,906698,EUR,922233600,M,19,19,False,34.0,28.0,8.0,5.0,0.0,10.0,11.0,18.0,24.0,3.0,,,70.0,43.0,6.8,7.0,0.0609778,0,,1.0,,3.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
12764511,home,SK Sturm Graz,Tochi Chukwuani,tochi-chukwuani,T. P. Chukwuani,M,42,187,598,M,994007,EUR,1048464000,M,21,21,False,55.0,49.0,2.0,1.0,0.0,20.0,22.0,29.0,33.0,5.0,,,90.0,65.0,6.7,8.0,0.0349949,0,,,,4.0,1.0,2.0,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,
12764511,home,SK Sturm Graz,William Bøving,william-boving,W. Bøving,M,14,176,766,M,1021075,EUR,1046476800,M,15,15,False,26.0,19.0,1.0,,0.0,7.0,8.0,14.0,26.0,6.0,,,90.0,51.0,6.6,22.0,0.0280087,1,,8.0,2.0,4.0,3.0,,4.0,1.0,,1.0,1.0,1.0,4.0,1.0,0.1396,0.5659,1.0,,,,,,,,,1.0,,1.0,,,,,,,,
12764511,home,SK Sturm Graz,Seedy Jatta,seedy-jatta,S. Jatta,F,20,180,274,M,1024876,EUR,1047945600,F,20,20,False,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,2.0,,,59.0,13.0,6.6,7.0,0.194641,1,,,,5.0,1.0,,2.0,1.0,,,1.0,1.0,2.0,,0.0813,0.5068,1.0,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,
