match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_goalAssist,stat_totalCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_fouls,stat_wasFouled,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_penaltyWon,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyConceded
11391335,home,Toulouse,Thijs Dallinga,,,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,9,9,False,17.0,15.0,1.0,1.0,7.0,8.0,10.0,,2.0,,,90.0,32.0,7.7,7.0,0.0658183,6,,8.0,1.0,,6.0,4.0,3.0,2.0,,,1.0,,,,,1.1759,1.0,,1.0,2.0,,2.0,2.0,2.0,,,3.0,1.0,0.8959,,,,,,,,,,
11391335,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,24,24,True,14.0,13.0,3.0,3.0,6.0,6.0,9.0,1.0,1.0,,,21.0,20.0,6.4,3.0,0.00382964,0,,7.0,,,3.0,1.0,,,,1.0,,,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11391335,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,19,19,True,2.0,2.0,,,,,2.0,1.0,,,,21.0,5.0,6.5,1.0,0.00039601,0,,2.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11391335,home,Toulouse,Mikkel Desler,,,mikkel-desler,M. Desler,D,3,187,109,M,226958,EUR,793152000,D,3,3,True,11.0,9.0,1.0,,2.0,2.0,9.0,1.0,,,,12.0,14.0,6.6,2.0,0.00606104,0,,7.0,,1.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11391335,home,Toulouse,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180,1188,M,1136280,EUR,959817600,F,80,80,True,2.0,2.0,,,1.0,1.0,2.0,,1.0,,,1.0,6.0,,3.0,0.00013204,0,,1.0,1.0,,1.0,1.0,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11391335,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,True,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,2.0,,,0.0668348,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zakariaaboukhlal,,,,,,,
11391335,home,Toulouse,Alex Domínguez,,,alex-dominguez,A. Domínguez,G,30,187,83,M,909272,EUR,901756800,G,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,home,Toulouse,Kévin Keben Biakolo,,,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,home,Toulouse,César Gelabert,,,cesar-gelabert,C. Gelabert,M,10,183,320,M,883156,EUR,972950400,M,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,home,Toulouse,Naatan Skyttä,,,naatan-skytta,N. Skyttä,M,15,174,866,M,926995,EUR,1020729600,M,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,40.0,28.0,20.0,8.0,23.0,26.0,14.0,,9.0,1.0,3.0,90.0,47.0,6.8,12.0,0.00106485,0,0.0288,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
11391335,away,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,45.0,40.0,2.0,,22.0,25.0,23.0,3.0,7.0,,,90.0,77.0,7.1,10.0,0.0420162,0,,19.0,1.0,2.0,5.0,11.0,1.0,1.0,2.0,,,1.0,2.0,4.0,3.0,,,,3.0,1.0,,,3.0,4.0,,1.0,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Jake O'Brien,,,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,49.0,41.0,3.0,2.0,39.0,44.0,5.0,3.0,2.0,,,90.0,57.0,7.4,8.0,0.00096264,2,,2.0,1.0,3.0,2.0,4.0,,,,,,1.0,,1.0,1.0,0.1716,,,,,,1.0,1.0,,,,1.0,1.0,0.4441,,,,,,,,,,
11391335,away,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,46.0,41.0,8.0,5.0,33.0,36.0,10.0,7.0,,,,90.0,55.0,6.6,5.0,0.00334204,0,,8.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,42.0,36.0,,,20.0,22.0,21.0,1.0,3.0,,,90.0,63.0,6.6,8.0,0.00717884,1,,16.0,,1.0,3.0,7.0,1.0,,,2.0,1.0,,2.0,1.0,1.0,0.1816,,,1.0,,,,,5.0,,,,,,,,tagliafico3,,,,,1.0,,
11391335,away,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,49.0,44.0,4.0,3.0,21.0,23.0,26.0,,6.0,,,90.0,62.0,7.5,8.0,0.0868447,1,,23.0,,,7.0,7.0,2.0,2.0,,3.0,1.0,,,5.0,5.0,0.0859,5.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,54.0,46.0,5.0,2.0,22.0,25.0,29.0,1.0,5.0,,,90.0,68.0,7.3,9.0,0.0482923,1,,24.0,2.0,,3.0,6.0,1.0,1.0,1.0,,,1.0,,3.0,2.0,0.0801,1.0,,,,,1.0,1.0,2.0,,,,,,,,Mati,,,,,,,
11391335,away,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,41.0,35.0,3.0,3.0,20.0,20.0,22.0,,3.0,,,73.0,52.0,7.2,8.0,0.06935,3,,16.0,,4.0,4.0,5.0,,,,1.0,2.0,2.0,,,,0.272,,,1.0,2.0,,,1.0,1.0,,1.0,1.0,,0.0892,,,,,,,,,1.0,
11391335,away,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,False,18.0,17.0,,,7.0,8.0,11.0,2.0,5.0,,,73.0,40.0,6.3,10.0,0.0606884,3,,11.0,,,7.0,3.0,8.0,3.0,3.0,1.0,,,,,,0.1483,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,,0.1101,,,nana_nuamah10,,,,,,,1.0
11391335,away,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,22.0,9.0,1.0,1.0,3.0,9.0,13.0,1.0,2.0,,,45.0,31.0,7.4,15.0,0.00661274,2,,6.0,1.0,2.0,3.0,3.0,,,1.0,,1.0,,,,,0.2065,,,,1.0,,,1.0,1.0,True,,1.0,1.0,0.2907,,,lacazettealex,,,,,,,
11391335,away,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,F,98,98,False,15.0,12.0,,,2.0,3.0,13.0,,1.0,,,66.0,19.0,6.6,5.0,0.0589721,0,,10.0,3.0,1.0,5.0,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Gift Orban,,,gift-orban,G. Orban,F,16,178,5518,M,1217613,EUR,1026864000,F,9,9,True,8.0,6.0,,,1.0,1.0,7.0,,,,,45.0,11.0,6.5,3.0,0.0166691,0,,5.0,2.0,1.0,4.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,giftorban,,,,,,,
11391335,away,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,True,18.0,14.0,2.0,1.0,1.0,1.0,20.0,,2.0,,,24.0,39.0,9.2,11.0,0.245804,3,,14.0,,,3.0,9.0,9.0,8.0,,1.0,,,,,,0.211,2.0,1.0,3.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,0.1073,,,rayan_cherki,,,,,,,
11391335,away,Olympique Lyonnais,Mama Baldé,,,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,7,7,True,11.0,9.0,1.0,,4.0,4.0,7.0,,3.0,,,17.0,22.0,7.1,6.0,0.0244231,1,,5.0,,1.0,1.0,5.0,2.0,1.0,2.0,,,,1.0,2.0,1.0,0.0793,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,F,11,11,True,5.0,5.0,,,1.0,1.0,5.0,,,,,17.0,9.0,6.7,,0.0392932,1,,5.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,0.0553,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Adryelson,,,adryelson,Adryelson,D,34,184,1082,M,795261,EUR,890611200,D,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Henrique,Henrique,,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391335,away,Olympique Lyonnais,Mahamadou Diawara,Mahamadou Diawara,,mahamadou-diawara,M. Diawara,M,34,187,449,M,1402751,EUR,1108512000,M,34,34,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
