match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wasFouled,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_goalAssist,stat_goals
10406803,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,34.0,22.0,24.0,12.0,14.0,16.0,8.0,18.0,1.0,14.0,1.0,3.0,5.0,1.0,1.0,90.0,50.0,7.4,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406803,home,KV Kortrijk,Christalino Atemona,,,christalino-atemona,C. Atemona,D,3,178,13,M,1010140,EUR,1019779200,D,5,5,False,42.0,29.0,14.0,4.0,20.0,24.0,10.0,19.0,2.0,6.0,,,,,,89.0,55.0,7.1,14.0,1,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10406803,home,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1372,M,942213,EUR,855100800,D,4,4,False,48.0,37.0,11.0,7.0,30.0,36.0,7.0,12.0,2.0,4.0,,,,,,90.0,58.0,7.1,11.0,0,,,,3.0,,7.0,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,,,
10406803,home,KV Kortrijk,Satoshi Tanaka,,,tanaka-satoshi,S. Tanaka,M,16,175,416,M,981067,EUR,1029196800,D,32,32,False,40.0,33.0,7.0,2.0,23.0,26.0,10.0,14.0,4.0,7.0,,,,,,79.0,51.0,6.6,7.0,1,,,1.0,1.0,2.0,3.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
10406803,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,60,M,94298,EUR,748224000,M,70,70,False,27.0,17.0,5.0,3.0,8.0,12.0,11.0,17.0,1.0,9.0,,,,,,79.0,55.0,7.2,18.0,0,2.0,2.0,,,3.0,4.0,3.0,2.0,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,
10406803,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,M,18,18,False,44.0,39.0,4.0,2.0,17.0,18.0,22.0,27.0,,8.0,,,,,,90.0,69.0,6.2,17.0,1,1.0,,,,13.0,8.0,5.0,2.0,1.0,1.0,,5.0,3.0,1.0,1.0,2.0,1.0,,2.0,7.0,,,,,,,,,
10406803,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,M,25,25,False,52.0,44.0,13.0,8.0,27.0,30.0,17.0,22.0,3.0,7.0,,,,,,90.0,67.0,6.7,10.0,1,,,,1.0,5.0,3.0,1.0,,1.0,,,2.0,2.0,,,1.0,,,3.0,1.0,1.0,,,,,,,,
10406803,home,KV Kortrijk,Kristof D'Haene,,,kristof-dhaene,K. D'Haene,M,,171,15,,121602,EUR,644630400,M,30,30,False,27.0,17.0,5.0,,8.0,13.0,10.0,19.0,,5.0,,,,,,79.0,48.0,6.7,16.0,0,5.0,1.0,1.0,,2.0,3.0,,,,2.0,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,True,,,,,,,
10406803,home,KV Kortrijk,Faïz Selemani,,,faiz-selemani,F. Selemani,F,7,178,361,M,842745,EUR,754617600,F,10,10,False,35.0,29.0,3.0,3.0,15.0,16.0,14.0,22.0,1.0,5.0,,,,,,90.0,67.0,7.0,15.0,7,3.0,,2.0,1.0,10.0,11.0,4.0,1.0,1.0,2.0,,5.0,3.0,3.0,,,4.0,5.0,5.0,,,,1.0,,,,,,
10406803,home,KV Kortrijk,Martin Regáli,,,martin-regali,M. Regáli,F,9,176,46,M,798790,EUR,750384000,F,29,29,False,17.0,10.0,,,2.0,3.0,8.0,14.0,,3.0,,,,,,90.0,33.0,6.7,14.0,2,,,2.0,1.0,7.0,3.0,2.0,1.0,2.0,,,1.0,1.0,4.0,,3.0,,,2.0,2.0,,,,1.0,1.0,,,,
