match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_interceptionWon,player_firstName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalOffside,player_lastName,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,captain,stat_accurateCross,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork
11067498,home,Internacional,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,31,31,False,21.0,14.0,9.0,2.0,13.0,16.0,1.0,5.0,2.0,11.0,4.0,4.0,1.0,1.0,90.0,36.0,8.0,8.0,0.0,0.0,0.00064763,0,1.0797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067498,home,Internacional,Rômulo Zwarg,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,D,40,40,False,36.0,32.0,2.0,,14.0,15.0,18.0,22.0,5.0,5.0,,,,,79.0,59.0,7.2,8.0,0.0,0.0,0.00585548,0,,1.0,1.0,2.0,6.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11067498,home,Internacional,Rodrigo Moledo,rodrigo-moledo,R. Moledo,D,4,188,216,M,72080,EUR,562291200,D,4,4,False,58.0,51.0,3.0,1.0,38.0,42.0,13.0,16.0,7.0,5.0,,,,,90.0,67.0,6.9,7.0,0.0,0.0,0.00467705,0,,,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11067498,home,Internacional,Nicolás Hernández,nicolas-hernandez,N. Hernández,D,22,180,256,M,887155,EUR,885081600,D,22,22,False,49.0,46.0,5.0,3.0,27.0,28.0,19.0,21.0,6.0,6.0,,,,,90.0,58.0,7.2,3.0,0.0,0.0,0.00846023,0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
11067498,home,Internacional,Thauan Lara,thauan-lara,Thauan Lara,D,16,176,170,M,1116956,EUR,1074729600,D,36,36,False,34.0,27.0,3.0,2.0,14.0,17.0,13.0,18.0,,3.0,,,,,45.0,47.0,6.6,11.0,0.0173,0.0,0.00623377,1,,1.0,,3.0,3.0,1.0,,,1.0,1.0,,,1.0,Thauan Lara,3.0,1.0,1.0,,,,,,,,,,,,,,,
11067498,home,Internacional,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5155,M,990169,EUR,1000944000,M,30,30,False,32.0,28.0,2.0,2.0,16.0,17.0,12.0,15.0,1.0,6.0,,,,,90.0,54.0,8.0,6.0,0.1331,0.883,0.300971,2,,,3.0,5.0,6.0,2.0,2.0,1.0,3.0,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11067498,home,Internacional,Campanharo,campanharo,Campanharo,M,,178,121,M,220094,EUR,702345600,M,17,17,False,64.0,60.0,2.0,,34.0,35.0,26.0,29.0,,6.0,,,,,90.0,74.0,6.9,5.0,0.0,0.0,0.0136043,0,,,1.0,7.0,5.0,4.0,2.0,,,4.0,,1.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,
11067498,home,Internacional,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,M,28,28,False,19.0,12.0,2.0,1.0,3.0,3.0,9.0,17.0,1.0,3.0,,,,,75.0,30.0,7.3,12.0,0.0265,0.0,0.0838448,1,,1.0,1.0,4.0,8.0,1.0,1.0,2.0,,1.0,5.0,,1.0,,4.0,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,
11067498,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,38.0,31.0,5.0,3.0,8.0,10.0,23.0,32.0,,7.0,,,,,90.0,55.0,6.5,17.0,0.0,0.0,0.0391644,0,,4.0,,6.0,3.0,,,3.0,1.0,1.0,,2.0,1.0,,4.0,2.0,,,,,,,1.0,,,,1.0,True,,,,
11067498,home,Internacional,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,26.0,20.0,1.0,,7.0,8.0,13.0,18.0,1.0,3.0,,,,,90.0,33.0,6.5,6.0,0.0409,0.0,0.00839676,1,,,,5.0,4.0,2.0,1.0,,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,1.0,,,,,,
