match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_outfielderBlock,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_clearanceOffLine,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_bigChanceCreated,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAGoal,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot,stat_hitWoodwork
14032396,home,Standard Liège,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191,81,M,190379,EUR,794793600,G,21,21,False,33.0,18.0,26.0,11.0,0.0,11.0,13.0,7.0,20.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,3.0,90.0,40.0,8.3,15.0,0.0022139,27.44604883707,7.0,-4.5771813040067,0.6394,0,0.9918,0.08,0.0,0.27,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032396,home,Standard Liège,Henry Lawrence,,,henry-lawrence,H. Lawrence,D,18,171,129,M,976265,EUR,1001030400,D,18,18,False,26.0,17.0,3.0,1.0,0.0,12.0,15.0,5.0,11.0,8.0,1.0,,8.0,2.0,3.0,,,,90.0,48.0,7.1,13.0,0.00126954,81.244740809774,13.0,3.6420890101707,,0,,0.01,0.03,0.24,,3.0,4.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032396,home,Standard Liège,Ibe Hautekiet,,,ibe-hautekiet,I. Hautekiet,D,25,188,153,M,964757,EUR,1018656000,D,25,25,False,21.0,14.0,3.0,,0.0,11.0,15.0,3.0,6.0,6.0,,,12.0,3.0,,,,,90.0,43.0,6.9,8.0,0.00057729,53.483662227085,8.0,-1.2987834280709,,0,,-0.08,0.01,0.27,,3.0,4.0,4.0,2.0,2.0,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032396,home,Standard Liège,Josué Homawoo,,,josue-homawoo,J. Homawoo,D,24,191,192,M,976070,EUR,879292800,D,24,24,False,40.0,27.0,11.0,4.0,0.0,15.0,20.0,12.0,20.0,8.0,,,9.0,5.0,4.0,,,,90.0,66.0,7.8,13.0,0.0260907,124.66854146131,17.0,-22.129387320472,,0,,0.28,0.04,0.56,,1.0,1.0,1.0,3.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14032396,home,Standard Liège,Marlon Fossey,,,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,16.0,12.0,2.0,1.0,0.0,7.0,8.0,5.0,8.0,3.0,1.0,1.0,1.0,1.0,,,,,45.0,25.0,7.8,8.0,0.0915368,38.401869458497,5.0,31.235520696388,,0,,0.3,0.08,0.31,,,2.0,1.0,,,1.0,,,2.0,1.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14032396,home,Standard Liège,Ibrahim Karamoko,,,karamoko-ibrahim,I. Karamoko,M,20,187,135,M,966263,EUR,995846400,M,20,20,False,17.0,9.0,2.0,1.0,0.0,6.0,9.0,3.0,8.0,5.0,,,1.0,2.0,1.0,,,,61.0,33.0,7.4,10.0,0.0024348,52.244053911126,6.0,-14.499638525733,,4,,-0.15,-0.6,0.15,,1.0,4.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,0.9836,0.9565,1.1995639745635,6.2437568818781,1.0,0.28,,,,,,,,,,,
14032396,home,Standard Liège,Marco Ilaimaharitra,,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,358198,EUR,806716800,M,23,23,False,17.0,11.0,3.0,1.0,0.0,4.0,7.0,7.0,10.0,8.0,1.0,1.0,3.0,2.0,2.0,,,,89.0,36.0,7.2,10.0,0.0051593,63.059472715999,11.0,-4.1761479258055,,1,,0.12,0.25,0.32,,,1.0,3.0,4.0,3.0,1.0,,,2.0,,,,,,,2.0,1.0,,,,0.0176,,,,,-0.1,,,,,,,,,,,
14032396,home,Standard Liège,Gustav Mortensen,Gustav Mortensen,,gustav-mortensen,G. Mortensen,D,3,175,60,M,1083365,EUR,1079654400,M,3,3,False,24.0,20.0,3.0,2.0,0.0,8.0,10.0,12.0,14.0,1.0,,,3.0,4.0,,,,,90.0,41.0,6.6,10.0,0.0193856,98.294609062262,13.0,62.948272253457,,0,,0.16,-0.07,0.21,,2.0,,3.0,1.0,,,,,1.0,,,,2.0,,,1.0,,,,,,,20.752049637441,21.41240799163,1.0,,,,,,,,,,,,
14032396,home,Standard Liège,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176,879,M,829643,EUR,749347200,F,80,80,False,30.0,23.0,5.0,2.0,0.0,12.0,13.0,11.0,17.0,4.0,,,3.0,6.0,1.0,,,,89.0,61.0,6.9,25.0,0.207363,191.96102064265,18.0,54.679786832646,,1,,0.2,0.38,0.14,,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,,1.0,,13.0,2.0,,2.0,,,1.0,,0.0651,,43.255286872944,65.891881286852,2.0,-0.21,,,,,,,,,,,
14032396,home,Standard Liège,Dennis Eckert Ayensa,,,dennis-eckert-ayensa,D. Eckert,F,10,181,542,M,812797,EUR,852768000,F,10,10,False,15.0,10.0,1.0,,0.0,2.0,3.0,8.0,12.0,7.0,2.0,1.0,,2.0,1.0,,,,77.0,26.0,6.3,10.0,0.155451,50.448055867772,6.0,16.245399952217,,0,,-0.23,0.22,-0.01,,4.0,3.0,10.0,2.0,,5.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
