match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_errorLeadToAShot,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_outfielderBlock,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
14109736,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,34.0,23.0,11.0,0.0,23.0,27.0,7.0,1.0,12.0,1.0,4.0,4.0,1.0,1.0,1.0,90.0,48.0,5.7,11.0,5.755e-05,44.352344131766,7.0,-1.155,1.89,0.5549,0,-1.2756,0.0,0.0,-0.47,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109736,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,39.0,33.0,7.0,0.0,19.0,22.0,17.0,1.0,3.0,1.0,,,,,,90.0,57.0,5.8,12.0,0.0935035,78.100341408765,15.0,13.335,14.49,,1,,0.09,0.01,-0.76,,True,5.0,14.0,8.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0162,2.0,0.0,,,,,,,,,,,,,,,,,,,,
14109736,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,62.0,58.0,5.0,0.0,52.0,53.0,9.0,3.0,1.0,,,,,,,90.0,70.0,6.4,5.0,0.00429918,149.08218677006,22.0,63.0,18.585,,0,,0.12,0.05,-0.24,,,3.0,6.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,19.813420931278,1.0,,,,,,,,,,,,,,,
14109736,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,63.0,58.0,16.0,0.0,38.0,42.0,21.0,6.0,4.0,,,,,,,90.0,80.0,7.3,10.0,0.165869,293.84383720818,39.0,137.655,19.215,,0,,0.44,0.18,-0.32,,,13.0,20.0,3.0,1.0,3.0,5.0,6.0,,,3.0,3.0,,,,,,4.0,,1.0,16.745411431195,1.0,1.0,1.0,,,,,,,,,,,,,
14109736,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,35.0,27.0,4.0,0.0,16.0,20.0,15.0,3.0,4.0,,,,,,,75.0,54.0,6.7,13.0,0.0609481,67.265076762831,7.0,30.24,23.31,,0,,0.28,0.04,-0.11,,,2.0,11.0,3.0,1.0,3.0,6.0,4.0,,,1.0,,2.0,,,1.0,,3.0,,2.0,23.324278252499,1.0,1.0,,,,,,,,,,,,,,
14109736,home,Samsunspor,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,539,M,920391,EUR,900720000,M,29,29,False,65.0,57.0,8.0,0.0,33.0,33.0,32.0,3.0,7.0,,,,,,,90.0,79.0,7.0,12.0,0.0456794,247.70368111681,29.0,85.26,15.96,,1,,0.32,0.21,-0.14,,,7.0,24.0,,,,6.0,3.0,1.0,,3.0,2.0,5.0,,0.0487,1.0,-0.09,,,3.0,,,,,,,1.0,,,,,,,,,,
14109736,home,Samsunspor,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182,2507,M,979473,EUR,976060800,M,7,7,False,18.0,12.0,1.0,0.0,8.0,10.0,8.0,,4.0,,,,,,,57.0,28.0,6.6,10.0,0.00441443,179.97147845777,14.0,107.625,30.87,,2,,-0.07,0.29,0.0,,,,4.0,1.0,,,4.0,3.0,,1.0,,,2.0,,0.0608,,0.0,1.0,,1.0,130.62054340092,6.0,,,,,,3.0,2.0,1.0,1.0,0.0424,,,,,
14109736,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,24.0,17.0,2.0,0.0,12.0,16.0,8.0,2.0,,,,,,,,75.0,35.0,6.6,9.0,0.0138226,77.744585206961,14.0,0.42000000000001,10.185,,2,,-0.17,0.24,-0.05,,,1.0,5.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,,,0.1091,,0.0,1.0,2.0,1.0,10.193168741858,1.0,,1.0,,,,,,,,,,,,,
14109736,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,23.0,20.0,2.0,0.0,12.0,13.0,10.0,,3.0,,,,,,,57.0,33.0,6.7,9.0,0.00456422,148.51827797952,12.0,64.995,38.115,,1,,0.03,0.17,0.14,,,2.0,8.0,,,1.0,4.0,2.0,,,1.0,1.0,1.0,,0.0236,,-0.09,,1.0,3.0,61.352708301047,2.0,3.0,,,,,,,1.0,,0.0453,,,,,
14109736,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,22.0,16.0,,0.0,6.0,6.0,16.0,1.0,3.0,,,,,,,67.0,27.0,6.2,7.0,0.025415,80.178883168607,10.0,44.205,22.155,,1,,0.01,0.2,-0.15,,,,10.0,1.0,,,4.0,,2.0,,,,2.0,,0.0427,2.0,-0.01,,,,50.526746910723,3.0,,,,,,,,1.0,,0.1102,,,,,
