match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_keyPass,stat_accurateCross,stat_wonContest,stat_fouls,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12117172,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,14.0,12.0,7.0,5.0,0.0,11.0,11.0,1.0,3.0,6.0,2.0,2.0,90.0,20.0,6.9,3.0,0.00019469,0,0.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117172,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,40.0,38.0,3.0,2.0,0.0,13.0,13.0,25.0,31.0,6.0,,,83.0,59.0,6.8,12.0,0.0218442,1,,,,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.011,,,,,,,,,,,,,,,,,,,
12117172,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,52.0,46.0,9.0,6.0,0.0,33.0,35.0,13.0,17.0,8.0,,,90.0,60.0,6.7,7.0,0.0039005,0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12117172,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,51.0,45.0,9.0,8.0,0.0,22.0,26.0,23.0,26.0,1.0,,,90.0,60.0,6.7,8.0,0.0262241,2,,,,1.0,6.0,5.0,7.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0764,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12117172,home,Cuiabá,Ramon,ramon,Ramon,D,13,176,862,M,980761,EUR,984441600,D,23,23,False,,45.0,35.0,6.0,2.0,0.0,18.0,18.0,19.0,36.0,5.0,,,90.0,74.0,7.0,22.0,0.0830448,1,,,,9.0,,5.0,6.0,,1.0,4.0,1.0,1.0,,,4.0,3.0,,0.0315,1.0,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,
12117172,home,Cuiabá,Lucas Mineiro,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,30,30,False,,31.0,27.0,4.0,2.0,0.0,14.0,14.0,13.0,17.0,4.0,,,61.0,35.0,6.8,4.0,0.0115624,1,,,,,2.0,4.0,3.0,1.0,,1.0,1.0,,,,,,,0.163,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
12117172,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,,53.0,46.0,1.0,,0.0,15.0,16.0,32.0,40.0,8.0,,,90.0,83.0,7.8,13.0,0.26258,5,,Denilson,,3.0,1.0,7.0,14.0,,2.0,7.0,2.0,,,,6.0,1.0,1.0,0.188,2.0,2.0,,2.0,1.0,6.0,2.0,1.0,1.0,0.009,,,,,,,,,
12117172,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,M,7,7,False,,17.0,16.0,,,0.0,5.0,6.0,11.0,15.0,4.0,,,45.0,31.0,6.9,8.0,0.0228038,2,,,,4.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,1.0,,2.0,0.0981,,,,1.0,,,,1.0,1.0,0.2645,,,,,,,,,
12117172,home,Cuiabá,Max,max,Max,M,8,187,253,M,1105838,EUR,989539200,M,10,10,False,,41.0,32.0,6.0,3.0,0.0,12.0,12.0,25.0,40.0,4.0,,,83.0,67.0,7.3,18.0,0.217123,1,,Max,,11.0,,4.0,1.0,,1.0,,,,,,,,1.0,0.0113,3.0,,,4.0,5.0,,,1.0,1.0,0.0389,,,,,,,,,
12117172,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,M,9,9,False,,28.0,23.0,1.0,1.0,0.0,7.0,8.0,16.0,20.0,2.0,,,90.0,46.0,6.9,14.0,0.0344622,2,,,,,2.0,11.0,8.0,,4.0,2.0,2.0,1.0,,,1.0,,4.0,0.0539,6.0,,,1.0,,2.0,1.0,,3.0,,1.0,1.0,,,,,,,
