match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_totalContest,captain,stat_shotOffTarget,stat_challengeLost,stat_dispossessed,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated
11407496,home,Empoli,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,25.0,20.0,8.0,3.0,19.0,20.0,1.0,5.0,1.0,1.0,2.0,7.0,5.0,5.0,2.0,90.0,38.0,7.5,5.0,0.00042781,0,-0.1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407496,home,Empoli,Tyronne Ebuehi,,,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,580512,EUR,819072000,D,24,24,False,34.0,28.0,3.0,,20.0,24.0,8.0,12.0,1.0,6.0,4.0,4.0,,,,90.0,63.0,7.3,9.0,0.0586656,1,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0355,2.0,,,,,,,,,,,,,,,,,
11407496,home,Empoli,Sebastian Walukiewicz,,,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,74.0,59.0,9.0,5.0,45.0,53.0,14.0,21.0,3.0,7.0,3.0,5.0,,,,90.0,87.0,7.3,17.0,0.00759482,0,,,,1.0,,3.0,,4.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11407496,home,Empoli,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,65.0,55.0,13.0,6.0,44.0,50.0,11.0,15.0,1.0,2.0,1.0,2.0,,,,90.0,74.0,6.7,11.0,0.0117558,1,,,3.0,3.0,,2.0,,1.0,,,,0.0128,,,True,1.0,,,,,,,,,,,,,,
11407496,home,Empoli,Simone Bastoni,,,simone-bastoni,S. Bastoni,M,10,183,168,M,385330,EUR,847152000,D,30,30,False,45.0,29.0,5.0,,14.0,20.0,15.0,30.0,1.0,6.0,3.0,2.0,,,,90.0,80.0,6.5,25.0,0.227756,1,,5.0,4.0,9.0,,,1.0,3.0,1.0,,2.0,0.0596,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,
11407496,home,Empoli,Jacopo Fazzini,,,jacopo-fazzini,J. Fazzini,F,22,178,840,M,1012179,EUR,1047772800,M,21,21,False,21.0,16.0,2.0,,8.0,10.0,10.0,17.0,,4.0,1.0,5.0,,,,62.0,40.0,6.9,14.0,0.0711583,1,,6.0,,4.0,,,,3.0,3.0,2.0,1.0,0.0141,2.0,1.0,,,,2.0,1.0,2.0,1.0,0.0979,,,,,,,,
11407496,home,Empoli,Alberto Grassi,,,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,42.0,36.0,7.0,3.0,25.0,27.0,11.0,15.0,1.0,2.0,1.0,12.0,,,,75.0,54.0,7.0,8.0,0.0113047,2,,,,4.0,,,4.0,1.0,1.0,,,0.0598,,1.0,,1.0,2.0,1.0,,,1.0,0.3274,1.0,,,,,,,
11407496,home,Empoli,Youssef Maleh,,,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,29,29,False,29.0,24.0,2.0,1.0,12.0,13.0,12.0,18.0,,2.0,,3.0,,,,85.0,42.0,6.8,8.0,0.00926467,0,,2.0,,5.0,,,2.0,,,,2.0,,3.0,,,,3.0,1.0,1.0,,,,,,,,,,,
11407496,home,Empoli,Matteo Cancellieri,,,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,20,20,False,9.0,4.0,,,1.0,3.0,3.0,7.0,2.0,6.0,1.0,1.0,,,,62.0,24.0,6.5,11.0,0.00719518,1,,1.0,,5.0,1.0,,,,,1.0,3.0,0.0374,,2.0,,,1.0,3.0,,,,,,1.0,1.0,,,,,
11407496,home,Empoli,Daniel Maldini,,,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,F,27,27,False,17.0,15.0,2.0,2.0,5.0,5.0,10.0,12.0,,5.0,,1.0,,,,76.0,43.0,6.7,13.0,0.0404841,6,,,,8.0,3.0,,,1.0,1.0,5.0,1.0,0.2002,,7.0,,1.0,,1.0,3.0,,2.0,0.1819,,3.0,,dani.malda,,,,
