match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_accurateLongBalls,stat_dispossessed,stat_outfielderBlock,stat_lastManTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_aerialWon,stat_penaltyWon,stat_goals,stat_errorLeadToAGoal,stat_penaltyFaced,stat_totalOffside,stat_penaltyConceded,stat_errorLeadToAShot
14109662,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188.0,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,18.0,16.0,2.0,0.0,16.0,16.0,2.0,1.0,2.0,1.0,2.0,90.0,23.0,6.9,2.0,9.24e-05,0.1426,0,0.0941,0.01,0.0,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109662,home,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7755,M,nelsonsemedo50,252821,EUR,753408000,D,27,27,False,67.0,65.0,1.0,0.0,19.0,19.0,48.0,2.0,3.0,,,90.0,92.0,7.4,7.0,0.0724583,,0,,0.34,0.17,0.22,,46.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109662,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187.0,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,100.0,97.0,3.0,0.0,51.0,51.0,49.0,,15.0,,,90.0,111.0,7.5,4.0,0.032375,,0,,0.36,0.16,0.63,,46.0,,,5.0,5.0,1.0,1.0,,2.0,3.0,2.0,,,True,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
14109662,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189.0,3123,M,,1048324,EUR,988243200,D,24,24,False,78.0,70.0,4.0,0.0,39.0,41.0,37.0,1.0,3.0,,,90.0,91.0,7.2,10.0,0.0176895,,0,,0.28,0.15,0.16,,31.0,,,4.0,6.0,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,,,,,,3.0,2.0,Jayden Oosterwolde,,2.0,,,,,,,,,,,,,,,,
14109662,home,Fenerbahçe,Archie Brown,brown-archie,A. Brown,D,3,190.0,3095,M,,1009738,EUR,1022544000,D,3,3,False,44.0,41.0,1.0,0.0,19.0,19.0,25.0,2.0,6.0,,,90.0,84.0,7.2,21.0,0.278486,,1,,0.38,0.35,0.16,,22.0,10.0,1.0,11.0,5.0,4.0,1.0,,,4.0,3.0,3.0,2.0,,1.0,1.0,,,,4.0,,,2.0,1.0,1.0,0.0211,-0.15,,,,,,,,,,,,
14109662,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182.0,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,35.0,34.0,,0.0,4.0,4.0,31.0,,7.0,,,90.0,50.0,6.6,11.0,0.0513967,,3,,0.12,0.63,-0.06,,30.0,5.0,,5.0,,1.0,,,,,,3.0,,,,1.0,,,,2.0,,,,1.0,1.0,0.3964,-0.57,1.0,1.0,1.0,0.2852,,,,,,,,
14109662,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183.0,3147,M,,952600,EUR,917308800,M,5,5,False,76.0,73.0,2.0,0.0,27.0,27.0,49.0,,7.0,,,87.0,94.0,7.9,6.0,0.0694567,,1,,0.46,0.25,0.18,,46.0,1.0,,5.0,12.0,1.0,1.0,,2.0,7.0,4.0,,2.0,,1.0,2.0,,,3.0,2.0,,,1.0,,1.0,0.0242,-0.12,,,,,1.0,,,,,,,
14109662,home,Fenerbahçe,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174.0,10361,M,d.nene10,1102788,EUR,1040601600,M,45,45,False,54.0,49.0,,0.0,10.0,13.0,41.0,,5.0,,,89.0,79.0,7.9,8.0,0.287594,,3,,0.43,0.28,-0.09,,39.0,3.0,1.0,2.0,8.0,2.0,2.0,,7.0,3.0,1.0,,5.0,,,,,,3.0,1.0,Nene Dorgeles,,,1.0,1.0,0.1262,-0.42,,2.0,,0.2796,,1.0,,,,,,
14109662,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191.0,20484,M,AndersonTalisca,329245,EUR,760060800,M,94,94,False,44.0,40.0,,0.0,9.0,10.0,34.0,1.0,1.0,,,87.0,55.0,6.9,7.0,0.0381253,,4,,0.04,0.01,-0.09,,31.0,,,4.0,2.0,,,,,,,3.0,,,,,,,2.0,1.0,,,1.0,2.0,2.0,0.8772,0.29,,2.0,,0.7751,,,1.0,,,,,
14109662,home,Fenerbahçe,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173.0,24917,M,KAktürkoğlu,903324,EUR,908928000,M,9,9,False,29.0,23.0,1.0,0.0,5.0,5.0,24.0,,,,,77.0,54.0,6.7,24.0,0.154615,,2,,0.17,0.05,-0.03,,18.0,7.0,,5.0,4.0,5.0,3.0,,,,,8.0,1.0,,,1.0,,,1.0,2.0,,,,,,0.0709,0.0,,2.0,,0.2035,,,,,,,,
14109662,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190.0,34492,M,ennesyri15,846470,EUR,865123200,F,19,19,False,7.0,6.0,,0.0,1.0,1.0,6.0,,1.0,,,77.0,16.0,6.9,4.0,0.0174096,,4,,0.02,-0.01,0.0,,5.0,1.0,,2.0,4.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.12,0.09,1.0,3.0,,1.1174,2.0,,,,,,,
