match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_accurateCross,stat_wonTackle,stat_dispossessed,captain,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12501530,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,913762,EUR,1000684800,G,35,35,False,29.0,18.0,18.0,8.0,0.0,12.0,14.0,6.0,15.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,90.0,37.0,6.7,11.0,0.00374093,0,-0.2849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501530,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,18.0,16.0,,,0.0,4.0,5.0,12.0,13.0,1.0,,2.0,1.0,,,,,65.0,22.0,6.4,3.0,0.00692515,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501530,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,65.0,62.0,15.0,12.0,0.0,22.0,22.0,40.0,46.0,1.0,,7.0,2.0,7.0,,,,90.0,79.0,7.4,7.0,0.0390557,2,,,3.0,,,3.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0869,0.5086,2.0,,,,,,,,,,,,,,,,,,,
12501530,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,59.0,51.0,9.0,3.0,0.0,31.0,34.0,20.0,25.0,1.0,5.0,2.0,6.0,5.0,,,,90.0,70.0,7.8,9.0,0.0151357,4,,,,,,,,2.0,,1.0,,,0.1741,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12501530,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,False,45.0,39.0,1.0,1.0,0.0,13.0,15.0,26.0,39.0,,,6.0,2.0,4.0,,,,90.0,80.0,6.9,19.0,0.0284841,2,,,1.0,,,9.0,3.0,3.0,,1.0,3.0,1.0,0.1675,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
12501530,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,54.0,49.0,5.0,3.0,0.0,6.0,8.0,44.0,47.0,,1.0,3.0,3.0,3.0,,,,90.0,62.0,7.1,5.0,0.147178,1,,,2.0,,,1.0,1.0,,,1.0,1.0,2.0,0.0264,,3.0,,,1.0,,,,MatteoGuendouzi,1.0,1.0,,,,,,,,,,
12501530,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,6,6,False,44.0,39.0,8.0,5.0,0.0,15.0,17.0,25.0,28.0,,,5.0,5.0,4.0,,,,65.0,54.0,7.0,6.0,0.0467019,1,,1.0,2.0,,,1.0,2.0,,,1.0,1.0,4.0,0.0161,,1.0,,,,,,,,1.0,4.0,1.0,,,,,,,,,
12501530,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,M,18,18,False,13.0,11.0,2.0,2.0,0.0,4.0,4.0,7.0,10.0,,,2.0,1.0,2.0,,,,53.0,22.0,6.4,6.0,0.00295342,0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
12501530,home,Lazio,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3803,M,910121,EUR,981417600,M,7,7,False,16.0,15.0,,,0.0,2.0,2.0,13.0,14.0,2.0,,3.0,2.0,1.0,,,,53.0,21.0,6.8,2.0,0.00865318,1,,,,,,,,1.0,1.0,,,1.0,0.0449,0.1735,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
12501530,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,M,10,10,False,27.0,23.0,2.0,,0.0,7.0,8.0,16.0,23.0,,,6.0,4.0,4.0,,,,90.0,47.0,6.6,14.0,0.0166385,0,,2.0,3.0,,,4.0,,1.0,,,1.0,2.0,,,,,,,,,3.0,,,1.0,2.0,True,,,,,,,,
