match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_wonContest,captain,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_lastManTackle,stat_hitWoodwork,stat_errorLeadToAShot
11958586,home,Bournemouth,Mark Travers,,,mark-travers,M. Travers,G,12,191,615,M,856720,EUR,926985600,G,42,42,False,17.0,11.0,7.0,1.0,10.0,13.0,1.0,4.0,3.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,31.0,7.3,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958586,home,Bournemouth,James Hill,,,james-hill,J. Hill,D,23,184,569,M,1156586,EUR,1010620800,D,23,23,False,20.0,15.0,5.0,3.0,8.0,9.0,7.0,11.0,2.0,1.0,,,,,,,57.0,38.0,7.2,8.0,0,3.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11958586,home,Bournemouth,Ilya Zabarnyi,,,illia-zabarnyi,I. Zabarnyi,D,6,189,17070,M,1023567,EUR,1030838400,D,27,27,False,52.0,44.0,12.0,7.0,37.0,40.0,7.0,12.0,3.0,4.0,,,,,,,90.0,61.0,7.4,9.0,1,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,IlliaZabarnyi,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11958586,home,Bournemouth,Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,184,5647,M,830659,EUR,863222400,D,25,25,False,47.0,35.0,12.0,5.0,23.0,27.0,12.0,20.0,2.0,4.0,,,,,,,90.0,58.0,6.9,15.0,1,,3.0,3.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11958586,home,Bournemouth,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3168,M,865167,EUR,907632000,D,5,5,False,19.0,17.0,1.0,,6.0,7.0,12.0,13.0,2.0,2.0,,,,,,,45.0,27.0,7.3,3.0,1,2.0,2.0,2.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11958586,home,Bournemouth,Lewis Cook,,,lewis-cook,L. Cook,M,4,175,885,M,548188,EUR,854928000,M,4,4,False,49.0,42.0,7.0,5.0,21.0,22.0,22.0,29.0,1.0,9.0,,,,,,,90.0,62.0,7.5,11.0,0,2.0,5.0,3.0,1.0,2.0,,,,1.0,,,1.0,3.0,,2.0,1.0,,,1.0,4.0,,,,,,,,,,
11958586,home,Bournemouth,Ryan Christie,,,ryan-christie,R. Christie,M,10,178,1202,M,322391,EUR,793411200,M,10,10,False,33.0,25.0,4.0,1.0,14.0,17.0,11.0,18.0,,11.0,,,,,,,90.0,52.0,7.1,15.0,0,,6.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,1.0,2.0,,,,,1.0,4.0,1.0,,,,,,,,
11958586,home,Bournemouth,David Brooks,,,david-brooks,D. Brooks,M,7,173,1279,M,855731,EUR,868320000,M,7,7,False,26.0,21.0,1.0,1.0,7.0,9.0,15.0,22.0,,2.0,,,,,,,71.0,40.0,9.0,12.0,3,,4.0,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,3.0,1.0,1.0,True,2.0,2.0,1.0,,,,
11958586,home,Bournemouth,Alex Scott,Alex Scott,,alex-scott,A. Scott,M,8,178,2368,M,1104986,EUR,1061424000,M,14,14,False,45.0,34.0,3.0,1.0,6.0,7.0,31.0,45.0,,9.0,,,,,,,83.0,65.0,9.0,17.0,1,,3.0,6.0,1.0,,1.0,3.0,1.0,3.0,,,1.0,1.0,1.0,7.0,3.0,1.0,1.0,,4.0,,,,1.0,,,,,,
11958586,home,Bournemouth,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176,6578,M,836070,EUR,929577600,M,17,17,False,28.0,22.0,2.0,1.0,4.0,4.0,18.0,25.0,1.0,3.0,,,,,,,90.0,43.0,8.8,10.0,1,,4.0,5.0,2.0,1.0,1.0,1.0,,3.0,Sinisterra29,,2.0,,2.0,1.0,,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,1.0,,,
