match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_totalTackle,stat_dispossessed,stat_fouls,player_sofascoreId,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_totalOffside
13981537,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,38.0,34.0,9.0,5.0,0.0,32.0,33.0,2.0,5.0,1.0,3.0,2.0,90.0,43.0,6.9,4.0,0.00388958,61.841857551622,9.0,23.94,11.55,0.0029,1.0,0,0.074,0.09,-0.02,0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,50.0,43.0,5.0,4.0,0.0,24.0,25.0,19.0,25.0,,3.0,,90.0,74.0,7.3,12.0,0.0202243,95.203129612922,11.0,67.2,20.37,,,1,,0.03,0.28,0.16,,4.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0968,0.4242,44.869870323496,2.0,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,89.0,86.0,6.0,5.0,0.0,60.0,61.0,26.0,28.0,,8.0,,86.0,97.0,7.4,3.0,0.0175504,222.69113881432,31.0,53.76,24.78,,,0,,0.32,0.15,0.17,,,2.0,,3.0,1.0,,2.0,2.0,1.0,,,38.964547428315,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,113.0,107.0,6.0,2.0,0.0,76.0,78.0,31.0,35.0,,4.0,,90.0,120.0,7.3,6.0,0.00773279,370.52101468837,43.0,224.07,24.885,,,0,,0.25,0.18,0.15,,,,3.0,,4.0,,3.0,1.0,,,,25.946050971198,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,False,64.0,54.0,4.0,2.0,0.0,33.0,34.0,21.0,30.0,,6.0,,75.0,83.0,6.8,13.0,0.00830644,82.812108366898,11.0,65.1,15.33,,,0,,0.01,0.09,0.16,,2.0,3.0,,5.0,3.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,62.0,56.0,3.0,2.0,0.0,23.0,26.0,33.0,36.0,,6.0,,90.0,78.0,8.1,11.0,0.0652009,132.68467727324,23.0,40.845,20.475,,2.0,4,,0.28,0.22,0.34,,,1.0,,7.0,3.0,3.0,1.0,,1.0,0.4015,1.1174,20.477822760245,1.0,0.48,,,,1.0,1.0,2.0,MatteoGuendouzi,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
13981537,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,45.0,42.0,3.0,1.0,0.0,19.0,19.0,23.0,26.0,,3.0,,45.0,47.0,6.8,4.0,0.022483,61.699421679538,10.0,13.86,15.12,,,0,,0.23,0.02,0.13,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Toma Bašić,toma-basic,T. Bašić,M,26,189,1423,M,798002,EUR,848880000,M,26,26,False,67.0,59.0,3.0,1.0,1.0,38.0,39.0,21.0,28.0,,6.0,,90.0,88.0,7.6,15.0,0.291219,207.1442915423,20.0,43.785,21.735,,4.0,4,,0.45,0.31,0.18,,4.0,,3.0,3.0,5.0,1.0,2.0,2.0,1.0,0.1004,0.0125,88.380932874771,5.0,-0.31,,,,1.0,3.0,,,,,2.0,,,,1.0,2.0,2.0,1.0,,,,,,,,,
13981537,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,F,18,18,False,35.0,32.0,3.0,2.0,0.0,12.0,12.0,20.0,23.0,,5.0,,82.0,55.0,7.0,10.0,0.138845,129.07972432006,18.0,13.86,12.18,,3.0,4,,0.29,0.16,0.13,,3.0,,,3.0,6.0,1.0,,,2.0,0.2614,0.1369,,,-0.59,,,,,1.0,1.0,,5.0,4.0,2.0,,,,,2.0,,1.0,,,,,,,,,
13981537,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,F,19,19,False,32.0,27.0,2.0,2.0,0.0,9.0,12.0,18.0,20.0,,2.0,,87.0,41.0,6.2,7.0,0.0423052,93.906830267847,14.0,-17.955,10.395,,2.0,3,,-0.44,0.0,0.17,,,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,0.2112,0.2327,21.045505844955,2.0,-0.53,,,,,1.0,1.0,boulaye_dia,,,,,,,,1.0,,2.0,,,,,,,,,
13981537,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,F,10,10,False,53.0,44.0,5.0,2.0,0.0,15.0,16.0,29.0,37.0,,5.0,,90.0,81.0,7.3,22.0,0.136125,290.21101539575,30.0,113.19,28.665,,1.0,1,,0.0,0.46,-0.04,,6.0,1.0,,6.0,9.0,,1.0,,4.0,0.0965,,130.268518501,8.0,-0.48,,,2.0,3.0,3.0,,,2.0,2.0,1.0,1.0,,,2.0,3.0,,,True,,,,,,,,
13981537,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,158615,EUR,682992000,M,5,5,True,37.0,35.0,2.0,1.0,0.0,17.0,17.0,18.0,20.0,,4.0,,45.0,50.0,7.2,2.0,0.134281,54.793303387644,10.0,17.64,11.865,,1.0,0,,0.44,0.01,0.16,,,,,3.0,1.0,,3.0,3.0,,,,,,,,,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
13981537,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,M,29,29,True,8.0,7.0,,,0.0,4.0,4.0,3.0,4.0,,2.0,,15.0,11.0,6.6,1.0,0.00079656,42.281944802156,4.0,25.41,14.07,,,0,,0.03,0.05,0.13,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,,8.0,7.0,6.4,1.0,0.00027856,11.094031984143,2.0,4.095,6.825,,,0,,-0.01,-0.08,0.0,,,,,1.0,,,,,,,,,,,,,,,,,Pedro,1.0,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Patric,patric,Patric,D,4,184,495,M,217784,EUR,735004800,D,4,4,True,10.0,8.0,1.0,,0.0,8.0,9.0,,1.0,,1.0,,11.0,11.0,6.7,2.0,0.00012094,7.3511673634431,2.0,3.78,2.94,,,0,,-0.02,0.01,-0.01,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1223,M,1069244,EUR,931305600,F,14,14,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,,11.0,8.0,7.2,2.0,0.00022826,12.941655574153,1.0,11.865,11.865,,,2,,-0.05,0.43,0.0,,,,1.0,1.0,1.0,2.0,,,,0.7223,1.2191,12.941655574153,1.0,0.26,,,,,,1.0,,,,,,1.0,,,2.0,,,,1.0,,,,,,,
13981537,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,913762,EUR,1000684800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Alessio Furlanetto,alessio-furlanetto,A. Furlanetto,G,55,191,176,M,984095,EUR,1013040000,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,nuno_tavares71,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Oliver Provstgaard,oliver-provstgaard,O. Provstgaard,D,25,194,596,M,1160559,EUR,1054684800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Oliver Provstgaard,,,,,,,,,,,,,,,,,,,,,,,,,
13981537,home,Lazio,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Reda Belahyane,,,,,,reda.belahyane,,,,,,,,,,,,,,,,,,,
13981537,away,Lecce,Wladimiro Falcone,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,30.0,15.0,21.0,7.0,0.0,10.0,14.0,5.0,16.0,,7.0,7.0,90.0,44.0,7.8,16.0,0.00221976,51.09212255508,6.0,35.595,11.445,0.863,,0,1.1429,0.04,0.0,-0.21,0.63,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,4.0,1.0,1.0,1.0,,
13981537,away,Lecce,Danilo Veiga,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,28.0,20.0,6.0,3.0,0.0,9.0,12.0,11.0,16.0,,1.0,,90.0,58.0,6.3,11.0,0.0519596,45.917253381489,6.0,13.23,9.24,,1.0,0,,0.21,0.02,-0.31,,2.0,2.0,1.0,6.0,5.0,,4.0,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,,,1.0,,2.0,,,,,,,,,,
