match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,player_sofascoreId,stat_bigChanceMissed
11450089,home,Çaykur Rizespor,Tarık Çetin,tarik-cetin,T. Çetin,G,13,193,862,M,913985,EUR,852681600,G,1,1,False,True,22.0,14.0,12.0,4.0,13.0,15.0,1.0,7.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,31.0,5.9,8.0,0.00015295,0,-0.6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450089,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,,49.0,35.0,6.0,2.0,21.0,27.0,15.0,26.0,3.0,2.0,2.0,2.0,1.0,,,,,,90.0,77.0,6.4,19.0,0.0450326,0,,Taha Sahin,,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11450089,home,Çaykur Rizespor,Attila Mocsi,attila-mocsi,A. Mocsi,D,4,188,454,M,889382,EUR,959558400,D,4,4,False,,46.0,39.0,10.0,5.0,29.0,30.0,10.0,16.0,6.0,8.0,4.0,1.0,,,,,,,90.0,66.0,6.7,10.0,0.00963981,0,,,,,,8.0,1.0,,1.0,6.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11450089,home,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,36.0,23.0,12.0,6.0,11.0,14.0,12.0,23.0,8.0,3.0,5.0,4.0,4.0,,,,,,90.0,52.0,6.8,16.0,0.00864122,1,,,,1.0,,6.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,,1.0,1.0,1.0,0.0838,0.0506,,,,,,,,,,
11450089,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,281233,EUR,785289600,D,5,5,False,,33.0,20.0,4.0,1.0,9.0,13.0,11.0,26.0,3.0,2.0,7.0,2.0,,,,,,,90.0,75.0,6.3,28.0,0.0132132,0,,,,6.0,,2.0,,1.0,,,,1.0,1.0,,5.0,,2.0,,,1.0,,,,,,,,,
11450089,home,Çaykur Rizespor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,24,179,36,M,816571,EUR,886982400,M,24,24,False,,25.0,15.0,6.0,2.0,9.0,13.0,6.0,13.0,6.0,2.0,5.0,1.0,,,,,,,69.0,40.0,6.2,15.0,0.0061711,1,,,,1.0,,4.0,1.0,,3.0,,2.0,1.0,,,2.0,,1.0,0.05,,,1.0,1.0,,,,,,,
11450089,home,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,36465,EUR,699148800,M,6,6,False,,64.0,39.0,25.0,7.0,18.0,24.0,22.0,42.0,7.0,3.0,8.0,1.0,1.0,,,,,,90.0,81.0,7.0,29.0,0.206049,1,,Jonjo,Shelvey,2.0,1.0,4.0,,3.0,1.0,,4.0,1.0,1.0,,1.0,,4.0,0.0192,,2.0,,,1.0,,,,,,
11450089,home,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,M,28,28,False,,16.0,11.0,,,3.0,3.0,8.0,15.0,3.0,,3.0,,,,,,,,69.0,32.0,6.6,13.0,0.0313498,1,,,,2.0,,11.0,5.0,,1.0,2.0,,2.0,2.0,,1.0,,4.0,0.1378,,1.0,,1.0,,1.0,1.0,,,,
11450089,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,1008173,EUR,880934400,M,10,10,False,,39.0,27.0,4.0,2.0,10.0,14.0,17.0,27.0,13.0,,5.0,,,,,,,,90.0,67.0,7.2,24.0,0.0215404,2,,,,2.0,,10.0,3.0,2.0,4.0,2.0,4.0,8.0,5.0,,3.0,2.0,,0.2581,0.2383,,2.0,,,,,,,,
11450089,home,Çaykur Rizespor,Benhur Keser,benhur-keser,B. Keser,M,77,185,37,M,899402,EUR,846547200,M,7,7,False,,4.0,4.0,,,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,28.0,7.0,6.6,,0.00810147,0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,
