match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_totalCross,captain,stat_blockedScoringAttempt,stat_ownGoals,stat_fouls,stat_accurateCross,stat_keyPass,stat_totalContest,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_wonContest,stat_punches,stat_lastManTackle,stat_goals,stat_totalOffside
12504382,home,Empoli,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,29.0,15.0,22.0,8.0,0.0,9.0,10.0,6.0,19.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,90.0,36.0,6.2,14.0,0.00381518,0,-1.5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504382,home,Empoli,Saba Goglichidze,saba-goglichidze,S. Goglichidze,D,3,192,1618,M,1126175,EUR,1088121600,D,2,2,False,28.0,22.0,7.0,3.0,0.0,12.0,13.0,10.0,15.0,3.0,2.0,5.0,,,,,90.0,38.0,5.3,9.0,0.00396488,1,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0202,,,,,,,,,,,,,,,,,,,,,
12504382,home,Empoli,Mattia De Sciglio,mattia-de-sciglio,M. De Sciglio,D,,183,1055,M,137667,EUR,719539200,D,22,22,False,29.0,25.0,4.0,1.0,0.0,18.0,18.0,7.0,11.0,3.0,1.0,3.0,,,,,90.0,53.0,6.0,7.0,0.00176956,0,,,,,,3.0,,10.0,2.0,2.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
12504382,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,514,M,905264,EUR,970012800,D,13,13,False,64.0,54.0,9.0,5.0,0.0,32.0,34.0,22.0,31.0,1.0,1.0,8.0,,,,,90.0,76.0,6.2,13.0,0.0119608,1,,,,,2.0,4.0,1.0,3.0,,1.0,,,2.0,1.0,0.0617,,1.0,,,,,,,,,,,,,,,,,,,
12504382,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,33.0,24.0,3.0,2.0,0.0,10.0,10.0,14.0,23.0,1.0,,6.0,,,,,72.0,44.0,6.7,10.0,0.0162042,1,,,,,4.0,7.0,,2.0,,2.0,1.0,,,2.0,0.0824,1.0,,True,1.0,,,,,,,,,,,,,,,,,
12504382,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,13.0,8.0,1.0,,0.0,3.0,4.0,5.0,9.0,1.0,,3.0,,,,,57.0,21.0,6.0,8.0,0.00240825,0,,,,,,1.0,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12504382,home,Empoli,Liam Henderson,liam-henderson,L. Henderson,M,16,183,304,M,287573,EUR,830390400,M,6,6,False,51.0,40.0,5.0,1.0,0.0,18.0,19.0,23.0,35.0,3.0,,2.0,,,,,90.0,70.0,6.4,16.0,0.0356243,2,,,,1.0,,2.0,2.0,2.0,,1.0,,,2.0,1.0,0.0885,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12504382,home,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,93,93,False,34.0,26.0,3.0,1.0,0.0,13.0,14.0,13.0,20.0,4.0,3.0,4.0,,,,,83.0,41.0,6.3,8.0,0.00602388,1,,,,1.0,,3.0,1.0,,1.0,1.0,1.0,,,2.0,0.013,,,,,,,,,,,,,,,,,,,,,
12504382,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,21.0,18.0,3.0,2.0,0.0,5.0,6.0,15.0,22.0,5.0,1.0,2.0,,,,,90.0,43.0,6.3,11.0,0.240782,0,,,,2.0,2.0,2.0,,2.0,,,,,1.0,,,1.0,7.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,
12504382,home,Empoli,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,F,18,18,False,18.0,12.0,1.0,1.0,0.0,,,13.0,19.0,7.0,,3.0,,,,,58.0,35.0,7.3,11.0,0.0570305,1,,,,3.0,9.0,13.0,,,,2.0,2.0,,2.0,2.0,0.0537,2.0,1.0,,,,1.0,1.0,1.0,1.0,,christianmichael.11,1.0,1.0,0.0811,,,,,,,
