match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_wasFouled,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalOffside
14566621,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6863,M,gregorkobel,556866,EUR,881366400,G,1,1,False,21.0,18.0,5.0,2.0,0.0,18.0,18.0,3.0,7.0,2.0,90.0,29.0,6.3,3.0,0.00010365,23.544,5.82447,0.0,32.765506495872,5.0,17.43,8.19,0.1313,0,-0.9255,0.04,-0.01,-0.13,-0.13,3.74,1.9,0.15,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566621,home,Borussia Dortmund,Aarón Anselmino,anselmino-aaron,A. Anselmino,D,5,186,12012,M,,1500263,EUR,1114732800,D,28,28,False,54.0,46.0,10.0,5.0,0.0,28.0,32.0,22.0,6.0,,77.0,75.0,6.4,9.0,0.0066721,31.032,8.84951,6.0,67.713435826673,11.0,48.615,11.13,,1,,0.14,0.04,-0.26,,2.28,4.67,1.34,0.43,0.12,18.0,1.0,4.0,2.0,5.0,7.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,0.3061,0.3049,-0.51,,,,,,,,,,,,,,,,,,,,,,,
14566621,home,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2192,M,,799046,EUR,837820800,D,3,3,False,28.0,23.0,5.0,2.0,0.0,14.0,15.0,13.0,4.0,,33.0,32.0,7.1,5.0,0.00263356,30.816,3.61376,4.0,88.95688568554,10.0,45.78,33.915,,0,,0.03,0.09,0.18,,1.02,1.77,0.54,0.22,0.07,9.0,,,4.0,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566621,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10365,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,84.0,77.0,18.0,14.0,0.0,41.0,41.0,43.0,10.0,,90.0,100.0,7.9,7.0,0.0963176,31.104,10.76798,10.0,168.29656890422,24.0,90.09,20.895,,0,,0.79,0.12,-0.24,,2.8,5.79,1.39,0.6,0.18,36.0,2.0,1.0,1.0,1.0,3.0,,,,5.0,3.0,,,,,,True,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14566621,home,Borussia Dortmund,Yan Couto,couto-yan,Y. Couto,D,2,169,7174,M,yan.couto,1002813,EUR,1023062400,M,2,2,False,40.0,31.0,4.0,2.0,0.0,8.0,10.0,30.0,8.0,,77.0,79.0,8.2,22.0,0.830611,31.392,9.23247,11.0,264.66530631085,21.0,177.45,28.875,,1,,1.0,0.37,-0.15,,2.41,4.35,1.67,0.62,0.18,23.0,11.0,,,6.0,7.0,2.0,,,2.0,,3.0,3.0,0.0366,,-0.06,,4.0,6.0,4.0,,5.0,,,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,
14566621,home,Borussia Dortmund,Jobe Bellingham,jobe-bellingham,J. Bellingham,M,7,189,41415,M,Jobe,1134083,EUR,1127433600,M,7,7,False,63.0,59.0,6.0,4.0,0.0,28.0,28.0,35.0,8.0,,90.0,84.0,7.1,11.0,0.0491951,32.184,12.51048,14.0,183.06967260753,19.0,50.19,26.565,,2,,0.21,0.17,-0.08,,2.66,6.68,2.14,0.74,0.29,31.0,1.0,1.0,3.0,6.0,9.0,,,,,1.0,4.0,2.0,0.07,,-0.34,,,4.0,1.0,,,Jobe Bellingham,,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,
14566621,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,4006,M,,907463,EUR,971136000,M,8,8,False,55.0,50.0,4.0,4.0,0.0,20.0,21.0,34.0,6.0,,90.0,67.0,7.4,9.0,0.460161,32.328,11.79778,9.0,128.88658983701,16.0,81.795,16.17,,3,,0.66,0.18,-0.19,,2.93,6.03,1.95,0.67,0.21,30.0,1.0,,1.0,5.0,3.0,2.0,,1.0,,,1.0,1.0,0.1104,0.0408,-0.18,,1.0,2.0,1.0,,4.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,
14566621,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29095,M,rbens,577726,EUR,797990400,M,5,5,False,62.0,52.0,2.0,1.0,0.0,22.0,23.0,39.0,5.0,,90.0,82.0,7.5,15.0,0.0965921,31.752,10.89344,10.0,106.37056955642,14.0,49.35,11.55,,0,,0.39,0.09,-0.06,,2.85,5.69,1.62,0.54,0.2,30.0,3.0,1.0,1.0,2.0,8.0,,,,2.0,1.0,4.0,2.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,2.0,,,,,,,,
14566621,home,Borussia Dortmund,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4892,M,,980628,EUR,1034812800,F,14,14,False,22.0,16.0,3.0,2.0,0.0,5.0,7.0,15.0,2.0,,67.0,37.0,5.9,14.0,0.0289319,31.104,9.11655,13.0,30.215552541749,5.0,14.07,8.715,,6,,0.0,-0.52,0.14,,1.95,4.64,1.66,0.61,0.26,11.0,1.0,1.0,2.0,4.0,2.0,,2.0,3.0,,,,,0.6533,0.472,-0.74,,,2.0,,,,,,1.0,,1.0,4.0,,2.0,,,,,,,,,
14566621,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9486,M,julianbrandt,226978,EUR,830995200,F,10,10,False,41.0,32.0,3.0,1.0,0.0,8.0,8.0,33.0,4.0,,90.0,57.0,8.3,16.0,0.322236,30.78,11.87851,13.0,52.467852828945,9.0,20.58,5.355,,3,,0.27,0.09,-0.01,,2.93,5.96,1.96,0.81,0.22,24.0,2.0,,1.0,3.0,1.0,,,2.0,,,,,1.0401,1.1463,0.68,,1.0,,,,1.0,,,3.0,,,2.0,,1.0,,2.0,,,,,,,
