match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_fouls,player_sofascoreId,stat_wonContest,stat_penaltyConceded,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12437548,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,25.0,15.0,17.0,7.0,0.0,11.0,11.0,4.0,14.0,1.0,2.0,1.0,10.0,1.0,1.0,6.0,1.0,8.0,1.0,90.0,37.0,8.0,10.0,0.00054716,0,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,63.0,54.0,7.0,4.0,0.0,32.0,36.0,22.0,29.0,1.0,4.0,2.0,1.0,,2.0,,,,,76.0,81.0,7.4,13.0,0.0232062,1,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.144,0.7247,,,,,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Yoel Lago,yoel-lago,Y. Lago,D,29,185,186,M,1145100,EUR,1080172800,D,29,29,False,76.0,72.0,8.0,4.0,0.0,58.0,59.0,14.0,17.0,1.0,7.0,10.0,3.0,,2.0,,,,,90.0,94.0,7.0,4.0,0.00800727,0,,,4.0,,,,,,,4.0,3.0,,,,,Yoel,Lago,2.0,2.0,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,24,24,False,65.0,63.0,3.0,3.0,0.0,48.0,49.0,15.0,16.0,2.0,4.0,14.0,1.0,,1.0,,,,,90.0,85.0,7.0,2.0,0.00500402,0,,,4.0,1.0,,,,1.0,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,42.0,38.0,3.0,2.0,0.0,21.0,23.0,17.0,19.0,,3.0,2.0,2.0,,2.0,,,,,51.0,53.0,5.8,5.0,0.0137891,0,,,1.0,,1.0,,,,2.0,,,,,,,,,,2.0,marcosalonso28,1.0,1.0,,,,,,,,,,,
12437548,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,25,25,False,33.0,31.0,2.0,2.0,0.0,20.0,22.0,12.0,12.0,,1.0,2.0,2.0,,1.0,,,,,45.0,38.0,7.0,2.0,0.144287,0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
12437548,home,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176,741,M,1398524,EUR,990748800,M,18,18,False,24.0,19.0,1.0,,0.0,6.0,7.0,13.0,17.0,4.0,5.0,5.0,2.0,,1.0,,,,,89.0,39.0,6.6,8.0,0.0104756,1,,,8.0,,3.0,,,1.0,,,,,,0.0093,,Pablo Durán,,3.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,
12437548,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,6,6,False,24.0,21.0,1.0,1.0,0.0,9.0,9.0,12.0,16.0,3.0,6.0,3.0,2.0,,2.0,,,,,90.0,41.0,7.3,9.0,0.0126392,2,,1.0,7.0,,3.0,2.0,1.0,,,1.0,1.0,,1.0,0.2386,0.7359,,,2.0,2.0,ilaixmk,1.0,,,1.0,2.0,,,,,,,,
12437548,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,False,15.0,13.0,2.0,1.0,1.0,5.0,5.0,8.0,10.0,,,1.0,,,,,,,,70.0,26.0,6.3,10.0,0.0818392,1,,,8.0,,2.0,,,,,,,,3.0,0.0481,,,,1.0,2.0,,,,,2.0,3.0,,,1.0,,,,,
12437548,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,23,23,False,41.0,31.0,2.0,2.0,0.0,12.0,14.0,19.0,27.0,2.0,8.0,1.0,3.0,,2.0,,,,,83.0,55.0,6.9,14.0,0.0296731,0,,,5.0,1.0,5.0,,,1.0,,1.0,,,2.0,,,Hugo Álvarez,,2.0,1.0,,4.0,,,,,,,,,,,,
12437548,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,17.0,17.0,1.0,1.0,0.0,9.0,9.0,8.0,9.0,,,,2.0,,,,,,,45.0,19.0,6.7,1.0,0.0232997,1,,1.0,1.0,,,,,,,,,,,0.0338,,,,1.0,,i.aspas10,,,,,,1.0,,,True,,,,
12437548,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,True,14.0,9.0,2.0,1.0,0.0,6.0,7.0,3.0,8.0,3.0,8.0,2.0,,,2.0,,,,,45.0,29.0,6.7,9.0,0.00620887,0,,1.0,5.0,1.0,3.0,,,,,3.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,
12437548,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,True,21.0,18.0,2.0,2.0,1.0,9.0,9.0,10.0,13.0,,,3.0,1.0,,,,,,,45.0,27.0,7.0,3.0,0.0898949,1,,1.0,2.0,1.0,,,,,1.0,,,1.0,,0.0276,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,
12437548,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,21,21,True,3.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,20.0,8.0,6.3,5.0,0.00022585,0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,1.0,1.0,,,0.0,,,1.0,1.0,,,1.0,,,,,,,,14.0,3.0,6.1,1.0,0.00024961,0,,,4.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4084,M,785989,EUR,727228800,F,7,7,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,16.0,9.0,7.1,4.0,0.040149,1,,,2.0,,1.0,1.0,1.0,,,,,,2.0,0.2117,0.5803,,,,,,,,,,1.0,,,,,,,,
12437548,home,Celta Vigo,Iker Losada,iker-losada,I. Losada,M,18,175,443,M,992331,EUR,996624000,M,14,14,True,3.0,1.0,,,0.0,,,1.0,3.0,,,1.0,,,,,,,,10.0,5.0,6.4,3.0,0.029948,0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12437548,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
