match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_aerialWon,stat_outfielderBlock,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10382234,home,Vitesse,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,781,M,852394,EUR,948585600,G,16,16,False,35.0,11.0,30.0,6.0,9.0,10.0,2.0,25.0,6.0,1.0,1.0,90.0,41.0,6.2,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382234,home,Vitesse,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,D,3,3,False,33.0,21.0,10.0,5.0,11.0,15.0,10.0,19.0,8.0,,,90.0,64.0,7.1,17.0,1,Ryan Flamingo,,1.0,1.0,6.0,7.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
10382234,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,5,190,131,M,874936,EUR,972777600,D,6,6,False,23.0,16.0,7.0,2.0,14.0,17.0,2.0,6.0,4.0,,,90.0,36.0,6.4,7.0,1,,,,2.0,5.0,1.0,,1.0,5.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
10382234,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,,189,76,M,781556,EUR,690076800,D,29,29,False,19.0,16.0,3.0,1.0,13.0,14.0,3.0,5.0,4.0,,,90.0,33.0,6.9,4.0,0,,,,1.0,2.0,3.0,,,7.0,,2.0,2.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
10382234,home,Vitesse,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,30.0,22.0,6.0,3.0,10.0,11.0,15.0,29.0,8.0,,,90.0,69.0,7.5,20.0,1,,,10.0,,3.0,13.0,,,1.0,1.0,5.0,2.0,4.0,3.0,,3.0,3.0,,1.0,3.0,2.0,2.0,1.0,3.0,,,,,,,,,,
10382234,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185,201,M,891795,EUR,931046400,M,20,20,False,16.0,10.0,,,6.0,10.0,4.0,7.0,8.0,,,85.0,28.0,6.7,8.0,0,,,1.0,3.0,5.0,6.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,3.0,3.0,,,,,,,,,,,,
10382234,home,Vitesse,Sondre Tronstad,sondre-tronstad,S. Trondstad,M,6,173,144,M,228374,EUR,809395200,M,8,8,False,19.0,14.0,2.0,,11.0,13.0,3.0,7.0,6.0,,,80.0,30.0,6.9,6.0,0,,,1.0,,,2.0,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10382234,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,42,179,770,M,961677,EUR,1010016000,M,42,42,False,13.0,9.0,,,3.0,3.0,6.0,12.0,2.0,,,90.0,34.0,6.5,14.0,2,,,2.0,,7.0,4.0,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,6.0,3.0,,1.0,1.0,2.0,,,,,,,,
10382234,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,,186,361,M,112794,EUR,723168000,M,15,15,False,13.0,9.0,,,5.0,7.0,4.0,6.0,3.0,,,79.0,21.0,6.9,6.0,1,,,,1.0,3.0,1.0,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,
10382234,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,17,17,False,17.0,10.0,,,4.0,7.0,7.0,11.0,9.0,,,90.0,38.0,6.1,16.0,0,,,1.0,3.0,14.0,8.0,4.0,,,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,5.0,2.0,,1.0,,,,,,,,,,
