match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_shotOffTarget,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12450995,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,10.0,7.0,5.0,2.0,0.0,7.0,9.0,1.0,5.0,6.0,7.0,90.0,20.0,7.5,3.0,6.732e-05,0,0.3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450995,home,Lille,Thomas Meunier,,,thomas-meunier,T. Meunier,D,12,190,2781,M,128587,EUR,684633600,D,12,12,False,45.0,40.0,6.0,4.0,0.0,14.0,15.0,33.0,2.0,,,67.0,60.0,6.7,7.0,0.140864,1,,27.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1912,0.177,,,,,,,,,,,,,,,,,,,
12450995,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,67.0,64.0,5.0,5.0,0.0,36.0,38.0,29.0,6.0,,,90.0,72.0,6.4,3.0,0.010558,1,,28.0,,,,2.0,4.0,,,1.0,,2.0,,,1.0,2.0,0.6764,,4.0,1.0,,,,,,,,,,,,,,,,,
12450995,home,Lille,Aïssa Mandi,,,aissa-mandi,A. Mandi,D,23,186,10320,M,122810,EUR,688089600,D,2,2,False,79.0,75.0,15.0,12.0,0.0,46.0,47.0,32.0,2.0,,,90.0,90.0,6.9,7.0,0.0174835,1,,29.0,,,1.0,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,0.0127,0.0354,1.0,,aissamandi23,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12450995,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,False,30.0,28.0,1.0,1.0,0.0,16.0,16.0,15.0,3.0,,,73.0,49.0,6.4,5.0,0.00889593,0,,12.0,1.0,,,4.0,6.0,,,,,3.0,4.0,3.0,2.0,3.0,,,,,,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,
12450995,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,77.0,68.0,14.0,11.0,0.0,32.0,34.0,45.0,7.0,,,90.0,92.0,7.0,15.0,0.0359383,0,,36.0,2.0,,4.0,9.0,6.0,,,,,2.0,2.0,1.0,3.0,3.0,,,2.0,,,2.0,,,,,3.0,1.0,True,1.0,,,,,,,
12450995,home,Lille,André Gomes,,,andre-gomes,A. Gomes,M,26,188,1679,M,235460,EUR,743990400,M,26,26,False,56.0,48.0,4.0,3.0,0.0,18.0,20.0,36.0,9.0,,,67.0,60.0,6.8,10.0,0.188629,0,,30.0,,,,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,,,1.0,,,,,,,
12450995,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,40.0,37.0,1.0,1.0,0.0,6.0,6.0,44.0,2.0,,,90.0,68.0,8.9,15.0,0.14369,5,,33.0,10.0,2.0,,3.0,4.0,5.0,3.0,,2.0,,1.0,,,,0.7959,1.1166,,2.0,edonzhegrova10,,1.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,
12450995,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,48.0,38.0,1.0,1.0,1.0,17.0,18.0,30.0,2.0,,,81.0,54.0,7.4,11.0,0.0935513,0,,21.0,,,2.0,4.0,6.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,1.0,,,,,1.0,,,3.0,,,1.0,,,,
12450995,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,39.0,30.0,,,0.0,13.0,14.0,27.0,4.0,,,73.0,57.0,7.4,14.0,0.061878,3,,17.0,2.0,,,4.0,5.0,2.0,2.0,,1.0,,2.0,2.0,1.0,1.0,0.3128,0.4139,,2.0,,2.0,1.0,,,,1.0,,,1.0,,,1.0,,,,
12450995,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,30.0,24.0,2.0,1.0,0.0,8.0,9.0,21.0,2.0,,,90.0,38.0,7.3,10.0,0.082586,2,,16.0,,,,2.0,2.0,2.0,1.0,,2.0,,,,,,0.8072,0.7883,1.0,,jodavid,,1.0,,,,2.0,1.0,,,,1.0,,,,,
