match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_goalAssist,stat_dispossessed,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_wonContest,stat_outfielderBlock,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10411568,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,26.0,21.0,10.0,5.0,19.0,20.0,2.0,6.0,9.0,1.0,2.0,90.0,35.0,7.3,5.0,0.0,0.0,0.00170067,0,0.7031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411568,home,Monza,Marlon,,,marlon,Marlon,D,4,182,529,M,,331853,EUR,810432000,D,4,4,False,48.0,42.0,6.0,4.0,17.0,21.0,26.0,28.0,2.0,,,63.0,60.0,7.2,6.0,0.0,0.0,0.0676209,0,,1.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411568,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,70.0,65.0,5.0,2.0,39.0,40.0,26.0,30.0,1.0,,,90.0,71.0,6.8,5.0,0.0,0.0,0.010323,0,,,,1.0,3.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10411568,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,,165583,EUR,699494400,D,55,55,False,61.0,53.0,4.0,2.0,35.0,38.0,18.0,23.0,2.0,,,90.0,75.0,7.6,8.0,0.0478,0.0,0.00786553,1,,,,6.0,2.0,12.0,3.0,1.0,4.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
10411568,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,M,84,84,False,49.0,42.0,6.0,4.0,19.0,21.0,23.0,33.0,6.0,,,90.0,79.0,7.9,17.0,0.0732,0.0,0.232586,2,,5.0,,2.0,1.0,8.0,,,5.0,3.0,,,2.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,
10411568,home,Monza,Nicolò Rovella,,,nicolo-rovella,N. Rovella,M,6,179,2966,M,,937324,EUR,1007424000,M,6,6,False,96.0,83.0,11.0,6.0,33.0,33.0,51.0,65.0,9.0,,,90.0,105.0,6.9,17.0,0.0,0.0,0.108571,0,,2.0,1.0,1.0,6.0,1.0,,1.0,,,2.0,,5.0,,,,2.0,,1.0,1.0,,,,,,,,,,,
10411568,home,Monza,Stefano Sensi,,,stefano-sensi,S. Sensi,M,6,168,1044,M,,294313,EUR,807580800,M,12,12,False,86.0,77.0,8.0,4.0,36.0,38.0,43.0,54.0,7.0,,,87.0,102.0,7.6,14.0,0.0,0.0,0.20313,0,,6.0,2.0,1.0,3.0,7.0,,,5.0,3.0,,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
10411568,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,M,30,30,False,54.0,42.0,1.0,1.0,25.0,32.0,17.0,25.0,11.0,,,90.0,75.0,7.5,18.0,0.249,0.3368,0.0136427,2,,3.0,,3.0,5.0,6.0,1.0,,2.0,,3.0,1.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,
10411568,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,F,32,32,False,42.0,41.0,,,8.0,8.0,33.0,34.0,4.0,,,87.0,53.0,6.9,5.0,0.0777,0.0,0.103045,2,,,,,1.0,2.0,,,1.0,1.0,,1.0,,1.0,1.0,,,3.0,,,,,,True,1.0,,,,,,
10411568,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,False,35.0,30.0,1.0,1.0,11.0,14.0,19.0,22.0,3.0,,,62.0,49.0,7.1,8.0,0.6179,0.1073,0.0782135,4,,1.0,,1.0,2.0,4.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,2.0,1.0,,,,2.0,1.0,,,,,
10411568,home,Monza,Dany Mota,,,dany-mota,D. Mota,F,47,180,827,M,,838907,EUR,894067200,F,47,47,False,26.0,19.0,,,7.0,8.0,12.0,21.0,2.0,,,89.0,46.0,7.0,17.0,0.0768,0.0,0.00929301,1,,3.0,,1.0,4.0,4.0,,,,,,4.0,,1.0,2.0,,,7.0,,1.0,,,,,,1.0,1.0,,,,
10411568,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,True,10.0,6.0,,,2.0,2.0,4.0,8.0,1.0,,,28.0,14.0,6.9,7.0,0.0,0.0,0.0587086,0,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,
10411568,home,Monza,Valentin Antov,,,valentin-antov,V. Antov,D,26,185,687,M,,827640,EUR,973728000,D,26,26,True,23.0,21.0,2.0,2.0,11.0,12.0,10.0,11.0,3.0,,,27.0,28.0,6.7,2.0,0.0,0.0,0.00525996,0,,,,1.0,3.0,1.0,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
10411568,home,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,,1000366,EUR,1063584000,M,38,38,True,6.0,4.0,,,1.0,3.0,3.0,3.0,3.0,,,9.0,8.0,6.8,2.0,0.0582,0.0,0.00062954,1,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10411568,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,True,5.0,4.0,,,2.0,2.0,2.0,3.0,3.0,,,9.0,11.0,7.5,2.0,0.0768,0.1971,0.00311162,1,,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
10411568,home,Monza,Samuele Vignato,Samuele Vignato,,samuele-vignato,S. Vignato,F,19,170,526,M,,1119364,EUR,1077580800,F,80,80,True,2.0,2.0,,,,,2.0,2.0,,,,1.0,2.0,,,0.0,0.0,0.00081565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
