match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_totalOffside,captain,stat_challengeLost,stat_wasFouled,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_penaltyWon,stat_goals,stat_outfielderBlock,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed
10389864,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,29.0,18.0,19.0,8.0,16.0,20.0,2.0,9.0,5.0,1.0,4.0,4.0,1.0,1.0,90.0,36.0,7.0,12.0,0.0,0.0,0.00031353,0,0.5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,37.0,27.0,3.0,,9.0,15.0,20.0,26.0,5.0,,,,,,89.0,60.0,6.4,18.0,0.1,0.0,0.0211208,1,,,,4.0,2.0,2.0,1.0,6.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389864,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,66.0,60.0,10.0,4.0,35.0,37.0,25.0,30.0,10.0,,,,,,90.0,80.0,7.2,7.0,0.0305,0.0,0.03419,1,,,,1.0,,1.0,4.0,1.0,6.0,,1.0,1.0,,7.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10389864,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,87.0,80.0,10.0,7.0,65.0,70.0,15.0,17.0,10.0,,,,,,90.0,95.0,6.8,8.0,0.0,0.0,0.0150122,0,,,,,,3.0,4.0,5.0,6.0,1.0,,,,3.0,1.0,1.0,,,,,,True,1.0,1.0,,,,,,,,,,,,,
10389864,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,63.0,55.0,4.0,1.0,33.0,38.0,22.0,26.0,10.0,,,,,,90.0,94.0,7.4,11.0,0.0,0.0,0.0295826,0,,,,1.0,,2.0,1.0,3.0,8.0,,2.0,2.0,,1.0,1.0,4.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10389864,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,55.0,48.0,3.0,1.0,30.0,33.0,18.0,23.0,3.0,,,,,,90.0,75.0,6.8,11.0,0.0923,0.0,0.0275594,2,,,,1.0,,2.0,1.0,8.0,8.0,2.0,3.0,2.0,1.0,2.0,,4.0,1.0,,,1.0,,,1.0,1.0,2.0,k_thuram,,,,,,,,,,,
10389864,home,Nice,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,99,99,False,45.0,39.0,4.0,1.0,25.0,27.0,14.0,19.0,8.0,,,,,,68.0,54.0,6.8,8.0,0.0,0.0,0.012437,0,,,,1.0,,,,1.0,3.0,,1.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
10389864,home,Nice,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1745,M,857480,EUR,913939200,M,22,22,False,26.0,24.0,1.0,1.0,6.0,6.0,18.0,22.0,1.0,,,,,,68.0,43.0,7.2,8.0,0.153,0.3723,0.126087,2,,,,2.0,,,1.0,3.0,8.0,1.0,3.0,3.0,,,,1.0,1.0,3.0,,1.0,,,,3.0,2.0,,1.0,,,,,,,,,,
10389864,home,Nice,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,M,11,11,False,22.0,18.0,1.0,1.0,8.0,10.0,10.0,13.0,,,,,,,68.0,33.0,6.7,12.0,0.0,0.0,0.0149997,0,,,,1.0,,2.0,1.0,5.0,2.0,1.0,,,,1.0,,,,4.0,1.0,,,,1.0,1.0,1.0,amine_gouiri,,1.0,,,,,,,,,
10389864,home,Nice,Rareș Ilie,rares-ilie,R. Ilie,M,10,186,681,M,1092074,EUR,1050710400,M,18,18,False,29.0,23.0,1.0,,7.0,10.0,16.0,19.0,5.0,,,,,,76.0,42.0,7.1,10.0,0.143,0.0,0.0273281,2,,,,,,,1.0,3.0,6.0,2.0,4.0,4.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
10389864,home,Nice,Andy Delort,andy-delort,A. Delort,F,,182,2883,M,84744,EUR,686966400,F,7,7,False,24.0,15.0,2.0,2.0,6.0,9.0,9.0,15.0,3.0,,,,,,90.0,34.0,7.4,15.0,0.9315,0.9956,0.185997,2,,,,,,2.0,3.0,2.0,5.0,,,,,,,,,5.0,3.0,1.0,2.0,,,2.0,,LeTigre,1.0,,1.0,,,,,,,,
10389864,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,M,8,8,True,13.0,12.0,,,6.0,6.0,6.0,7.0,1.0,,,,,,22.0,16.0,6.7,2.0,0.119,0.0,0.00980233,1,,,,,,,,2.0,,1.0,,,,,1.0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
10389864,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,True,14.0,11.0,1.0,1.0,3.0,4.0,8.0,15.0,1.0,,,,,,22.0,23.0,6.8,9.0,0.0484,0.0,0.0137549,1,,,,5.0,,,1.0,,3.0,,,,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,
10389864,home,Nice,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3117,M,948250,EUR,952992000,F,14,14,True,11.0,9.0,1.0,1.0,3.0,4.0,6.0,11.0,1.0,,,,,,22.0,19.0,6.7,9.0,0.0,0.0,0.0304082,0,,,,4.0,,,,,1.0,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
10389864,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,894238,EUR,832291200,D,20,20,True,8.0,6.0,2.0,2.0,1.0,1.0,6.0,9.0,,,,,,,14.0,19.0,6.7,7.0,0.0192,0.2345,0.027022,1,,,,2.0,1.0,,,2.0,1.0,,2.0,,,,,,,,,,,,,1.0,,youcefatal,1.0,,,,,,,,,,
10389864,home,Nice,Flavius Daniliuc,flavius-daniliuc,F. Daniliuc,D,24,186,441,M,901885,EUR,988329600,D,5,5,True,3.0,3.0,,,2.0,2.0,1.0,2.0,2.0,,,,,,1.0,6.0,,1.0,0.0,0.0,0.00022856,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10389864,home,Nice,Teddy Boulhendi,teddy-boulhendi,T. Boulhendi,G,77,185,873,M,1035770,EUR,986688000,G,77,77,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,home,Nice,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,1009268,EUR,1011830400,D,42,42,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,home,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,home,Nice,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,875,M,822877,EUR,897091200,F,10,10,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,26.0,18.0,12.0,4.0,17.0,19.0,1.0,7.0,9.0,1.0,,2.0,1.0,1.0,90.0,38.0,6.9,8.0,0.0,0.0,0.00025869,0,0.6024,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
10389864,away,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,57.0,44.0,13.0,7.0,24.0,28.0,20.0,29.0,6.0,,,,,,75.0,67.0,6.7,14.0,0.1108,0.0791,0.134668,2,,,,,,1.0,3.0,4.0,4.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,alex_djiku,1.0,,,,,,1.0,,,,
10389864,away,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,50.0,46.0,5.0,1.0,37.0,37.0,9.0,13.0,9.0,,,,,,90.0,60.0,6.2,4.0,0.0,0.0,0.0045599,0,,,,,,2.0,,4.0,1.0,,,,,4.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,1.0,,,
10389864,away,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,72.0,62.0,16.0,6.0,42.0,44.0,20.0,28.0,4.0,,,,,,90.0,85.0,6.7,10.0,0.0,0.0,0.0114624,0,,,,,,1.0,,4.0,2.0,,,,,5.0,2.0,2.0,2.0,,,,,,2.0,,1.0,,,,,1.0,,,,,,,
10389864,away,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,M,3,3,False,23.0,15.0,1.0,,5.0,8.0,10.0,20.0,3.0,,,,,,62.0,40.0,6.3,18.0,0.0,0.0,0.00596622,0,,,,5.0,,1.0,1.0,5.0,3.0,,2.0,1.0,,,,1.0,,3.0,,,,,2.0,,1.0,,,,,,,,,,,,
10389864,away,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,False,20.0,10.0,,,6.0,7.0,4.0,13.0,4.0,,,,,,82.0,34.0,6.4,16.0,0.0,0.0,0.170431,0,,,,,,,3.0,9.0,7.0,2.0,3.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,3.0,2.0,,,,,,,,,,1.0,,
10389864,away,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,35.0,31.0,2.0,,24.0,25.0,8.0,13.0,4.0,,,,,,82.0,49.0,7.1,9.0,0.0,0.0,0.0615236,0,,,,3.0,1.0,1.0,,2.0,4.0,1.0,,,,,3.0,2.0,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,10,10,False,54.0,48.0,5.0,4.0,22.0,22.0,26.0,32.0,7.0,,,,,,90.0,70.0,7.3,10.0,0.1717,0.1878,0.313589,2,,,,,,1.0,1.0,10.0,4.0,1.0,1.0,,1.0,,,1.0,,2.0,2.0,,,,4.0,2.0,3.0,,1.0,,,,,,,,2.0,1.0,
10389864,away,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,False,41.0,33.0,5.0,2.0,20.0,21.0,14.0,25.0,6.0,,,,,,90.0,65.0,7.1,13.0,0.0,0.0,0.0246723,0,,,,5.0,1.0,1.0,,2.0,5.0,,,,,3.0,1.0,5.0,2.0,1.0,,,,True,1.0,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,16.0,10.0,,,1.0,4.0,9.0,12.0,1.0,,,,,,90.0,28.0,6.4,10.0,0.2439,0.5206,0.242227,1,,,,,,4.0,1.0,7.0,3.0,,3.0,1.0,,1.0,,1.0,,2.0,2.0,,,,,,1.0,habibdiallo28,1.0,,,,,,,,,,1.0
10389864,away,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,False,23.0,20.0,,,6.0,6.0,14.0,17.0,1.0,,,,,,81.0,32.0,7.1,7.0,0.2614,0.743,0.14887,2,,,,,,1.0,1.0,4.0,3.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,2.0,,1.0,,,,,,,,1.0
10389864,away,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,True,18.0,14.0,6.0,4.0,6.0,9.0,8.0,9.0,2.0,,,,,,28.0,21.0,6.9,4.0,0.0,0.0,0.0942854,0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,
10389864,away,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,,,,,,15.0,7.0,6.4,1.0,0.0,0.0,0.00038182,0,,,,,,1.0,1.0,2.0,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,True,4.0,2.0,,,,,2.0,4.0,2.0,,,,,,8.0,7.0,6.4,2.0,0.0444,0.0,0.481536,1,,Habib,Diarra,,,1.0,,2.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,25,25,True,7.0,5.0,,,4.0,4.0,1.0,3.0,,,,,,,9.0,8.0,6.7,2.0,0.1025,0.0,0.00033674,1,,,,,,2.0,2.0,3.0,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10389864,away,RC Strasbourg,Marvin Senaya,marvin-senaya,M. Senaya,D,29,179,213,M,1087805,EUR,980640000,D,32,32,True,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,,,,,8.0,7.0,6.5,1.0,0.0,0.0,0.019276,0,,Marvin Senaya,,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Eiji Kawashima,eiji-kawashima,E. Kawashima,G,1,185,192,M,24201,EUR,416966400,G,16,16,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,Ismael Doukoure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Antoine Nuss,antoine-nuss,A. Nuss,D,,179,8,M,1391189,EUR,1071792000,D,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389864,away,RC Strasbourg,Dany Jean,dany-jean,D. Jean,F,7,168,1278,M,1002402,EUR,1038441600,M,38,38,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
