match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_keyPass,stat_goalAssist,stat_blockedScoringAttempt,player_sofascoreId,stat_punches
10407614,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,34.0,16.0,25.0,7.0,12.0,14.0,4.0,20.0,12.0,1.0,6.0,6.0,90.0,46.0,7.2,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,70,M,965741,EUR,1011052800,D,6,6,False,33.0,31.0,4.0,2.0,21.0,21.0,10.0,12.0,3.0,,,,90.0,56.0,6.2,12.0,0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,38.0,30.0,8.0,3.0,26.0,28.0,4.0,10.0,2.0,,,,90.0,47.0,6.6,8.0,0,6.0,8.0,,,,3.0,1.0,2.0,,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,120,M,974203,EUR,914976000,D,18,18,False,35.0,27.0,8.0,4.0,24.0,29.0,3.0,6.0,3.0,,,,90.0,49.0,6.8,8.0,0,3.0,4.0,,,,10.0,,1.0,,,4.0,6.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Boli Bolingoli,boli-bolingoli,B. Bolingoli,D,5,180,129,M,333301,EUR,804556800,D,21,21,False,43.0,36.0,2.0,1.0,21.0,23.0,15.0,21.0,8.0,,,,90.0,79.0,7.0,19.0,0,3.0,5.0,,1.0,2.0,1.0,2.0,,,,2.0,7.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10407614,home,KV Mechelen,Birger Verstraete,birger-verstraete,B. Verstraete,M,4,171,119,M,192268,EUR,766454400,M,66,66,False,36.0,23.0,10.0,4.0,16.0,18.0,7.0,18.0,5.0,,,,90.0,56.0,7.0,16.0,1,2.0,4.0,,1.0,1.0,4.0,4.0,,,,,6.0,,4.0,3.0,,,1.0,2.0,,1.0,,,,,,,,,,,,
10407614,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,23.0,18.0,4.0,1.0,10.0,11.0,8.0,12.0,6.0,,,,40.0,38.0,5.7,8.0,2,2.0,6.0,,1.0,2.0,,3.0,2.0,,,,2.0,,1.0,,,1.0,1.0,,,,True,1.0,2.0,1.0,,,,,,,,
10407614,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,M,7,7,False,43.0,32.0,,,18.0,21.0,15.0,29.0,11.0,,,,73.0,64.0,7.6,23.0,1,3.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,4.0,,2.0,,7.0,,2.0,,,1.0,,,,,1.0,1.0,1.0,5.0,,,,
10407614,home,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,M,19,19,False,29.0,20.0,3.0,1.0,8.0,9.0,12.0,21.0,7.0,,,,84.0,47.0,6.9,15.0,0,,7.0,1.0,3.0,2.0,2.0,3.0,2.0,,,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,2.0,1.0,,,
10407614,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,M,11,11,False,19.0,13.0,1.0,,3.0,3.0,10.0,18.0,10.0,,,,68.0,40.0,8.4,16.0,5,,3.0,,1.0,4.0,,,,,,,4.0,,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,,,,,,1.0,1.0,2.0,1.0,1.0,,
10407614,home,KV Mechelen,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184,273,M,780206,EUR,853545600,F,22,22,False,33.0,23.0,1.0,,12.0,16.0,11.0,18.0,5.0,,,,90.0,54.0,7.1,18.0,1,3.0,7.0,,1.0,4.0,2.0,1.0,2.0,,,3.0,11.0,,,,1.0,3.0,4.0,5.0,,1.0,,,,,,,,,,,,
10407614,home,KV Mechelen,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,145,M,848680,EUR,878428800,F,9,9,True,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,22.0,5.0,6.4,2.0,0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188,7494,M,1391541,EUR,1099440000,M,34,34,True,12.0,9.0,,,7.0,10.0,2.0,2.0,2.0,,,,17.0,19.0,6.8,4.0,0,1.0,2.0,,1.0,,2.0,1.0,,Ngal'ayel Mukau,,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Yonas Malede,yonas-malede,Y. Malede,F,15,188,72,M,921826,EUR,942537600,F,10,10,True,1.0,1.0,,,1.0,1.0,,,,,,,10.0,3.0,6.6,,0,,1.0,,,,,,1.0,Yonas,Malede,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Bilal Bafdili,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,M,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Frederic Soelle Soelle,frederic-soelle-soelle,F. S. Soelle,F,19,190,128,M,1195742,EUR,1135382400,F,28,28,True,,,,,,,,,,,,,,,,,0,,,,,,,,,Frederic Soelle Soelle,,,,,,,,,,,,,,,,,,,,,,,,
10407614,home,KV Mechelen,Enock Agyei,agyei-enock,E. Agyei,F,48,172,304,M,1195757,EUR,1105574400,F,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,Enock Agyei,,,,,,,,,,,,,,,,,,,,,,,,
10407614,away,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,867299,EUR,845424000,G,16,16,False,22.0,15.0,11.0,5.0,12.0,15.0,3.0,7.0,15.0,,5.0,5.0,90.0,42.0,7.4,8.0,0,,1.0,1.0,,,1.0,,,,,3.0,4.0,,,,,,,2.0,,,,,,,,,,,,,HKoffi,1.0
10407614,away,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,541350,EUR,837648000,D,2,2,False,24.0,20.0,,,15.0,18.0,5.0,6.0,6.0,,,,45.0,33.0,6.7,4.0,0,1.0,1.0,,,,2.0,3.0,,,,,3.0,,3.0,2.0,,,,,,,,,,,,,,,,,,
10407614,away,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183,29,M,51622,EUR,597542400,D,25,25,False,74.0,66.0,15.0,12.0,31.0,35.0,35.0,39.0,10.0,,,,90.0,82.0,6.9,8.0,0,,1.0,1.0,,,1.0,,,,,3.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10407614,away,RC Sporting Charleroi,Mehdi Boukamir,mehdi-boukamir,M. Boukamir,D,32,188,1014,M,1131463,EUR,1075075200,D,32,32,False,20.0,17.0,,,9.0,10.0,8.0,10.0,2.0,,,,45.0,33.0,6.5,5.0,0,2.0,3.0,,1.0,,2.0,1.0,,Mehdi Boukamir,,1.0,4.0,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,
10407614,away,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,M,28,28,False,38.0,30.0,1.0,1.0,11.0,13.0,20.0,28.0,11.0,,,,76.0,58.0,6.7,14.0,1,2.0,5.0,1.0,1.0,1.0,2.0,,,,,1.0,4.0,,2.0,2.0,3.0,,2.0,1.0,,1.0,,,,,1.0,,,1.0,,,,
10407614,away,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,27.0,20.0,1.0,1.0,9.0,9.0,11.0,19.0,3.0,,,,76.0,40.0,6.7,11.0,3,,2.0,,2.0,,1.0,1.0,,,,5.0,7.0,,2.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,
10407614,away,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,358198,EUR,806716800,M,26,26,False,67.0,58.0,5.0,4.0,15.0,17.0,43.0,52.0,13.0,,,,90.0,90.0,6.8,17.0,2,,3.0,1.0,1.0,1.0,,2.0,,,,,6.0,,3.0,2.0,2.0,,4.0,3.0,,,True,,,,,,,,,2.0,,
10407614,away,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,66.0,51.0,5.0,2.0,14.0,20.0,40.0,50.0,12.0,,,,90.0,83.0,9.4,18.0,3,1.0,5.0,,1.0,1.0,,2.0,3.0,,,,3.0,,2.0,2.0,4.0,1.0,1.0,,,2.0,,,1.0,,3.0,1.0,2.0,3.0,,,AdemZorgane,
10407614,away,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,M,12,12,False,59.0,39.0,10.0,2.0,9.0,11.0,32.0,54.0,5.0,,,,90.0,83.0,6.9,28.0,0,,7.0,3.0,1.0,2.0,,,2.0,,,3.0,9.0,,3.0,2.0,6.0,1.0,,2.0,,,,,,,2.0,,,2.0,,,joriskayembe23,
10407614,away,RC Sporting Charleroi,Vakoun Bayo,bayo-vakoun-issouf,V. I. Bayo,F,15,184,3418,M,796455,EUR,852854400,F,9,9,False,23.0,15.0,1.0,1.0,5.0,5.0,10.0,18.0,2.0,,,,90.0,39.0,7.1,12.0,6,4.0,8.0,,2.0,1.0,,,2.0,,,7.0,8.0,,,,,,1.0,1.0,1.0,2.0,,,2.0,,,,,1.0,1.0,2.0,,
10407614,away,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,141,M,789000,EUR,826243200,F,7,7,False,19.0,16.0,1.0,1.0,2.0,4.0,15.0,18.0,1.0,,,,45.0,26.0,6.7,7.0,0,,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,3.0,,1.0,1.0,,,,,,,1.0,,,3.0,,,,
10407614,away,RC Sporting Charleroi,Jules Van Cleemput,jules-van-cleemput,J. Van Cleemput,D,2,182,37,M,799163,EUR,878601600,D,4,4,True,31.0,24.0,4.0,3.0,9.0,9.0,18.0,27.0,6.0,,,,45.0,43.0,7.7,10.0,0,1.0,1.0,,,,,1.0,,,,2.0,3.0,,1.0,1.0,5.0,,1.0,,,,,,,,3.0,1.0,,3.0,1.0,,,
10407614,away,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187,77,M,842160,EUR,846633600,D,3,3,True,32.0,27.0,3.0,2.0,12.0,14.0,15.0,18.0,3.0,,,,45.0,37.0,6.7,5.0,1,1.0,3.0,,,,,2.0,2.0,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,
10407614,away,RC Sporting Charleroi,Nikola Štulić,nikola-stulic,N. Štulić,F,9,188,1224,M,1029748,EUR,999907200,F,19,19,True,10.0,6.0,,,,1.0,6.0,9.0,2.0,,,,45.0,19.0,6.4,8.0,1,2.0,4.0,,1.0,1.0,,,1.0,,,1.0,4.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,
10407614,away,RC Sporting Charleroi,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2215,M,1096210,EUR,1000425600,M,38,38,True,8.0,6.0,,,1.0,1.0,5.0,8.0,,,,,14.0,17.0,6.1,7.0,0,,3.0,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
