match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_possessionLostCtrl,stat_keyPass,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_clearanceOffLine,stat_outfielderBlock
10913414,home,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,44,44,False,21.0,21.0,2.0,2.0,20.0,20.0,1.0,1.0,1.0,1.0,2.0,10.0,2.0,4.0,1.0,2.0,2.0,90.0,33.0,8.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913414,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,53.0,48.0,2.0,1.0,18.0,20.0,31.0,36.0,,2.0,,4.0,,,,,,88.0,68.0,7.4,0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,3.0,,,,,,,,,,,,,,,
10913414,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175.0,1281,M,818667,EUR,830390400,D,78,78,False,87.0,81.0,11.0,6.0,49.0,49.0,32.0,38.0,1.0,4.0,2.0,14.0,,,,,,90.0,99.0,7.5,0,,,,2.0,6.0,1.0,,,,4.0,3.0,3.0,8.0,,1.0,2.0,,,,,,,,,,,,,
10913414,home,Al-Nassr,Álvaro González,,,alvaro-gonzalez,Á. González,D,,183.0,313,M,150212,EUR,631756800,D,21,21,False,71.0,68.0,2.0,2.0,43.0,43.0,25.0,28.0,2.0,3.0,2.0,5.0,,,,,,90.0,77.0,7.0,1,,,,,,,,,,1.0,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,
10913414,home,Al-Nassr,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,13,13,False,52.0,43.0,2.0,2.0,19.0,22.0,24.0,36.0,,3.0,,3.0,,,,,,90.0,80.0,7.0,1,,6.0,,,2.0,,2.0,,,1.0,2.0,1.0,21.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,
10913414,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,867179,EUR,840153600,M,17,17,False,98.0,91.0,10.0,6.0,35.0,35.0,56.0,63.0,1.0,3.0,,9.0,,,,,,89.0,105.0,6.8,0,,,,1.0,3.0,,2.0,1.0,,3.0,1.0,1.0,8.0,,,1.0,,,,,,,,,,,,,
10913414,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,1130539,EUR,989798400,M,23,23,False,33.0,31.0,,,6.0,7.0,27.0,28.0,,3.0,,2.0,,,,,,71.0,44.0,7.3,0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,7.0,2.0,,2.0,,1.0,,3.0,,,,,,,,,
10913414,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,925947,EUR,857433600,M,19,19,False,55.0,52.0,1.0,1.0,13.0,14.0,39.0,42.0,,3.0,,4.0,,,,,,70.0,73.0,7.2,3,,1.0,,,5.0,,2.0,1.0,,1.0,3.0,2.0,9.0,,1.0,2.0,1.0,,2.0,3.0,,,,,,,,,
10913414,home,Al-Nassr,Luiz Gustavo,,,luiz-gustavo,L. Gustavo,M,14,187.0,2128,M,29735,EUR,553996800,M,18,18,False,55.0,49.0,6.0,3.0,14.0,14.0,36.0,42.0,,4.0,,7.0,,,,,,90.0,67.0,7.2,2,,1.0,1.0,1.0,4.0,3.0,,,,2.0,2.0,2.0,9.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,
10913414,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,1014447,EUR,859766400,M,29,29,False,43.0,37.0,2.0,1.0,11.0,11.0,27.0,34.0,1.0,9.0,,4.0,,,,,,87.0,66.0,7.6,2,,2.0,1.0,,6.0,,7.0,3.0,,,3.0,2.0,15.0,2.0,,2.0,1.0,,,3.0,2.0,1.0,1.0,,,,,,
10913414,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,750,EUR,476409600,F,7,7,False,40.0,33.0,4.0,2.0,6.0,6.0,27.0,34.0,2.0,7.0,1.0,2.0,,,,,,90.0,55.0,7.4,3,,,,4.0,5.0,1.0,2.0,1.0,,,,,14.0,2.0,,1.0,1.0,3.0,,5.0,2.0,2.0,1.0,CR7,True,1.0,,,
