match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_ownGoals,stat_unsuccessfulTouch,stat_wonTackle,stat_wasFouled,stat_wonContest,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_errorLeadToAShot,stat_lastManTackle
14288817,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,14.0,9.0,6.0,1.0,0.0,9.0,9.0,5.0,5.0,1.0,90.0,19.0,6.4,5.0,8.201e-05,16.817379965797,2.0,8.61,7.98,0.3453,0,-1.3362,-0.02,0.0,-0.21,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288817,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,33.0,28.0,3.0,2.0,0.0,7.0,7.0,26.0,2.0,,83.0,44.0,6.4,10.0,0.170955,146.1026897125,14.0,105.945,38.85,,0,,0.31,0.18,-0.42,,Zé,Carlos,True,21.0,3.0,1.0,3.0,1.0,1.0,1.0,47.879747151379,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14288817,home,Gil Vicente,Marvin Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,44.0,38.0,8.0,5.0,0.0,26.0,26.0,18.0,3.0,,90.0,56.0,6.4,6.0,0.00479382,147.15111172514,19.0,92.295,19.215,,1,,0.09,0.08,-0.27,,Marvin,Elimbi,,12.0,,,5.0,1.0,,,,,,2.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,0.0169,0.0564,-0.07,,,,,,,,,,,,,,,
14288817,home,Gil Vicente,Antonio Espigares,espigares-antonio,A. Espigares,D,48,187,60,M,1142261,EUR,1094342400,D,48,48,False,49.0,47.0,9.0,8.0,0.0,35.0,35.0,14.0,4.0,,90.0,64.0,6.0,6.0,0.00632544,183.21595747761,28.0,72.03,16.485,,2,,0.22,0.22,-1.0,,,,,12.0,,,4.0,,,,16.665771179276,1.0,,3.0,6.0,6.0,,7.0,,,1.0,0.115,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,
14288817,home,Gil Vicente,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,D,20,20,False,39.0,37.0,3.0,3.0,0.0,15.0,16.0,23.0,6.0,,90.0,61.0,6.4,6.0,0.017365,153.00629225018,11.0,98.385,24.675,,1,,0.27,0.06,-0.4,,,,,22.0,,,5.0,1.0,,2.0,74.811752179707,3.0,,1.0,1.0,3.0,,3.0,1.0,2.0,1.0,0.0278,,-0.07,1.0,,,,,2.0,,,,,,,,,
14288817,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,48.0,45.0,4.0,4.0,0.0,24.0,25.0,23.0,9.0,,90.0,58.0,7.4,3.0,0.013649,111.21482714915,15.0,21.525,13.545,,0,,0.25,0.1,-0.03,,,,,21.0,,,4.0,1.0,,,,,,,1.0,8.0,,,1.0,2.0,3.0,,,,,,,,,2.0,5.0,,,,,,,,
14288817,home,Gil Vicente,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,38.0,30.0,4.0,3.0,0.0,16.0,19.0,19.0,4.0,,83.0,64.0,6.5,17.0,0.0322462,112.88348506608,15.0,50.61,14.28,,6,,0.13,0.26,-0.06,,Luís,Esteves,,14.0,6.0,1.0,4.0,,,4.0,9.8394666522124,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,2.0,2.0,0.2228,0.0689,-0.54,3.0,2.0,,,2.0,,1.0,2.0,,,,,,,
14288817,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,10.0,8.0,,,0.0,1.0,1.0,9.0,3.0,,58.0,26.0,7.6,10.0,0.133374,143.47854695776,10.0,91.705,33.22,,2,,0.14,0.32,-0.1,,,,,7.0,8.0,2.0,2.0,1.0,,1.0,99.709791082792,4.0,2.0,,,,1.0,,1.0,,,0.0488,0.5182,0.52,1.0,,,,,,,,1.0,1.0,,,,,
14288817,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,95,95,False,30.0,24.0,2.0,,0.0,6.0,6.0,24.0,1.0,,90.0,55.0,6.4,16.0,0.104628,109.80980434898,13.0,20.58,9.975,,5,,0.24,0.15,-0.11,,,,,18.0,2.0,1.0,8.0,,3.0,1.0,14.616883422946,1.0,2.0,4.0,2.0,6.0,,,1.0,2.0,1.0,0.2525,,-0.51,3.0,2.0,,,3.0,2.0,1.0,1.0,,,,,,,
14288817,home,Gil Vicente,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,474,M,1032547,EUR,1046390400,M,11,11,False,14.0,10.0,1.0,1.0,0.0,1.0,1.0,13.0,2.0,,75.0,30.0,6.5,11.0,0.0456238,89.603612890828,11.0,46.87,19.32,,1,,0.16,0.1,-0.12,,Joelson Mendes,,,9.0,4.0,,7.0,,,2.0,20.349940147332,1.0,4.0,3.0,,6.0,,1.0,,1.0,3.0,0.0975,,0.01,,1.0,,,2.0,,4.0,1.0,,,,,,,
