match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_totalCross,stat_bigChanceMissed,stat_outfielderBlock,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_goals,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_shotOffTarget
11406733,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194.0,1818,M,308182,EUR,763862400,G,94,94,False,30.0,28.0,9.0,7.0,0.0,26.0,26.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,90.0,36.0,6.9,2.0,0.00145008,0,0.2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406733,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185.0,1131,M,267619,EUR,719280000,D,77,77,False,67.0,58.0,4.0,3.0,0.0,28.0,29.0,30.0,38.0,,4.0,,,,90.0,79.0,6.8,13.0,0.0196461,0,,True,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11406733,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1922,M,227864,EUR,789868800,D,13,13,False,96.0,90.0,6.0,2.0,0.0,66.0,67.0,24.0,29.0,4.0,3.0,,,,90.0,110.0,7.6,8.0,0.0192596,1,,,7.0,4.0,11.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013,0.0212,1.0,,,,,,,,,,,,,,,
11406733,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183.0,1766,M,965828,EUR,967507200,D,34,34,False,84.0,76.0,3.0,2.0,0.0,47.0,48.0,29.0,36.0,2.0,8.0,,,,90.0,104.0,7.5,10.0,0.208024,0,,,1.0,6.0,9.0,2.0,4.0,2.0,1.0,,,2.0,3.0,1.0,,2.0,2.0,,,1.0,,,1.0,2.0,,,,,,,,,,,
11406733,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182.0,1316,M,136322,EUR,760147200,M,23,23,False,54.0,45.0,3.0,1.0,0.0,23.0,27.0,22.0,29.0,1.0,6.0,,,,90.0,76.0,6.7,16.0,0.027118,1,,,1.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,4.0,2.0,0.2177,0.2299,,,,,,2.0,1.0,1.0,,,,,,,,
11406733,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187.0,1431,M,158615,EUR,682992000,M,5,5,False,54.0,47.0,5.0,2.0,0.0,26.0,27.0,21.0,27.0,1.0,1.0,,,,53.0,62.0,6.8,9.0,0.0315688,0,,,,2.0,2.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
11406733,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179.0,2966,M,937324,EUR,1007424000,M,65,65,False,74.0,65.0,5.0,1.0,0.0,34.0,35.0,31.0,39.0,,7.0,,,,53.0,83.0,7.1,12.0,0.026376,0,,,,2.0,5.0,,5.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
11406733,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178.0,1350,M,826186,EUR,920764800,M,3,3,False,28.0,22.0,2.0,1.0,0.0,10.0,11.0,12.0,21.0,,4.0,,,,71.0,45.0,7.3,12.0,0.134491,1,,,,4.0,5.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,3.0,2.0,0.0144,,1.0,,,1.0,2.0,4.0,,,1.0,,,,,,,
11406733,home,Lazio,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184.0,6890,M,794338,EUR,839203200,F,6,6,False,76.0,68.0,1.0,,0.0,22.0,23.0,47.0,54.0,,3.0,,,,90.0,87.0,6.8,11.0,0.0946198,1,,,,6.0,3.0,,2.0,2.0,1.0,3.0,,,1.0,,1.0,,1.0,0.2262,0.6857,1.0,,,2.0,,1.0,1.0,,,kamadadaichi,1.0,,,,,
11406733,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176.0,4751,M,293581,EUR,803260800,F,20,20,False,47.0,44.0,1.0,1.0,0.0,14.0,15.0,31.0,35.0,,1.0,,,,89.0,63.0,7.7,11.0,0.0788025,1,,,,5.0,6.0,4.0,1.0,,1.0,1.0,,,,,1.0,,2.0,0.0351,0.3188,1.0,,,3.0,3.0,3.0,,,,,1.0,1.0,,,,
