match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,captain,stat_totalOffside,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle,stat_goals
14025064,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195.0,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,38.0,32.0,7.0,1.0,0.0,32.0,33.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,47.0,6.1,7.0,0.00018361,109.33798343026,13.0,89.565,13.65,0.2571,0,-0.0165,0.03,0.02,-0.35,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025064,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,43.0,38.0,6.0,4.0,0.0,23.0,23.0,20.0,1.0,5.0,2.0,6.0,,2.0,,,,,90.0,76.0,7.0,15.0,0.153363,124.68590395387,16.0,5.04,18.585,,0,,0.3,0.14,-0.07,,15.0,6.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,19.566722387768,1.0,1.0,,,,,,,,,,,,,,,,,,,
14025064,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3197,M,,827679,EUR,877564800,D,4,4,False,87.0,80.0,4.0,3.0,0.0,55.0,59.0,28.0,1.0,6.0,3.0,4.0,,1.0,,,,,90.0,99.0,7.6,8.0,0.0180419,185.38658941823,26.0,109.935,11.13,,1,,0.29,0.13,0.24,,25.0,,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,1.0,0.0238,-0.21,,,,,,,,,,,,,,
14025064,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192.0,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,65.0,57.0,5.0,2.0,0.0,37.0,42.0,23.0,3.0,6.0,2.0,5.0,1.0,3.0,,,,,90.0,75.0,6.6,11.0,0.0438317,281.02865819213,23.0,198.87,31.395,,0,,0.22,0.18,-0.42,,20.0,,,2.0,2.0,1.0,1.0,,2.0,,,91.062036008695,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,
14025064,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178.0,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,42.0,38.0,2.0,1.0,0.0,14.0,15.0,27.0,,3.0,1.0,3.0,,4.0,,,,,73.0,62.0,7.2,12.0,0.305076,240.93307678085,17.0,215.565,46.095,,1,,0.55,0.29,-0.14,,24.0,4.0,1.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,154.00049012139,6.0,3.0,,,,0.0191,0.01,,1.0,1.0,1.0,0.0102,,,,,,,,,
14025064,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183.0,1118,M,,1089388,EUR,1073260800,M,26,26,False,37.0,32.0,1.0,1.0,0.0,13.0,13.0,24.0,1.0,5.0,2.0,2.0,,4.0,,,,,73.0,49.0,6.7,9.0,0.018961,39.998286552693,7.0,6.405,10.605,,0,,0.12,0.03,-0.01,,19.0,,,3.0,6.0,,,,3.0,1.0,2.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,
14025064,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177.0,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,66.0,57.0,8.0,5.0,0.0,16.0,17.0,49.0,2.0,4.0,2.0,5.0,,1.0,,,,,90.0,79.0,7.6,11.0,0.428069,111.57594717791,15.0,74.655,16.065,,2,,0.63,0.25,0.0,,41.0,2.0,1.0,1.0,2.0,,,,2.0,,1.0,,,5.0,,,1.0,0.061,-0.49,1.0,,,1.0,,,1.0,,,,,,,
14025064,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175.0,3895,M,,250223,EUR,782438400,M,7,7,False,9.0,8.0,1.0,,0.0,3.0,3.0,6.0,,2.0,,,,,,,,,18.0,15.0,6.6,2.0,0.00758784,10.071180535591,2.0,-6.195,-1.365,,0,,-0.06,0.01,0.13,,5.0,,,,1.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,True,,,,,,
14025064,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187.0,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,26.0,22.0,,,0.0,10.0,11.0,15.0,,,,5.0,,8.0,,,,,90.0,56.0,5.5,22.0,0.0176903,108.36116185191,7.0,82.32,43.47,,6,,-0.06,0.28,-0.09,,12.0,2.0,,,11.0,2.0,,,,,4.0,78.447326123951,3.0,2.0,,,1.0,0.817,-0.72,1.0,5.0,2.0,,0.7383,,3.0,,1.0,,,,,
14025064,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170.0,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,40.0,32.0,7.0,4.0,0.0,8.0,11.0,29.0,2.0,6.0,1.0,9.0,,2.0,,,,,90.0,56.0,6.9,13.0,0.194728,144.67153730172,19.0,56.49,19.005,,2,,0.43,0.21,-0.09,,24.0,1.0,,2.0,7.0,2.0,1.0,,,3.0,3.0,60.900076444139,4.0,2.0,,,1.0,0.1163,-0.19,,1.0,,,,,1.0,,,,,,,
14025064,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179.0,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,19.0,17.0,1.0,,0.0,4.0,4.0,15.0,1.0,1.0,,1.0,,1.0,,,,,90.0,26.0,6.1,6.0,0.0331741,47.149223541221,5.0,37.065,19.845,,1,,-0.05,0.23,0.14,,13.0,1.0,,3.0,6.0,1.0,,,,,1.0,37.366796703623,3.0,,,,1.0,0.0963,-0.3,,1.0,,,,,,,,,,,,
