match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceMissed,captain,stat_goodHighClaim,stat_outfielderBlock,stat_penaltyWon
14566920,home,Qarabağ FK,Mateusz Kochalski,,,kochalski-mateusz,M. Kochalski,G,99,190,11043,M,851249,EUR,964483200,G,99,99,False,23.0,22.0,7.0,6.0,0.0,21.0,21.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,31.0,6.6,1.0,0.00023055,24.372,4.93239,0.0,53.395932888901,8.0,35.7,8.19,0.0244,0,-0.4747,0.04,0.01,-0.16,0.03,3.42,1.38,0.1,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566920,home,Qarabağ FK,Matheus Silva,,,matheus-silva,M. Silva,D,2,182,4356,M,931496,EUR,875836800,D,2,2,False,55.0,48.0,1.0,,1.0,18.0,23.0,30.0,32.0,3.0,4.0,,,,,,,90.0,88.0,6.1,18.0,0.149736,33.156,10.27533,15.0,205.39525454169,19.0,111.405,55.755,,0,,0.09,0.15,-0.31,,3.06,5.06,1.34,0.49,0.32,4.0,1.0,1.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,91.122679865277,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14566920,home,Qarabağ FK,Bahlul Mustafazada,,,bahlul-mustafazada,B. Mustafazada,D,13,190,6865,M,865434,EUR,857001600,D,13,13,False,52.0,51.0,1.0,,0.0,35.0,36.0,16.0,16.0,4.0,1.0,,,,,,,90.0,63.0,7.0,2.0,0.00415394,29.412,9.70656,5.0,141.01932769884,17.0,78.645,16.065,,1,,0.1,0.06,-0.51,,3.06,5.07,1.1,0.39,0.09,,,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,,bahlul27,1.0,1.0,1.0,1.0,1.0,1.0,0.083,0.541,0.51,,,,,,,,,,,,
14566920,home,Qarabağ FK,Kevin Medina,,,kevin-medina,K. Medina,D,81,185,6485,M,939724,EUR,731635200,D,81,81,False,99.0,92.0,8.0,3.0,0.0,56.0,56.0,36.0,43.0,2.0,7.0,,,,,,,90.0,116.0,6.8,8.0,0.0240355,30.708,10.28825,7.0,217.54217015024,34.0,65.31,19.11,,0,,0.35,0.14,-0.24,,2.9,5.39,1.38,0.46,0.16,,,2.0,4.0,4.0,1.0,,2.0,,1.0,1.0,21.598060005473,1.0,,KMedina,,,,3.0,2.0,,,,,,,,,,,,,,,,
14566920,home,Qarabağ FK,Elvin Jafarguliyev,,,elvin-cafarquliyev,E. Cafarquliyev,D,44,180,7692,M,1017996,EUR,972518400,D,44,44,False,66.0,50.0,8.0,2.0,1.0,23.0,32.0,27.0,34.0,5.0,4.0,,,,,,,90.0,93.0,7.9,16.0,1.14382,32.22,10.53367,12.0,111.41416150867,18.0,35.595,11.34,,0,,0.99,0.05,-0.3,,2.97,5.28,1.39,0.61,0.28,,,2.0,3.0,5.0,,2.0,3.0,,2.0,,12.853882837493,1.0,2.0,elvinjafarguliyev,,,,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,,,,,,,
14566920,home,Qarabağ FK,Pedro Bicalho,,,bicalho-pedro,P. Bicalho,M,35,178,3678,M,966133,EUR,987984000,M,35,35,False,67.0,63.0,4.0,4.0,0.0,19.0,19.0,44.0,48.0,3.0,4.0,,,,,,,90.0,79.0,6.4,7.0,0.0482107,29.232,11.2915,5.0,140.34987287074,21.0,53.76,20.16,,2,,0.32,0.17,-0.49,,2.7,6.08,1.97,0.46,0.09,,,,5.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,2.0,,,,,1.0,1.0,,0.13,,0.01,2.0,1.0,,,1.0,1.0,1.0,,,,,
14566920,home,Qarabağ FK,Marko Janković,,,marko-jankovic,M. Janković,M,8,172,8159,M,189009,EUR,805248000,M,8,8,False,84.0,76.0,4.0,2.0,0.0,33.0,33.0,43.0,51.0,1.0,10.0,,,,,,,90.0,99.0,7.1,12.0,0.11195,28.188,11.30131,5.0,201.20026260813,25.0,-8.19,18.06,,0,,0.29,0.14,-0.15,,2.81,5.66,2.09,0.65,0.09,1.0,,,3.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,18.066271779202,1.0,1.0,marko10j,1.0,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,
14566920,home,Qarabağ FK,Leandro Andrade,,,andrade-leandro,L. Andrade,M,15,176,7913,M,1048905,EUR,938131200,M,15,15,False,26.0,23.0,2.0,1.0,0.0,3.0,3.0,20.0,23.0,,,,,,,,,84.0,38.0,5.8,9.0,0.0144008,29.736,9.66583,8.0,70.706167885694,7.0,53.655,19.32,,2,,-0.2,0.07,-0.12,,2.6,4.97,1.46,0.5,0.14,1.0,,,4.0,1.0,3.0,2.0,,1.0,,,34.811049299644,2.0,,,,1.0,,,,,0.3054,0.7467,-0.64,,1.0,,,,1.0,,1.0,,,,
14566920,home,Qarabağ FK,Joni Montiel,,,joni-montiel,J. Montiel,M,9,173,6538,M,827491,EUR,904780800,M,9,9,False,41.0,35.0,2.0,,0.0,4.0,4.0,31.0,37.0,,1.0,,,,,,,84.0,63.0,6.1,19.0,0.0235844,28.656,9.40645,3.0,163.60167028351,19.0,88.62,27.72,,2,,-0.09,0.23,-0.16,,2.63,5.03,1.34,0.35,0.06,6.0,,,8.0,3.0,5.0,4.0,,,1.0,,36.677364893828,2.0,,,,1.0,,,,,0.0564,0.0178,-0.12,1.0,2.0,,,,1.0,,,,,,
14566920,home,Qarabağ FK,Abdellah Zoubir,,,abdellah-zoubir,A. Zoubir,M,10,180,11604,M,214080,EUR,691891200,M,10,10,False,54.0,48.0,3.0,2.0,0.0,15.0,18.0,33.0,36.0,,5.0,,,,,,,90.0,71.0,6.6,14.0,0.0638081,29.196,11.77546,12.0,246.64333906175,27.0,78.12,31.29,,0,,-0.41,0.37,-0.14,,2.83,5.36,2.2,1.14,0.25,2.0,,,3.0,5.0,1.0,3.0,,3.0,3.0,2.0,102.79000158561,5.0,1.0,AZ10,,,,,,,,,,,2.0,,,,,,,True,,,
