match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_totalTackle,stat_wonTackle,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_dispossessed,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalOffside
10665951,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193.0,156,M,838439,EUR,597888000,G,1,1,False,35.0,14.0,32.0,11.0,4.0,6.0,10.0,29.0,1.0,1.0,6.0,1.0,3.0,1.0,90.0,42.0,6.2,21.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Omar Al-Oudah,,,omar-al-oudah,O. Al-Oudah,D,22,174.0,4,,2266015,EUR,914889600,D,2,2,False,1.0,,,,,1.0,,,,,,,,,15.0,4.0,6.4,2.0,,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Mohammed Al-Khabrani,,,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,21.0,16.0,8.0,4.0,10.0,12.0,6.0,9.0,3.0,5.0,2.0,2.0,,,90.0,33.0,6.5,7.0,,0,1.0,1.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Izuchukwu Jude Anthony,,,izuchukwu-jude-anthony,I. J. Anthony,D,16,187.0,51,M,834130,EUR,878515200,D,25,25,False,28.0,19.0,7.0,4.0,13.0,18.0,6.0,10.0,2.0,6.0,3.0,2.0,,,90.0,37.0,6.6,9.0,,0,2.0,,1.0,,5.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Hussain Al-Nuweqi,Hussain Al-Nuweqi,,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,False,13.0,10.0,2.0,,4.0,5.0,7.0,10.0,1.0,3.0,1.0,,,,90.0,29.0,7.6,5.0,2.0,0,2.0,,1.0,,3.0,2.0,1.0,2.0,1.0,True,2.0,2.0,1.0,1.0,,,,,,,,,,,
10665951,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600,M,8,8,False,31.0,21.0,2.0,2.0,11.0,14.0,10.0,17.0,2.0,5.0,10.0,1.0,,,90.0,42.0,7.1,12.0,,0,3.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Morato,,,morato,Morato,M,12,170.0,60,M,866468,EUR,715305600,M,10,10,False,13.0,10.0,1.0,,4.0,6.0,6.0,7.0,,1.0,1.0,,,,60.0,17.0,6.2,5.0,,0,2.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,
10665951,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400,M,15,15,False,23.0,12.0,7.0,1.0,7.0,9.0,5.0,14.0,1.0,5.0,9.0,1.0,,,90.0,41.0,7.2,14.0,2.0,1,4.0,1.0,1.0,3.0,2.0,1.0,,1.0,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,
10665951,home,Al-Khaleej,Khaled Al-Semeiry,,,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,6,6,False,7.0,4.0,1.0,,4.0,6.0,,1.0,,,1.0,,,,45.0,12.0,6.1,6.0,,0,5.0,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,
10665951,home,Al-Khaleej,Fábio Martins,,,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,93,93,False,26.0,17.0,2.0,1.0,7.0,8.0,11.0,23.0,1.0,9.0,4.0,3.0,,,90.0,59.0,8.7,19.0,1.0,4,6.0,2.0,,,,,3.0,5.0,4.0,,,5.0,1.0,,3.0,,,,2.0,1.0,1.0,2.0,,,
10665951,home,Al-Khaleej,Sokol Cikalleshi,,,sokol-cikalleshi,S. Cikalleshi,F,,185.0,338,M,81138,EUR,646444800,F,9,9,False,15.0,11.0,2.0,2.0,3.0,5.0,8.0,10.0,2.0,6.0,2.0,4.0,,,90.0,34.0,7.0,10.0,,1,10.0,1.0,5.0,1.0,,,3.0,,,,,,,,2.0,,,,1.0,,,1.0,,,
10665951,home,Al-Khaleej,Hani Al-Subayani,,,hani-al-subayani,H. Al-Subayani,D,3,175.0,4,M,974169,EUR,900979200,D,24,24,True,13.0,7.0,4.0,2.0,5.0,9.0,2.0,6.0,2.0,2.0,3.0,,,,74.0,30.0,6.0,12.0,,0,4.0,1.0,2.0,,3.0,,1.0,,,,,2.0,,,,1.0,,,,,,,,,
10665951,home,Al-Khaleej,Hamad Al Abdan,,,hamad-al-abdan,H. A. Abdan,M,,165.0,13,M,1019294,EUR,959299200,M,99,99,True,15.0,14.0,1.0,1.0,6.0,7.0,8.0,8.0,2.0,5.0,4.0,1.0,,,45.0,22.0,6.8,2.0,1.0,1,1.0,,,3.0,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,
10665951,home,Al-Khaleej,Hassan Al-Majhad,Hassan,Al-Majhad,hassan-al-majhad,H. Al-Majhad,M,17,175.0,4,M,1915048,EUR,706147200,M,17,17,True,6.0,2.0,1.0,,1.0,3.0,1.0,3.0,,,3.0,,,,30.0,8.0,6.4,4.0,,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Abdullah Al-Harbi,,,abdullah-al-harbi,A. Al-Harbi,D,20,175.0,4,M,818755,EUR,601948800,D,20,20,True,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Marwan Al-Haidari,,,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Abdullah Al-Shanqiti,Abdullah Alshenqiti,,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179.0,10,M,1085896,EUR,914284800,D,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Mohammed Al-Sahli,,,mohammed-al-sahli,M. Al-Sahli,M,11,178.0,3,M,974146,EUR,678326400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Ayman Al-Hujaili,,,ayman-al-hujaili,A. Al-Hujaili,M,10,165.0,16,M,990188,EUR,900460800,M,58,58,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10665951,home,Al-Khaleej,Saleh Al Abbas,,,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000,F,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10665951,away,Al Wehda,Munir El Kajoui,,,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,141967,EUR,610761600,G,1,1,False,14.0,11.0,4.0,1.0,10.0,11.0,1.0,3.0,,,9.0,,1.0,1.0,90.0,24.0,5.9,4.0,,0,,,,,,,,,,,,,,,,,,,,,,,Munir,1.0,
