match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,captain,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_challengeLost,player_firstName,player_lastName,stat_goals,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
10583840,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,34,34,False,23.0,16.0,11.0,4.0,16.0,18.0,5.0,2.0,1.0,1.0,90.0,25.0,7.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583840,home,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184.0,54,M,350072,EUR,496627200.0,D,5,5,False,33.0,23.0,8.0,3.0,21.0,29.0,4.0,5.0,,,88.0,43.0,6.8,11.0,0,2.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10583840,home,Al-Ittihad,Ahmed Hegazy,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600.0,D,26,26,False,36.0,32.0,4.0,1.0,31.0,33.0,3.0,3.0,,,90.0,43.0,6.8,6.0,0,1.0,,1.0,,1.0,5.0,,,,1.0,,,ahmedhegazy6,True,,,,,,,,,,,,,,,,,,,,,
10583840,home,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400.0,D,95,95,False,31.0,25.0,1.0,,21.0,24.0,7.0,1.0,,,90.0,37.0,7.1,7.0,0,4.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10583840,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800.0,M,24,24,False,27.0,22.0,7.0,3.0,10.0,13.0,15.0,5.0,,,90.0,54.0,6.5,19.0,0,13.0,1.0,1.0,7.0,6.0,2.0,,2.0,1.0,5.0,1.0,2.0,,,,1.0,1.0,1.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,
10583840,home,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,77,170.0,5336,M,152098,EUR,714096000.0,M,10,10,False,32.0,25.0,5.0,1.0,14.0,15.0,21.0,6.0,,,90.0,50.0,7.1,15.0,2,12.0,,,3.0,2.0,,1.0,,,2.0,1.0,1.0,igor_coronado,,,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10583840,home,Al-Ittihad,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400.0,M,3,3,False,36.0,32.0,4.0,2.0,22.0,25.0,12.0,11.0,,,90.0,58.0,7.2,8.0,0,10.0,,,4.0,9.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,
10583840,home,Al-Ittihad,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600.0,M,27,27,False,21.0,14.0,5.0,1.0,9.0,10.0,14.0,5.0,,,90.0,58.0,6.9,20.0,1,6.0,1.0,,11.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,
10583840,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000.0,F,90,90,False,5.0,4.0,,,,1.0,4.0,,,,21.0,11.0,6.7,1.0,3,4.0,,1.0,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,
10583840,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000.0,F,9,9,False,16.0,13.0,,,4.0,4.0,12.0,1.0,,,90.0,26.0,9.0,7.0,3,9.0,3.0,1.0,7.0,2.0,,,,,3.0,,4.0,abderrazak_hamdallah,,,,,,1.0,1.0,2.0,3.0,,1.0,,1.0,2.0,,,,2.0,,,,
10583840,home,Al-Ittihad,Hélder Costa,helder-costa,H. Costa,F,,178.0,550,,138891,EUR,758332800.0,F,17,17,False,9.0,8.0,,,3.0,3.0,7.0,2.0,,,61.0,22.0,6.8,6.0,2,5.0,,,7.0,2.0,,,1.0,1.0,,1.0,3.0,,,,1.0,,3.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,
10583840,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400.0,M,14,14,True,25.0,21.0,5.0,3.0,16.0,18.0,7.0,6.0,,,69.0,35.0,7.4,4.0,0,5.0,2.0,,5.0,7.0,,2.0,4.0,3.0,,2.0,3.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,Awad Al Nashri,,,,,,
10583840,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800.0,D,33,33,True,7.0,6.0,,,5.0,5.0,2.0,1.0,,,29.0,10.0,6.6,1.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583840,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200.0,D,12,12,True,2.0,1.0,,,,1.0,1.0,,,,9.0,4.0,6.5,2.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zakaria Al Hawsawi,,,,,,
