match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_totalOffside
14131885,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,False,41.0,27.0,19.0,5.0,0.0,22.0,24.0,5.0,17.0,1.0,2.0,12.0,1.0,2.0,1.0,4.0,90.0,54.0,7.7,14.0,0.00396486,0.022,0,0.4338,0.09,-0.03,0.35,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131885,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,27.0,20.0,4.0,1.0,0.0,14.0,17.0,6.0,10.0,4.0,8.0,2.0,3.0,,,,90.0,57.0,6.9,13.0,0.00782196,,1,,-0.06,0.09,-0.05,,Dinis Pinto,,1.0,3.0,7.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0682,0.0536,-0.14,,,,,,,,,,,,,,,,,,
14131885,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,55.0,48.0,9.0,5.0,0.0,40.0,43.0,8.0,12.0,4.0,5.0,3.0,,,,,90.0,66.0,7.0,7.0,0.00349876,,0,,0.04,0.02,0.61,,,,,1.0,5.0,1.0,,,,7.0,2.0,,3.0,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,
14131885,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,53.0,48.0,4.0,2.0,0.0,44.0,45.0,4.0,8.0,4.0,6.0,5.0,,,,,80.0,64.0,7.2,5.0,0.00235419,,0,,0.08,0.02,0.6,,,,,,1.0,,1.0,1.0,,4.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14131885,home,Moreirense,Kiko,kiko,Kiko,D,27,180,151,M,1395583,EUR,1018915200,D,27,27,False,32.0,23.0,8.0,,0.0,17.0,20.0,6.0,12.0,2.0,6.0,1.0,,,,,80.0,57.0,7.6,13.0,0.360791,,0,,0.45,0.03,0.16,,,,1.0,,3.0,,,,,4.0,3.0,,2.0,,,,,,4.0,2.0,,2.0,1.0,,,,,,,,,,,
14131885,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,11.0,9.0,3.0,1.0,0.0,3.0,3.0,6.0,8.0,,4.0,3.0,3.0,,,,45.0,19.0,7.1,4.0,0.0106813,,0,,0.13,0.07,0.13,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
14131885,home,Moreirense,Mateja Stjepanović,mateja-stjepanovic,M. Stjepanović,M,8,185,313,M,1166006,EUR,1077235200,M,8,8,False,28.0,25.0,3.0,3.0,0.0,20.0,20.0,5.0,8.0,1.0,1.0,3.0,,,,,90.0,40.0,6.6,6.0,0.0117109,,2,,0.02,0.03,0.3,,Mateja Stjepanovic,,1.0,2.0,5.0,,1.0,,1.0,5.0,,1.0,2.0,0.044,0.0094,-0.12,,,,,1.0,,,1.0,1.0,,,,,,,,,
14131885,home,Moreirense,Cedric Teguia,cedric-teguia,C. Teguia,M,7,180,82,M,910033,EUR,1001894400,M,7,7,False,24.0,16.0,4.0,2.0,0.0,6.0,8.0,10.0,16.0,1.0,5.0,3.0,1.0,,,,90.0,43.0,6.9,14.0,0.0186643,,2,,0.11,0.27,0.16,,,,3.0,,3.0,,2.0,1.0,,3.0,1.0,1.0,1.0,0.1607,,-0.53,,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,
14131885,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,32.0,27.0,3.0,1.0,1.0,9.0,12.0,18.0,20.0,1.0,4.0,7.0,3.0,,,,90.0,45.0,8.2,10.0,0.58955,,1,,0.8,0.09,0.14,,,,4.0,,1.0,,1.0,,,,,1.0,,0.017,,-0.02,,,,,,3.0,,1.0,,,1.0,1.0,,,,,,
14131885,home,Moreirense,Kiko Bondoso,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,15.0,12.0,,,1.0,5.0,5.0,7.0,10.0,,3.0,2.0,2.0,,,,70.0,22.0,7.6,5.0,0.459365,,1,,0.58,0.22,0.13,,,,3.0,3.0,3.0,,1.0,1.0,,,,,,0.0432,,-0.13,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,
14131885,home,Moreirense,Guilherme Schettine,guilherme-schettine,G. Schettine,F,95,178,325,M,856119,EUR,813283200,F,95,95,False,8.0,8.0,3.0,3.0,0.0,2.0,2.0,6.0,6.0,,,,,,,,70.0,26.0,7.8,8.0,0.0137048,,3,,-0.07,0.01,0.18,,,,,,6.0,,2.0,,2.0,2.0,,4.0,2.0,1.2056,1.8352,0.64,,,,,,,2.0,,,1.0,,,2.0,,,,,
14131885,home,Moreirense,Afonso Assis,afonso-assis,A. Assis,M,25,180,55,M,2030567,EUR,1152921600,M,25,25,True,22.0,15.0,2.0,,0.0,9.0,10.0,6.0,12.0,,,3.0,,,,,45.0,26.0,6.4,8.0,0.0203646,,0,,0.22,0.0,-0.09,,,,,1.0,5.0,1.0,,,,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
14131885,home,Moreirense,Landerson,landerson,Landerson,M,78,167,96,M,1471229,EUR,1165881600,F,78,78,True,6.0,4.0,,,0.0,,2.0,4.0,4.0,,3.0,1.0,2.0,,,,20.0,12.0,6.6,5.0,0.00756931,,0,,-0.08,-0.04,0.13,,Landerson,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
14131885,home,Moreirense,Yan Maranhão,yan,Y. Maranhão,F,99,183,107,M,1188685,EUR,1031875200,F,99,99,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,2.0,,1.0,,,,20.0,6.0,6.7,1.0,0.00103452,,0,,0.04,-0.02,0.17,,Yan,,,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14131885,home,Moreirense,Álvaro Martínez,alvaro-martinez,Á. Martínez,D,17,181,50,M,1175474,EUR,1020470400,D,17,17,True,6.0,4.0,2.0,1.0,0.0,3.0,5.0,1.0,1.0,,1.0,1.0,1.0,,,,10.0,12.0,6.6,4.0,0.00100916,,0,,-0.04,,0.0,,,,1.0,,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
