match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wonContest,stat_outfielderBlock,stat_fouls,captain,stat_aerialLost,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,player_firstName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_lastName,stat_accurateCross,stat_challengeLost,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_clearanceOffLine,stat_errorLeadToAGoal,player_sofascoreId
14771923,home,Al-Khaleej,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,295,M,39457,EUR,641347200.0,G,49,49,False,26.0,23.0,9.0,7.0,0.0,22.0,25.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,90.0,29.0,7.1,3.0,0.00079056,31.809731849369,5.0,26.565,7.35,0,0.11,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,False,50.0,43.0,4.0,2.0,0.0,21.0,23.0,22.0,27.0,1.0,5.0,3.0,4.0,1.0,,,,90.0,71.0,7.1,13.0,0.0157008,135.61945081605,11.0,18.27,9.87,0,0.05,0.09,0.19,1.0,3.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Bart Schenkeveld,bart-schenkeveld,B. Schenkeveld,D,4,184.0,280,M,99150,EUR,683337600.0,D,4,4,False,28.0,27.0,,,0.0,17.0,18.0,10.0,10.0,2.0,4.0,1.0,3.0,,,,,72.0,34.0,7.2,1.0,0.00482875,103.92042680507,8.0,25.83,17.22,0,0.14,0.07,0.37,,3.0,,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800.0,D,3,3,False,56.0,53.0,5.0,4.0,0.0,27.0,29.0,26.0,27.0,1.0,3.0,2.0,5.0,,,,,90.0,62.0,7.5,3.0,0.0192487,246.89579556479,26.0,147.315,19.95,0,0.38,0.21,0.13,,3.0,,,2.0,1.0,,,,1.0,True,2.0,41.249902688076,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200.0,D,5,5,False,91.0,84.0,5.0,3.0,1.0,21.0,23.0,63.0,68.0,1.0,2.0,2.0,10.0,,,,,90.0,111.0,7.8,12.0,0.501708,201.09027907635,30.0,70.665,11.025,1,0.58,0.17,0.25,4.0,3.0,1.0,,1.0,1.0,,,,2.0,,1.0,7.5853806760109,1.0,1.0,1.0,0.1002,1.0,-0.24,,,,,,,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182.0,579,M,128089,EUR,752198400.0,M,21,21,False,78.0,71.0,5.0,3.0,1.0,23.0,24.0,48.0,54.0,1.0,5.0,,5.0,1.0,,,,88.0,92.0,8.5,9.0,0.458509,194.08366510079,27.0,80.115,29.505,2,0.97,0.27,0.15,,1.0,,1.0,2.0,,1.0,1.0,,1.0,,,31.196192860668,1.0,1.0,,0.4008,1.0,-0.56,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Ali Abdoulraouf Alabdrabalnabi,ali-abdoulraouf-alabdrabalnabi,A. A. Alabdrabalnabi,M,24,,10,M,2040371,EUR,1072915200.0,M,24,24,False,33.0,30.0,2.0,2.0,0.0,11.0,11.0,19.0,22.0,,6.0,1.0,1.0,4.0,,,,84.0,51.0,6.9,6.0,0.0253095,102.74618512928,13.0,45.78,13.23,2,-0.22,0.34,0.14,,3.0,2.0,,2.0,1.0,1.0,,,1.0,,,8.7319620361062,1.0,1.0,1.0,0.5185,2.0,-0.48,1.0,,1.0,Ali Abdoulraouf Alabdrabalnabi,1.0,0.2327,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,M,15,15,False,34.0,31.0,4.0,3.0,0.0,11.0,11.0,20.0,23.0,,3.0,1.0,5.0,1.0,,,,90.0,49.0,6.8,12.0,0.0127091,109.2955949327,18.0,32.76,11.97,1,-0.52,0.19,-0.02,5.0,1.0,,1.0,1.0,,4.0,1.0,,1.0,,1.0,,,,,0.3717,,0.19,1.0,,,,1.0,0.397,,,,,,,,,,,,,,,
14771923,home,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600.0,M,10,10,False,85.0,71.0,13.0,12.0,0.0,21.0,22.0,50.0,63.0,,3.0,,2.0,,,,,87.0,110.0,10.0,28.0,1.13751,283.87396562758,40.0,120.12,12.705,2,1.0,0.52,-0.08,12.0,5.0,2.0,5.0,,,,3.0,,,,,61.356089088602,5.0,3.0,,0.9438,4.0,0.5,,1.0,,,1.0,0.9929,,4.0,1.0,1.0,,,,,,,,,,,
14771923,home,Al-Khaleej,Giorgos Masouras,giorgos-masouras,G. Masouras,M,9,184.0,1890,M,592560,EUR,757382400.0,M,9,9,False,48.0,44.0,3.0,2.0,1.0,8.0,8.0,36.0,40.0,1.0,4.0,1.0,8.0,,,,,90.0,69.0,7.5,12.0,0.155903,207.06730464582,20.0,123.165,38.85,5,0.38,0.03,-0.03,2.0,8.0,4.0,1.0,3.0,2.0,,,,1.0,,,87.605365295439,4.0,1.0,,0.9515,3.0,0.12,2.0,2.0,,,3.0,0.997,,,2.0,1.0,2.0,,,,,,,,,,
