match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_fouls,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_errorLeadToAShot
12763993,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,23,23,False,41.0,22.0,30.0,11.0,0.0,15.0,19.0,7.0,22.0,1.0,9.0,2.0,2.0,3.0,1.0,90.0,51.0,6.9,19.0,0.00248776,0,0.6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763993,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1581,M,352768,EUR,872812800,D,98,98,False,34.0,32.0,1.0,1.0,0.0,21.0,22.0,11.0,13.0,4.0,9.0,,,,,90.0,65.0,7.6,7.0,0.0254068,2,,1.0,1.0,1.0,2.0,10.0,3.0,2.0,1.0,2.0,3.0,6.0,4.0,1.0,1.0,1.0,0.1295,2.0,,,,,,,,,,,,,,,
12763993,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2901,M,257091,EUR,842918400,D,55,55,False,29.0,24.0,2.0,,0.0,20.0,21.0,4.0,8.0,1.0,5.0,,,,,90.0,38.0,6.8,6.0,0.0677523,0,,,1.0,2.0,2.0,5.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,
12763993,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190,8276,M,758168,EUR,826243200,D,19,19,False,30.0,22.0,4.0,,0.0,18.0,20.0,4.0,10.0,5.0,6.0,,,,,90.0,41.0,6.7,8.0,0.00229275,0,,,2.0,3.0,4.0,5.0,,,1.0,,,2.0,1.0,,,,,1.0,,2.0,niakhate,,,,,,,,,,,,
12763993,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10913,M,158243,EUR,715219200,D,3,3,False,27.0,22.0,,,0.0,14.0,16.0,8.0,13.0,4.0,1.0,,,,,81.0,52.0,6.8,9.0,0.1425,0,,2.0,1.0,1.0,6.0,9.0,1.0,,,,,4.0,4.0,,4.0,,,,,2.0,tagliafico3,1.0,1.0,,,,,,,,,,
12763993,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,77290,M,979128,EUR,1061078400,M,18,18,False,25.0,20.0,2.0,1.0,2.0,4.0,4.0,18.0,24.0,,2.0,,,,,73.0,43.0,8.6,16.0,0.958548,2,,3.0,,,7.0,,3.0,,1.0,,,,,2.0,,,0.2657,5.0,,,rayan_cherki,,4.0,2.0,2.0,1.0,0.6609,,,,,,
12763993,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3555,M,44241,EUR,586396800,M,31,31,False,50.0,42.0,5.0,2.0,0.0,10.0,12.0,32.0,39.0,,7.0,,,,,90.0,58.0,6.8,11.0,0.118279,0,,1.0,,3.0,3.0,5.0,,,,,1.0,2.0,,1.0,1.0,,,,,1.0,Mati,1.0,1.0,,,,,,,,,,
12763993,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3276,M,343067,EUR,775872000,M,8,8,False,41.0,33.0,2.0,2.0,1.0,15.0,16.0,18.0,26.0,1.0,3.0,,,,,81.0,59.0,8.1,11.0,0.0364911,2,,1.0,5.0,3.0,10.0,9.0,,,2.0,1.0,1.0,6.0,5.0,1.0,,,0.0969,3.0,,3.0,,1.0,1.0,,,,,1.0,1.0,,,,
12763993,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6855,M,1202024,EUR,1067644800,F,37,37,False,28.0,20.0,,,0.0,8.0,11.0,13.0,21.0,,4.0,,,,,72.0,55.0,8.0,17.0,0.162575,4,,4.0,2.0,,6.0,7.0,3.0,2.0,,1.0,,3.0,2.0,3.0,2.0,,0.3815,,,1.0,nana_nuamah10,1.0,1.0,1.0,1.0,1.0,0.7958,2.0,1.0,,,,
12763993,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9441,M,50070,EUR,675388800,F,10,10,False,17.0,13.0,1.0,1.0,0.0,4.0,6.0,9.0,11.0,,2.0,,,,,81.0,32.0,6.1,5.0,0.0131848,4,,,2.0,,5.0,6.0,,,,1.0,,4.0,3.0,,2.0,1.0,0.4789,,,2.0,lacazettealex,,1.0,,2.0,,0.34,1.0,,True,3.0,,
