match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalCross,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_penaltyWon,stat_penaltyConceded,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_clearanceOffLine
12530863,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186.0,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,15.0,13.0,6.0,4.0,0.0,13.0,14.0,1.0,4.0,2.0,1.0,90.0,21.0,7.1,2.0,0.000102,0,0.7402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530863,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175.0,5509,M,,791616,EUR,883526400,D,21,21,False,42.0,39.0,2.0,1.0,0.0,15.0,15.0,27.0,6.0,,,90.0,55.0,7.6,4.0,0.126678,0,,24.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530863,home,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190.0,969,M,,863600,EUR,763516800,D,3,3,False,53.0,46.0,2.0,1.0,0.0,31.0,33.0,20.0,,,,90.0,61.0,7.7,7.0,0.00540544,1,,15.0,12.0,5.0,,,,2.0,1.0,,5.0,,7.0,5.0,1.0,1.0,2.0,0.6777,0.9924,,,,,,,,,,,,,,,,,,,,,,,
12530863,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187.0,4168,M,soyuncu_caglar,758608,EUR,832809600,D,4,4,False,6.0,5.0,,,0.0,4.0,4.0,2.0,,,,12.0,7.0,6.5,1.0,0.00118507,0,,1.0,2.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530863,home,Fenerbahçe,Filip Kostić,filip-kostic,F. Kostić,M,18,184.0,7055,M,filipkostic,126588,EUR,720576000,D,18,18,False,40.0,28.0,5.0,2.0,0.0,14.0,16.0,27.0,7.0,,,90.0,66.0,7.4,19.0,0.00786462,2,,14.0,1.0,7.0,,,,3.0,1.0,1.0,1.0,,,2.0,,,,0.112,,,,3.0,2.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,
12530863,home,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174.0,1764,M,,856849,EUR,777254400,M,8,8,False,33.0,27.0,2.0,,1.0,11.0,11.0,31.0,9.0,,,71.0,59.0,8.2,17.0,1.10828,3,,18.0,6.0,7.0,5.0,3.0,2.0,,,1.0,,3.0,1.0,1.0,1.0,,,0.1846,,,,9.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
12530863,home,Fenerbahçe,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183.0,27456,M,sofyanamrabat,359272,EUR,840585600,M,34,34,False,70.0,63.0,11.0,7.0,0.0,29.0,31.0,39.0,2.0,,,88.0,89.0,7.7,11.0,0.0677379,3,,34.0,7.0,4.0,1.0,,,1.0,,2.0,1.0,2.0,2.0,,1.0,1.0,,0.0893,0.0616,,,,1.0,2.0,2.0,,,,3.0,1.0,1.0,,,,,,,,,,,
12530863,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181.0,12216,M,dusantadic,38560,EUR,595987200,M,10,10,False,41.0,34.0,1.0,,0.0,3.0,4.0,42.0,2.0,,,90.0,63.0,8.0,16.0,0.505095,4,,33.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,4.0,,,1.0,1.0,,0.9961,0.9318,,,5.0,2.0,,,3.0,2.0,,1.0,1.0,,True,,,,,,,,,,
12530863,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174.0,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,24.0,20.0,2.0,2.0,1.0,7.0,8.0,20.0,4.0,,,90.0,44.0,7.0,13.0,0.585948,2,,14.0,6.0,4.0,3.0,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,1.0,,,,0.1371,,,,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
12530863,home,Fenerbahçe,Allan Saint-Maximin,allan-saint-maximin,A. Saint-Maximin,F,9,173.0,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,30.0,23.0,1.0,1.0,0.0,6.0,6.0,28.0,6.0,,,90.0,57.0,9.1,13.0,0.0577299,4,,18.0,1.0,12.0,4.0,4.0,,1.0,,1.0,,,,,3.0,1.0,,0.368,0.6842,,,4.0,1.0,7.0,6.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,
