match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_clearanceOffLine
12421221,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195.0,289,M,963038,EUR,1014336000,G,99,99,False,36.0,23.0,17.0,4.0,0.0,20.0,21.0,3.0,15.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,90.0,45.0,6.2,14.0,0.00214793,0,-0.6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,60.0,49.0,6.0,2.0,0.0,29.0,31.0,23.0,34.0,9.0,1.0,,5.0,,,,90.0,89.0,6.5,23.0,0.59809,0,,5.0,3.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190.0,122,M,38471,EUR,572140800,D,33,33,False,86.0,81.0,12.0,11.0,0.0,50.0,52.0,31.0,34.0,2.0,,7.0,5.0,,,,90.0,101.0,7.4,5.0,0.00954097,0,,,,2.0,5.0,,,,,5.0,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185.0,329,M,1130011,EUR,1048636800,D,25,25,False,62.0,55.0,9.0,7.0,0.0,40.0,43.0,15.0,19.0,4.0,,7.0,2.0,,,,90.0,76.0,6.7,8.0,0.00607006,0,,,,3.0,4.0,,,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180.0,747,M,1144138,EUR,1035849600,D,5,5,False,14.0,13.0,,,0.0,7.0,8.0,6.0,6.0,1.0,,,1.0,,,,24.0,19.0,6.5,2.0,0.076199,0,,,,,3.0,,2.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,38.0,27.0,7.0,3.0,0.0,12.0,12.0,16.0,32.0,3.0,,1.0,2.0,,,,90.0,56.0,7.5,17.0,0.0704111,2,,6.0,1.0,2.0,5.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,True,1.0,1.0,1.0,0.7468,0.9532,,,,,,,,,
12421221,home,KVC Westerlo,Alfie Devine,,,alfie-devine,A. Devine,M,21,182.0,1496,M,1049459,EUR,1091318400,M,10,10,False,15.0,12.0,2.0,2.0,0.0,6.0,6.0,6.0,9.0,1.0,,,,,,,24.0,15.0,6.5,3.0,0.00889223,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173.0,283,M,979808,EUR,1032912000,M,18,18,False,31.0,24.0,4.0,3.0,1.0,5.0,5.0,19.0,29.0,7.0,,3.0,7.0,,,,85.0,58.0,7.3,17.0,0.110738,0,,3.0,,2.0,6.0,2.0,5.0,,,,3.0,2.0,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,M,13,13,False,16.0,12.0,,,0.0,3.0,3.0,9.0,13.0,2.0,,,1.0,,,,77.0,28.0,7.4,7.0,0.0181436,2,,,,,2.0,2.0,,,,,,,1.0,2.0,,1.0,,,,1.0,,1.0,0.1666,0.9483,1.0,,,,,,,,
12421221,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182.0,1519,M,905474,EUR,993772800,M,7,7,False,18.0,14.0,1.0,1.0,1.0,3.0,3.0,11.0,17.0,8.0,2.0,4.0,4.0,,,,90.0,42.0,7.5,12.0,0.0373066,5,,2.0,,3.0,7.0,,5.0,1.0,,,1.0,,3.0,1.0,,2.0,3.0,2.0,,2.0,,,0.3774,0.5416,3.0,1.0,1.0,,,,,,
12421221,home,KVC Westerlo,Matija Frigan,,,matija-frigan,M. Frigan,F,20,184.0,1391,M,1092081,EUR,1044921600,F,9,9,False,12.0,7.0,,,0.0,,,7.0,13.0,7.0,1.0,,2.0,,,,85.0,30.0,7.5,12.0,0.0162509,6,,1.0,,2.0,7.0,1.0,4.0,,,,,,2.0,3.0,,1.0,3.0,1.0,,2.0,2.0,1.0,0.8936,0.4461,2.0,,1.0,,,,,,
12421221,home,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185.0,655,M,1131598,EUR,1089158400,F,77,77,True,35.0,32.0,8.0,6.0,0.0,14.0,15.0,18.0,20.0,3.0,1.0,4.0,3.0,,,,66.0,53.0,7.3,7.0,0.0311215,3,,,,,3.0,1.0,,,,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,,0.0911,0.1332,,,,,,,,,
12421221,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,True,39.0,31.0,11.0,8.0,1.0,14.0,16.0,19.0,29.0,7.0,2.0,1.0,5.0,,,,66.0,61.0,7.2,18.0,0.101406,2,,6.0,2.0,1.0,4.0,1.0,2.0,1.0,,1.0,3.0,2.0,3.0,,1.0,2.0,1.0,,,,2.0,,0.1291,,,,,,,,,,
12421221,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189.0,289,M,81202,EUR,673142400,M,15,15,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,13.0,8.0,6.0,2.0,0.00014669,0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Rhys Youlley,Rhys Youlley,,rhys-youlley,R. Youlley,M,36,184.0,55,M,1415589,EUR,1108252800,M,36,36,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,1.0,,,,10.0,3.0,6.4,1.0,0.00095802,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Islam Slimani,,,islam-slimani,I. Slimani,F,19,188.0,7448,M,238708,EUR,582595200,F,19,19,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,,,,,,,10.0,4.0,7.2,2.0,3.27e-06,1,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0.2215,0.5772,,,,islamslimani09,1.0,,,,
12421221,home,KVC Westerlo,Koen Van Langendonck,,,koen-van-langendonck,K. V. Langendonck,G,30,188.0,44,M,247481,EUR,613353600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Zyon Vandekerkhove,Zyon Vandekerkhove,,zyon-vandekerkhove,Z. Vandekerkhove,D,12,,7,M,1835752,EUR,1175904000,D,81,81,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174.0,39,M,876447,EUR,839721600,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421221,home,KVC Westerlo,Raf Smekens,,,smekens-raf,R. Smekens,M,17,181.0,28,M,1177983,EUR,1075334400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421221,away,Standard Liège,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189.0,913,M,936719,EUR,1014163200,G,31,31,False,16.0,7.0,14.0,5.0,0.0,3.0,6.0,4.0,10.0,,,1.0,5.0,,,,90.0,23.0,6.2,9.0,0.00077478,0,-0.4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,
12421221,away,Standard Liège,Daan Dierckx,,,dierckx-daan,D. Dierckx,D,29,192.0,200,M,1099368,EUR,1045958400,D,29,29,False,16.0,12.0,2.0,1.0,0.0,11.0,13.0,1.0,3.0,4.0,1.0,3.0,1.0,,,,61.0,29.0,6.9,5.0,0.020336,2,,,,2.0,4.0,,,,4.0,1.0,,,,,1.0,1.0,4.0,,,,1.0,,0.0696,,1.0,,,,,,,,
12421221,away,Standard Liège,Ibe Hautekiet,,,ibe-hautekiet,I. Hautekiet,D,25,188.0,153,M,964757,EUR,1018656000,D,25,25,False,34.0,29.0,5.0,2.0,0.0,24.0,25.0,5.0,9.0,1.0,,8.0,1.0,,,,90.0,49.0,6.6,6.0,0.033957,0,,,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12421221,away,Standard Liège,Henry Lawrence,,,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,88,88,False,35.0,27.0,5.0,,0.0,13.0,17.0,14.0,18.0,4.0,1.0,4.0,6.0,,,,90.0,63.0,6.9,13.0,0.0195033,1,,,,1.0,5.0,1.0,2.0,,3.0,3.0,3.0,,2.0,,1.0,,,2.0,,,,,0.0208,,1.0,,,,,,,,1.0
12421221,away,Standard Liège,Marlon Fossey,,,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,M,13,13,False,18.0,13.0,,,0.0,3.0,4.0,10.0,17.0,3.0,1.0,5.0,3.0,,,,90.0,44.0,6.9,11.0,0.024072,0,,3.0,,2.0,4.0,,3.0,,,2.0,,,,,,,1.0,3.0,True,,,,,,,,,,,,,,
12421221,away,Standard Liège,Marko Bulat,,,marko-bulat,M. Bulat,M,5,178.0,837,M,905063,EUR,1001462400,M,7,7,False,4.0,1.0,,,0.0,,1.0,2.0,5.0,4.0,1.0,1.0,1.0,,,,45.0,13.0,6.7,5.0,0.0891802,1,,2.0,1.0,,3.0,1.0,,,,1.0,2.0,2.0,,,2.0,2.0,1.0,,,,,,0.0167,,1.0,,,,,,,,
12421221,away,Standard Liège,Ibrahim Karamoko,,,karamoko-ibrahim,I. Karamoko,M,20,187.0,135,M,966263,EUR,995846400,M,20,20,False,9.0,5.0,2.0,,0.0,4.0,6.0,1.0,3.0,2.0,,1.0,,,,,45.0,13.0,6.1,5.0,0.00012429,0,,,,,1.0,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
12421221,away,Standard Liège,Léandre Kuavita,Léandre Kuavita,,leandre-kuavita,L. Kuavita,M,14,180.0,165,M,1198065,EUR,1085961600,M,14,14,False,16.0,12.0,,,0.0,5.0,7.0,7.0,10.0,3.0,,2.0,5.0,,,,61.0,26.0,6.5,7.0,0.0719951,0,,1.0,,,4.0,2.0,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12421221,away,Standard Liège,Ilay Camara,Ilay Camara,,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,32.0,24.0,3.0,1.0,0.0,6.0,10.0,18.0,27.0,11.0,1.0,4.0,5.0,,,,90.0,65.0,6.8,26.0,0.16245,1,,5.0,,,6.0,3.0,6.0,,,,2.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,,,,,0.1199,,1.0,,,,1.0,,,,
12421221,away,Standard Liège,Andi Zeqiri,,,andi-zeqiri,A. Zeqiri,F,9,184.0,672,M,796067,EUR,930009600,F,9,9,False,11.0,9.0,2.0,2.0,1.0,3.0,3.0,6.0,8.0,8.0,,1.0,2.0,,,,70.0,20.0,6.9,6.0,0.181985,2,,,,3.0,4.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,3.0,,,,,,0.1332,,2.0,,,,1.0,,,,
